lipid,type,LogFC_cKO,PValue_cKO,FDR_cKO,LogFC_WT,PValue_WT,FDR_WT,min_PValue,min_FDR,LogFC_difference,LogFC_difference_abs,LogFC_injured_comparison,PValue_injured_comparison,FDR_injured_comparison,Min_PValue_all,min_FDR_all,LogFC_Healthy,Pvalue_healthy,FDR_healthy
17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester_2,CE,-0.429200591,0.163116657,0.464367405,0.297821615,0.366348468,0.728318268,0.163116657,0.464367405,-0.727022206,0.727022206,-0.353188291,0.297267153,0.997493903,0.163116657,0.464367405,0.319347153,0.285807146,0.999751828
17:1 Campesteryl ester_simulated | CE(18:1) | 16:0 Stigmasteryl ester | 16:1 Sitosteryl ester,CE,-0.624651592,0.043213161,0.217080881,0.314479466,0.340286546,0.70948323,0.043213161,0.217080881,-0.939131058,0.939131058,-0.419574477,0.216178661,0.997493903,0.043213161,0.217080881,0.464753555,0.121312148,0.999751828
17:1 Campesteryl ester_simulated | CE(18:1) | 16:0 Stigmasteryl ester | 16:1 Sitosteryl ester_2,CE,-0.6282577,0.042037265,0.212600629,0.308996559,0.348728538,0.715132358,0.042037265,0.212600629,-0.937254259,0.937254259,-0.408967685,0.227923691,0.997493903,0.042037265,0.212600629,0.474407755,0.113838071,0.999751828
18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated | 17:0 sitosteryl ester_simulated,CE,-0.542912482,0.078373789,0.324103765,0.276446057,0.401588419,0.759062958,0.078373789,0.324103765,-0.819358539,0.819358539,-0.338817652,0.317238267,0.997493903,0.078373789,0.324103765,0.426470317,0.154821222,0.999751828
18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated | 17:0 sitosteryl ester_simulated_2,CE,-0.545000604,0.077246029,0.321398089,0.278894503,0.39745019,0.756228352,0.077246029,0.321398089,-0.823895107,0.823895107,-0.340310587,0.315122907,0.997493903,0.077246029,0.321398089,0.429156471,0.152259583,0.999751828
18:1 Campesteryl ester,CE,-0.574412678,0.06273134,0.280324825,0.206037199,0.531430313,0.849125522,0.06273134,0.280324825,-0.780449877,0.780449877,-0.353246189,0.297188147,0.997493903,0.06273134,0.280324825,0.371537765,0.214720029,0.999751828
18:3 Campesteryl ester,CE,-0.571039617,0.064270943,0.283990348,0.232954145,0.479379441,0.809967295,0.064270943,0.283990348,-0.803993762,0.803993762,-0.342479524,0.312066316,0.997493903,0.064270943,0.283990348,0.407100942,0.174280371,0.999751828
19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester,CE,-0.186772622,0.54230139,0.791252613,0.535623624,0.10577326,0.44202493,0.10577326,0.44202493,-0.722396245,0.722396245,-0.331876154,0.327197169,0.997493903,0.10577326,0.44202493,0.331991279,0.26726182,0.999751828
19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester_2,CE,-0.16561549,0.588871615,0.816997968,0.549071354,0.097391732,0.431347405,0.097391732,0.431347405,-0.714686844,0.714686844,-0.308845651,0.361697836,0.997493903,0.097391732,0.431347405,0.348473097,0.244367874,0.999751828
1-O-behenoyl-Cer(d18:1/16:0),Cer,0.506926195,0.09676767,0.363972869,0.877298354,0.008640217,0.174789253,0.008640217,0.174789253,-0.370372159,0.370372159,-0.286101653,0.398306564,0.997493903,0.008640217,0.174789253,0.020616801,0.944887994,0.999751828
1-O-carboceroyl-Cer(d18:1/16:0),Cer,0.467323511,0.125816931,0.417820795,0.810310602,0.015115354,0.233275099,0.015115354,0.233275099,-0.342987091,0.342987091,-0.33144793,0.32820634,0.997493903,0.015115354,0.233275099,-0.053966069,0.856308926,0.999751828
1-O-carboceroyl-Cer(d18:1/18:0),Cer,0.150634253,0.622059053,0.83500071,0.336555174,0.307932505,0.682110134,0.307932505,0.682110134,-0.185920921,0.185920921,-0.060401441,0.858013067,0.997493903,0.307932505,0.682110134,0.061624717,0.836316825,0.999751828
1-O-cerotoyl-Cer(d18:1/16:0),Cer,0.119262325,0.696381245,0.882580249,0.426966648,0.196542589,0.570074812,0.196542589,0.570074812,-0.307704324,0.307704324,-0.088385739,0.793531185,0.997493903,0.196542589,0.570074812,0.152877022,0.608663735,0.999751828
1-O-cerotoyl-Cer(d18:1/18:0),Cer,-0.005455382,0.985774027,0.993929072,0.227201619,0.490456455,0.821020061,0.490456455,0.821020061,-0.232657002,0.232657002,0.122947135,0.715203593,0.997493903,0.490456455,0.821020061,0.289494206,0.333207951,0.999751828
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,0.390442208,0.200932985,0.512274312,0.708558709,0.033167246,0.398211027,0.033167246,0.398211027,-0.318116501,0.318116501,-0.383068417,0.258866612,0.997493903,0.033167246,0.398211027,-0.131677191,0.658355885,0.999751828
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,0.503881575,0.098824958,0.367546631,0.865282392,0.009579696,0.188694804,0.009579696,0.188694804,-0.361400817,0.361400817,-0.303345046,0.370663898,0.997493903,0.009579696,0.188694804,-0.006072621,0.983752035,0.999751828
1-O-myristoyl-Cer(d18:1/16:0),Cer,0.327165203,0.283966759,0.585755462,0.836150042,0.01222436,0.211104128,0.01222436,0.211104128,-0.508984839,0.508984839,-0.337878455,0.318922719,0.997493903,0.01222436,0.211104128,0.107909064,0.717743479,0.999751828
1-O-palmitoyl-Cer(d18:1/16:0),Cer,0.647359488,0.033930404,0.17760075,0.90347124,0.006876196,0.155282386,0.006876196,0.155282386,-0.256111751,0.256111751,-0.19139588,0.571422914,0.997493903,0.006876196,0.155282386,-0.003624928,0.990298535,0.999751828
1-O-stearoyl-Cer(d18:1/16:0),Cer,0.412602913,0.176497593,0.48302906,0.846433508,0.011220235,0.206525296,0.011220235,0.206525296,-0.433830595,0.433830595,-0.343965243,0.310325901,0.997493903,0.011220235,0.206525296,0.025740041,0.93122191,0.999751828
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,0.479193218,0.116471993,0.398989869,0.892416359,0.007585048,0.159927004,0.007585048,0.159927004,-0.41322314,0.41322314,-0.277317457,0.412907084,0.997493903,0.007585048,0.159927004,0.07325281,0.806106308,0.999751828
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,0.450692439,0.139830056,0.437005417,0.764850442,0.021676777,0.297707659,0.021676777,0.297707659,-0.314158003,0.314158003,-0.237617093,0.482663828,0.997493903,0.021676777,0.297707659,0.012876023,0.965559812,0.999751828
20:0 Campesteryl ester,CE,0.048928665,0.872822879,0.957389059,0.598521504,0.07107319,0.411955309,0.07107319,0.411955309,-0.549592839,0.549592839,-0.25396798,0.452822446,0.997493903,0.07107319,0.411955309,0.239116523,0.423578118,0.999751828
20:1 Campesteryl ester,CE,0.026106157,0.931951928,0.978110203,0.59541147,0.07253394,0.411955309,0.07253394,0.411955309,-0.569305313,0.569305313,-0.274181178,0.417818895,0.997493903,0.07253394,0.411955309,0.237353197,0.426992231,0.999751828
20:3 Campesteryl ester,CE,0.040167139,0.89545984,0.967174157,0.587424325,0.076399495,0.411955309,0.076399495,0.411955309,-0.547257186,0.547257186,-0.241563628,0.475111559,0.997493903,0.076399495,0.411955309,0.249240382,0.404291807,0.999751828
22:0 Campesteryl ester,CE,-0.199923308,0.514325669,0.772262313,0.280783393,0.39427577,0.753806932,0.39427577,0.753806932,-0.480706701,0.480706701,-0.161291299,0.633067902,0.997493903,0.39427577,0.753806932,0.262181346,0.380428679,0.999751828
22:0 Sitosteryl ester,CE,-0.18774247,0.540212337,0.789836989,0.310420422,0.346523546,0.713209004,0.346523546,0.713209004,-0.498162892,0.498162892,-0.185182507,0.583727505,0.997493903,0.346523546,0.713209004,0.25653647,0.390728062,0.999751828
22:1 Campesteryl ester,CE,-0.185289877,0.545503751,0.793604582,0.301633079,0.360276717,0.725084964,0.360276717,0.725084964,-0.486922956,0.486922956,-0.17593564,0.602607577,0.997493903,0.360276717,0.725084964,0.254592262,0.39431492,0.999751828
22:1 Stigmasteryl ester | 22:2 Sitosteryl ester,CE,-0.231734355,0.44993346,0.710496191,0.259449042,0.431032579,0.777130438,0.431032579,0.710496191,-0.491183397,0.491183397,-0.171550553,0.611657772,0.997493903,0.431032579,0.710496191,0.262812597,0.379287372,0.999751828
22:2 Campesteryl ester,CE,-0.147752439,0.629597387,0.839276304,0.300856203,0.361509331,0.725084964,0.361509331,0.725084964,-0.448608641,0.448608641,-0.159665936,0.636489724,0.997493903,0.361509331,0.725084964,0.232210313,0.437042388,0.999751828
22:2 Stigmasteryl ester | 22:3 Sitosteryl ester,CE,-0.265817437,0.386383681,0.673007646,0.222032455,0.500152386,0.829520564,0.386383681,0.673007646,-0.487849892,0.487849892,-0.156266119,0.643672097,0.997493903,0.386383681,0.673007646,0.274223021,0.359028515,0.999751828
22:3 Campesteryl ester,CE,-0.144311546,0.637581994,0.841675701,0.361041219,0.273991396,0.649452499,0.273991396,0.649452499,-0.505352764,0.505352764,-0.208768277,0.536887656,0.997493903,0.273991396,0.649452499,0.242847865,0.416408311,0.999751828
22:3 Stigmasteryl ester,CE,-0.229081565,0.455119903,0.716419027,0.253691618,0.441287573,0.784107017,0.441287573,0.716419027,-0.482773183,0.482773183,-0.156006317,0.644222414,0.997493903,0.441287573,0.716419027,0.269473291,0.367376502,0.999751828
2-Hydroxymyristoylcarnitine | 3-hydroxytetradecanoylcarnitine,CAR,0.154379961,0.613196667,0.829109353,0.835119589,0.012268577,0.211104128,0.012268577,0.211104128,-0.680739628,0.680739628,-0.301128864,0.373759893,0.997493903,0.012268577,0.211104128,0.316858628,0.289560728,0.999751828
3-hydroxyarachidonoylcarnitine,CAR,0.076178293,0.803139671,0.929921105,0.810693696,0.014990331,0.233275099,0.014990331,0.233275099,-0.734515404,0.734515404,-0.317053031,0.349146762,0.997493903,0.014990331,0.233275099,0.353891756,0.237154989,0.999751828
3-hydroxyeicosanoylcarnitine | Cervonyl carnitine,CAR,-0.00860706,0.977548707,0.992802181,0.693910183,0.036783818,0.398211027,0.036783818,0.398211027,-0.702517243,0.702517243,-0.333708065,0.324550133,0.997493903,0.036783818,0.398211027,0.302777014,0.311415116,0.999751828
3-hydroxylinoleoylcarnitine,CAR,0.254395445,0.404530597,0.686839721,0.667975309,0.044290526,0.398211027,0.044290526,0.398211027,-0.413579864,0.413579864,-0.12764206,0.705442783,0.997493903,0.044290526,0.398211027,0.227380317,0.446604581,0.999751828
3-hydroxypalmitoleoylcarnitine | Heptadecanoyl carnitine,CAR,0.43166637,0.156973419,0.458068633,1.017746796,0.002391466,0.113259563,0.002391466,0.113259563,-0.586080427,0.586080427,-0.260085203,0.442054701,0.997493903,0.002391466,0.113259563,0.26238672,0.380056864,0.999751828
Arachidyl carnitine | O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine,CAR,0.213497147,0.484314369,0.745137318,1.008658808,0.002608917,0.114869099,0.002608917,0.114869099,-0.795161662,0.795161662,-0.371213362,0.273446006,0.997493903,0.002608917,0.114869099,0.357309259,0.232684246,0.999751828
CE(12:0),CE,-0.041813887,0.891294526,0.966860801,0.523083189,0.114104803,0.455506373,0.114104803,0.455506373,-0.564897076,0.564897076,-0.31426703,0.353380636,0.997493903,0.114104803,0.455506373,0.194341957,0.515169666,0.999751828
CE(12:0)_2,CE,0.007047672,0.98161268,0.993929072,0.527312564,0.111239753,0.451456627,0.111239753,0.451456627,-0.520264892,0.520264892,-0.284534436,0.400540139,0.997493903,0.111239753,0.451456627,0.181107794,0.544113493,0.999751828
CE(14:0),CE,0.104639288,0.73197289,0.900380786,0.621140715,0.061169202,0.411955309,0.061169202,0.411955309,-0.516501427,0.516501427,-0.280622608,0.407019215,0.997493903,0.061169202,0.411955309,0.18025154,0.546014761,0.999751828
CE(14:1),CE,0.076211815,0.803057082,0.929921105,0.567513807,0.086781814,0.41771309,0.086781814,0.41771309,-0.491301992,0.491301992,-0.286904374,0.396646264,0.997493903,0.086781814,0.41771309,0.147130568,0.621991521,0.999751828
CE(15:0),CE,0.141374341,0.643447381,0.845858656,0.952916683,0.004392117,0.119524266,0.004392117,0.119524266,-0.811542342,0.811542342,-0.442430674,0.192382954,0.997493903,0.004392117,0.119524266,0.310311893,0.299587514,0.999751828
CE(15:1),CE,0.124268105,0.684139709,0.873854219,0.961815714,0.004047689,0.119524266,0.004047689,0.119524266,-0.837547609,0.837547609,-0.450796686,0.184178279,0.997493903,0.004047689,0.119524266,0.328607198,0.27214294,0.999751828
CE(16:2) | zymosteryl palmitoleate,CE,0.031346967,0.918331019,0.975685973,0.851106034,0.010735068,0.200879951,0.010735068,0.200879951,-0.819759066,0.819759066,-0.431962054,0.203028647,0.997493903,0.010735068,0.200879951,0.330086586,0.270001917,0.999751828
CE(16:3),CE,0.066718331,0.827187642,0.941520002,0.89814773,0.007169869,0.155536175,0.007169869,0.155536175,-0.831429399,0.831429399,-0.448522975,0.186381632,0.997493903,0.007169869,0.155536175,0.324812619,0.277686961,0.999751828
CE(17:1) | 16:1 Campesteryl ester,CE,-0.646227181,0.036576815,0.190123238,0.365655878,0.267942687,0.641776325,0.036576815,0.190123238,-1.011883059,1.011883059,-0.448089081,0.186803511,0.997493903,0.036576815,0.190123238,0.506940088,0.091313316,0.999751828
CE(17:1) | 16:1 Campesteryl ester_2,CE,-0.671669853,0.02989385,0.161556296,0.379158337,0.250784422,0.623962391,0.02989385,0.161556296,-1.05082819,1.05082819,-0.464871834,0.170969698,0.997493903,0.02989385,0.161556296,0.529670527,0.077832528,0.999751828
CE(18:2) | zymosteryl oleate | 16:1 Stigmasteryl ester | 16:2 Sitosteryl ester,CE,-0.698237354,0.024071431,0.141313459,0.244512131,0.457927533,0.792523999,0.024071431,0.141313459,-0.942749484,0.942749484,-0.432086219,0.202898826,0.997493903,0.024071431,0.141313459,0.455400358,0.128917461,0.999751828
CE(18:3) | 16:2 Stigmasteryl ester | 16:3 Sitosteryl ester,CE,-0.691554688,0.025433945,0.145879751,0.230737175,0.483556856,0.813353499,0.025433945,0.145879751,-0.922291863,0.922291863,-0.420007109,0.215708985,0.997493903,0.025433945,0.145879751,0.446685553,0.136335584,0.999751828
CE(20:1) | 18:0 Stigmasteryl ester | 18:1 Sitosteryl ester,CE,-0.181319019,0.554125203,0.796089663,0.549781539,0.096964447,0.431347405,0.096964447,0.431347405,-0.731100558,0.731100558,-0.319679255,0.345189797,0.997493903,0.096964447,0.431347405,0.353958482,0.237066322,0.999751828
CE(20:2) | 18:1 Stigmasteryl ester | 18:2 Sitosteryl ester,CE,-0.187130561,0.541529821,0.790897699,0.56177452,0.089975105,0.424898211,0.089975105,0.424898211,-0.74890508,0.74890508,-0.298007555,0.378706484,0.997493903,0.089975105,0.424898211,0.394108756,0.188331287,0.999751828
CE(20:3) | 18:2 Stigmasteryl ester | 18:3 Sitosteryl ester,CE,-0.199582937,0.515039723,0.772559584,0.540709597,0.102537772,0.436076832,0.102537772,0.436076832,-0.740292535,0.740292535,-0.325788101,0.336099604,0.997493903,0.102537772,0.436076832,0.356279642,0.234024053,0.999751828
CE(20:4) | 18:3 Stigmasteryl ester,CE,-0.261564885,0.393995682,0.681075677,0.482447438,0.144710768,0.508050769,0.144710768,0.508050769,-0.744012323,0.744012323,-0.329917361,0.330044558,0.997493903,0.144710768,0.508050769,0.35693993,0.233163857,0.999751828
CE(20:5),CE,-0.467034503,0.129390587,0.421999365,0.311703726,0.344543747,0.711423434,0.129390587,0.421999365,-0.778738229,0.778738229,-0.321938193,0.341810373,0.997493903,0.129390587,0.421999365,0.401928399,0.179776798,0.999751828
CE(22:0) | 20:0 Sitosteryl ester,CE,-0.184630761,0.546931286,0.794906118,0.291632448,0.376346319,0.73851531,0.376346319,0.73851531,-0.476263209,0.476263209,-0.202083972,0.549964955,0.997493903,0.376346319,0.73851531,0.220435321,0.460565895,0.999751828
CE(22:1) | 20:0 Stigmasteryl ester | 20:1 Sitosteryl ester,CE,-0.208235705,0.497044771,0.754640996,0.252980673,0.442564843,0.784107017,0.442564843,0.754640996,-0.461216378,0.461216378,-0.1937559,0.566478997,0.997493903,0.442564843,0.754640996,0.21345155,0.474849791,0.999751828
CE(22:4) | 20:3 Stigmasteryl ester,CE,0.132573064,0.664260324,0.863192452,0.67802066,0.041240817,0.398211027,0.041240817,0.398211027,-0.545447597,0.545447597,-0.271391623,0.422551153,0.997493903,0.041240817,0.398211027,0.216496529,0.468590944,0.999751828
CE(22:5),CE,0.066087533,0.828796656,0.941922356,0.640883085,0.053489844,0.411955309,0.053489844,0.411955309,-0.574795552,0.574795552,-0.279638327,0.408653567,0.997493903,0.053489844,0.411955309,0.237810291,0.426105697,0.999751828
CE(22:6),CE,0.071352436,0.815385818,0.933896703,0.611623831,0.06518418,0.411955309,0.06518418,0.411955309,-0.540271396,0.540271396,-0.247628698,0.464137637,0.997493903,0.06518418,0.411955309,0.235589444,0.430423399,0.999751828
CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester,CE,-0.200346716,0.513437639,0.771702958,0.284479649,0.388108624,0.750728462,0.388108624,0.750728462,-0.484826365,0.484826365,-0.182231605,0.589721974,0.997493903,0.388108624,0.750728462,0.245262685,0.411805042,0.999751828
Cer(d14:1(4E)/20:0(2OH)),Cer,-0.250553305,0.414138231,0.690384111,-0.43102393,0.188149067,0.560686006,0.188149067,0.560686006,0.180470625,0.180470625,0.343576057,0.30706112,0.997493903,0.188149067,0.560686006,0.111466997,0.708631874,0.999751828
Cer(d14:1(4E)/20:1(11Z)(2OH)),Cer,-0.154561526,0.613933921,0.829109353,-0.375077797,0.252169169,0.623962391,0.252169169,0.623962391,0.220516272,0.220516272,0.375849239,0.263790606,0.997493903,0.252169169,0.623962391,0.104276181,0.726624498,0.999751828
Cer(d14:1(4E)/22:0(2OH)),Cer,-0.484275551,0.115964308,0.398222534,-0.421790142,0.197791452,0.570074812,0.115964308,0.398222534,-0.06248541,0.06248541,-0.006652348,0.984260929,0.997493903,0.115964308,0.398222534,-3.42E-04,0.999082971,0.999751828
Cer(d14:1(4E)/22:1(13Z)(2OH)),Cer,-0.515077684,0.094742982,0.362497659,-0.465050864,0.155590026,0.52140363,0.094742982,0.362497659,-0.05002682,0.05002682,0.047258412,0.888486665,0.997493903,0.094742982,0.362497659,0.0419078,0.888174322,0.999751828
Cer(d14:1(4E)/24:0(2OH)),Cer,-0.116942437,0.702558924,0.883883921,-0.197907635,0.546052581,0.861370615,0.546052581,0.861370615,0.080965198,0.080965198,0.181424063,0.589964804,0.997493903,0.546052581,0.861370615,0.046961106,0.874804254,0.999751828
Cer(d14:1(4E)/26:0(2OH)),Cer,-0.323308925,0.292549691,0.595846105,-0.46834952,0.152676559,0.521102483,0.152676559,0.521102483,0.145040595,0.145040595,0.366230164,0.276218486,0.997493903,0.152676559,0.521102483,0.169767793,0.569550878,0.999751828
"Cer(d14:2(4E,6E)/16:0)",Cer,-0.172265629,0.574053962,0.808823857,-0.180135828,0.58273745,0.885548699,0.574053962,0.808823857,0.007870198,0.007870198,0.184921733,0.582820724,0.997493903,0.574053962,0.808823857,0.123960257,0.677777861,0.999751828
"Cer(d14:2(4E,6E)/18:0(2OH))",Cer,-0.108343423,0.7234738,0.89507461,-0.235436588,0.472566423,0.802987441,0.472566423,0.802987441,0.127093165,0.127093165,0.222970462,0.507680834,0.997493903,0.472566423,0.802987441,0.046038611,0.877245026,0.999751828
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",Cer,-0.125491751,0.682002093,0.872806326,-0.340308693,0.298901716,0.677354117,0.298901716,0.677354117,0.214816942,0.214816942,0.29376054,0.382605972,0.997493903,0.298901716,0.677354117,0.026555106,0.928991444,0.999751828
"Cer(d14:2(4E,6E)/18:1(9Z))",Cer,-0.144802649,0.636453666,0.841675701,-0.311629326,0.341534846,0.709614627,0.341534846,0.709614627,0.166826677,0.166826677,0.327535122,0.330240674,0.997493903,0.330240674,0.709614627,0.108584701,0.715831415,0.999751828
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",Cer,-0.100121632,0.743662853,0.907305046,-0.27717818,0.397629503,0.756228352,0.397629503,0.756228352,0.177056548,0.177056548,0.216834758,0.519441217,0.997493903,0.397629503,0.756228352,-0.014305702,0.961693645,0.999751828
"Cer(d14:2(4E,6E)/20:1(11Z))",Cer,0.055991915,0.854650402,0.95034698,-0.40656042,0.214498777,0.587028646,0.214498777,0.587028646,0.462552334,0.462552334,0.491076856,0.144193597,0.997493903,0.144193597,0.587028646,-0.016117512,0.956845742,0.999751828
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",Cer,-0.056465039,0.853607424,0.95034698,-0.022320297,0.945797781,0.994176981,0.853607424,0.95034698,-0.034144742,0.034144742,-0.040732846,0.903893776,0.997493903,0.853607424,0.95034698,-0.062475793,0.833786091,0.999751828
"Cer(d14:2(4E,6E)/24:0(2OH))",Cer,-0.059330305,0.846275948,0.948589958,-0.062963712,0.84785761,0.986969551,0.846275948,0.948589958,0.003633408,0.003633408,-0.054806431,0.87096394,0.997493903,0.846275948,0.948589958,-0.113509841,0.702882523,0.999751828
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",Cer,0.262048581,0.390530459,0.677432326,0.379455117,0.250422422,0.623962391,0.250422422,0.623962391,-0.117406536,0.117406536,-0.084691715,0.801870014,0.997493903,0.250422422,0.623962391,-0.027848463,0.92549853,0.999751828
"Cer(d16:2(4E,6E)/24:0(2OH))",Cer,-0.083446478,0.785156938,0.925019423,-0.17536882,0.592748984,0.887116016,0.592748984,0.887116016,0.091922343,0.091922343,0.167522824,0.618800516,0.997493903,0.592748984,0.887116016,0.021123307,0.943484039,0.999751828
Cer(d18:0/14:0),Cer,0.456158321,0.13510325,0.429062628,0.778115529,0.019540605,0.286787109,0.019540605,0.286787109,-0.321957208,0.321957208,-0.313956456,0.354220193,0.997493903,0.019540605,0.286787109,-0.055343277,0.852673169,0.999751828
Cer(d18:0/16:0(2OH)),Cer,0.21427611,0.4830061,0.744922798,0.469761477,0.155710629,0.52140363,0.155710629,0.52140363,-0.255485367,0.255485367,-0.17282613,0.609237646,0.997493903,0.155710629,0.52140363,0.022276477,0.940441384,0.999751828
Cer(d18:0/16:0),Cer,0.389094361,0.202170405,0.512274312,0.46404976,0.160586664,0.529511534,0.160586664,0.512274312,-0.074955398,0.074955398,0.171536544,0.610464034,0.997493903,0.160586664,0.512274312,0.187986469,0.529043357,0.999751828
Cer(d18:0/18:0(2OH)),Cer,0.349992036,0.251677904,0.555957608,0.665675524,0.045164164,0.398211027,0.045164164,0.398211027,-0.315683488,0.315683488,-0.317984773,0.34809361,0.997493903,0.045164164,0.398211027,-0.066123969,0.824368955,0.999751828
Cer(d18:0/18:0),Cer,0.052729562,0.863049445,0.955610221,-0.093258431,0.776248402,0.965325053,0.776248402,0.955610221,0.145987993,0.145987993,0.289680431,0.389300011,0.997493903,0.389300011,0.955610221,0.093112058,0.754889729,0.999751828
Cer(d18:0/20:0(2OH)),Cer,0.425344161,0.163464594,0.464367405,0.580666814,0.079988694,0.411955309,0.079988694,0.411955309,-0.155322653,0.155322653,-0.210039579,0.534682787,0.997493903,0.079988694,0.411955309,-0.112501696,0.705599791,0.999751828
Cer(d18:0/20:0),Cer,0.318226926,0.297321027,0.602286302,0.600031222,0.070561816,0.411955309,0.070561816,0.411955309,-0.281804296,0.281804296,-0.245716648,0.467893763,0.997493903,0.070561816,0.411955309,-0.025523107,0.931757333,0.999751828
Cer(d18:0/22:0(2OH)),Cer,0.351719855,0.249306247,0.555957608,0.616565898,0.06323982,0.411955309,0.06323982,0.411955309,-0.264846043,0.264846043,-0.296213709,0.381892616,0.997493903,0.06323982,0.411955309,-0.094681706,0.750574599,0.999751828
Cer(d18:0/22:0),Cer,0.373919817,0.220585576,0.53260743,0.456489201,0.16762069,0.541961497,0.16762069,0.53260743,-0.082569384,0.082569384,-0.133930014,0.691863765,0.997493903,0.16762069,0.53260743,-0.114944621,0.699483145,0.999751828
Cer(d18:0/24:0),Cer,0.268715855,0.378887451,0.669590816,0.613601173,0.064477497,0.411955309,0.064477497,0.411955309,-0.344885318,0.344885318,-0.309765851,0.360558888,0.997493903,0.064477497,0.411955309,-0.032498189,0.913155442,0.999751828
Cer(d18:0/26:0),Cer,0.379453933,0.213899966,0.523049281,0.661368032,0.046549358,0.398211027,0.046549358,0.398211027,-0.281914099,0.281914099,-0.313291306,0.355212091,0.997493903,0.046549358,0.398211027,-0.100134225,0.736733506,0.999751828
Cer(d18:0/h24:0),Cer,0.287884032,0.345738875,0.639766498,0.44249549,0.180887927,0.554536857,0.180887927,0.554536857,-0.154611458,0.154611458,-0.136972688,0.685227269,0.997493903,0.180887927,0.554536857,-0.046392029,0.876255796,0.999751828
Cer(d18:0/h26:0),Cer,0.455914539,0.135282272,0.429062628,0.699341851,0.035490464,0.398211027,0.035490464,0.398211027,-0.243427312,0.243427312,-0.212342293,0.530262582,0.997493903,0.035490464,0.398211027,-0.035301733,0.905717427,0.999751828
Cer(d18:1/12:0),Cer,0.373038553,0.221674983,0.534375925,0.607982561,0.066939483,0.411955309,0.066939483,0.411955309,-0.234944008,0.234944008,-0.176014728,0.602663813,0.997493903,0.066939483,0.411955309,0.002172863,0.994184347,0.999751828
Cer(d18:1/16:0),Cer,0.14554204,0.633721592,0.84028452,0.555949342,0.093358099,0.426873033,0.093358099,0.426873033,-0.410407302,0.410407302,0.17006976,0.613503051,0.997493903,0.093358099,0.426873033,0.520247238,0.083246761,0.999751828
Cer(d18:1/18:0),Cer,-0.576659901,0.061745927,0.278547195,0.091169552,0.781540354,0.965383616,0.061745927,0.278547195,-0.667829454,0.667829454,0.269007615,0.424067362,0.997493903,0.061745927,0.278547195,0.871464275,0.00400537,0.545094466
Cer(d18:1/18:1(9Z)),Cer,-0.503915013,0.102065279,0.372662739,0.205705114,0.532145468,0.849125522,0.102065279,0.372662739,-0.709620127,0.709620127,0.276895131,0.410590093,0.997493903,0.102065279,0.372662739,0.92379477,0.002317351,0.346907403
Cer(d18:1/2:0),Cer,0.507498186,0.096455355,0.363972869,0.884888247,0.008102017,0.168454444,0.008102017,0.168454444,-0.377390062,0.377390062,-0.305707325,0.366997649,0.997493903,0.008102017,0.168454444,0.008056836,0.97844947,0.999751828
Cer(d18:1/20:0),Cer,0.106108388,0.728503317,0.897588038,0.472886455,0.152970204,0.521102483,0.152970204,0.521102483,-0.366778068,0.366778068,-0.234388384,0.488514549,0.997493903,0.152970204,0.521102483,0.071519439,0.810514673,0.999751828
Cer(d18:1/22:0),Cer,0.111007374,0.716435042,0.889494807,0.239295181,0.467712009,0.798363601,0.467712009,0.798363601,-0.128287808,0.128287808,-0.022538987,0.946739732,0.997493903,0.467712009,0.798363601,0.047185075,0.874255784,0.999751828
Cer(d18:1/24:0),Cer,0.103289907,0.735432179,0.901672377,0.337684988,0.306267178,0.682110134,0.306267178,0.682110134,-0.234395081,0.234395081,-0.142771854,0.672669208,0.997493903,0.306267178,0.682110134,0.029391535,0.921466911,0.999751828
Cer(d18:1/24:1(15Z)),Cer,0.208992489,0.493865163,0.750574771,0.517751538,0.117988623,0.461172241,0.117988623,0.461172241,-0.30875905,0.30875905,-0.288315529,0.394598462,0.997493903,0.117988623,0.461172241,-0.041936732,0.888064137,0.999751828
Cer(d18:1/26:0),Cer,0.343397207,0.260637113,0.562332752,0.555024626,0.094038018,0.427887274,0.094038018,0.427887274,-0.211627419,0.211627419,-0.247248471,0.465082035,0.997493903,0.094038018,0.427887274,-0.099915905,0.737238829,0.999751828
Cer(d18:1/26:1(17Z)),Cer,0.249866919,0.413234716,0.690384111,0.60489275,0.068291802,0.411955309,0.068291802,0.411955309,-0.355025831,0.355025831,-0.277875861,0.411843649,0.997493903,0.068291802,0.411955309,0.012765248,0.965843682,0.999751828
