"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0141","AK0145","AK0164","AK0174","AK0175","AK0144","AK0147","AK0154","AK0155","AK0166","AK0168","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0135","AK0140","AK0142","AK0157","AK0169","Blank-1x","mean1","mean2"
"1-O-palmitoyl-Cer(d18:1/16:0)",0.90347124,3.081131765,7.305026978,0.006876196,0.155282386,11,11,"WT","5xFAD","Cer",0,0,0,0,0,0,0,0,0,0,0,899645.910292,892563.809592,977009.725292,940431.339692,253975.897392,903842.114692,342043.981192,197939.871592,176382.035492,178311.873392,311433.562992,6578.160408,0,552143.647419273
"PC(34:6)",0.901701935,11.17446762,7.285885569,0.006949846,0.155282386,11,11,"WT","5xFAD","PC",2926702.01391,2201313.21491,3128939.47691,1771833.60891,1999907.89591,3085538.26691,2441272.70791,691256.92351,1527004.54191,3477093.04891,2890622.31591,2185974.50891,2551135.31291,3026312.54491,3427948.87891,2528390.96891,3564306.15091,4900042.66491,3626827.90991,3954691.50991,4404468.56591,4276437.80591,30682.86209,2376498.54687364,3495139.71109182
"[TG(52:6)]_FA18:1",-0.880058423,9.289786231,7.204302577,0.007272901,0.155536175,11,11,"WT","5xFAD","TAG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841502.9496,0,0
"CE(16:3)",0.89814773,9.714368917,7.229912711,0.007169869,0.155536175,11,11,"WT","5xFAD","CE",1202225.4996,943771.3906,1047155.8726,257491.6803,368431.6049,694383.4077,660810.8667,562164.4827,772673.2417,710231.3892,749853.3916,612212.8242,518343.2233,352183.707,530188.8931,420494.8362,468254.875,823022.0288,645921.8862,616662.4506,520010.2205,1308121.0586,103143.0874,724472.075236364,619583.273045455
"FA(18:3)",-0.880797863,9.181045914,7.216468887,0.007223767,0.155536175,11,11,"WT","5xFAD","FA",747240.1098,795734.4359,609369.8669,847674.4399,669608.9291,404816.5486,0,0,0,522261.2956,41820.305,585642.143,617416.6296,410613.4653,583921.8367,807330.6379,480997.9787,962587.1769,581530.0678,578025.9508,359872.2574,2979904.3849,231365.0361,421684.175527273,813440.229909091
"1-O-tricosanoyl-Cer(d18:1/16:0)",0.892416359,2.504550104,7.128918058,0.007585048,0.159927004,11,11,"WT","5xFAD","Cer",1036.680061,1135.900081,460.720031,485.400032,729.220062,348.960014,188.699997,1206.520031,401.900043,403.120029,522.360035,821339.218656,811276.685856,573312.230656,819483.863256,469807.097956,895580.302056,369394.244856,155410.310256,158495.670856,159861.492156,318195.701656,3450.980244,629.043674181818,504741.528928727
"Cer(d18:1/2:0)",0.884888247,2.394515474,7.010784432,0.008102017,0.168454444,11,11,"WT","5xFAD","Cer",435.520046,326.420028,243.979995,175.400032,637.660053,285.440029,2.09999100000005,90.9800030000001,193.480007,201.480011,342.840015,13452005.899755,1837359.516755,1088130.272755,2630300.722755,1311041.279755,2259053.843755,1378770.161755,641008.145955,928850.946855,1044731.879755,1697126.012755,3421.360245,266.845473636364,2569852.60750955
"1-O-behenoyl-Cer(d18:1/16:0)",0.877298354,2.592042677,6.895723882,0.008640217,0.174789253,11,11,"WT","5xFAD","Cer",901.600079,2120.380185,771.980072,267.340031,789.160084,961.500069,264.460034,1515.240116,502.040039,312.440033,256.260025,518943.178855,609116.224355,590742.201055,96392.827925,59418.784055,482647.969255,49137.743815,181107.854655,169386.610455,89377.266415,37651.482265,3583.220245,787.490978818182,262174.740282273
"PC(34:5)",0.877160079,11.75745716,6.903770272,0.008601417,0.174789253,11,11,"WT","5xFAD","PC",4282191.1624,3016812.2344,4827441.6924,2428581.0024,3520556.3914,4587728.8684,3672812.7944,1048049.9444,2264077.3444,5069654.5374,4509308.4264,1377841.7084,1703606.8534,1995884.1034,2319024.0554,1668134.8884,2331076.3354,3267001.0404,2341291.1344,2581457.6644,2871049.1724,2761176.6884,35443.6026,3566110.39985455,2292503.96767273
"LPE(24:1)",-0.85468658,6.952257441,6.79699515,0.009131142,0.182257601,11,11,"WT","5xFAD","PE",698897.97739,122739.44829,54320.60254,206283.99429,82763.12639,27198.66111,55380.06415,45689.18287,74548.22651,16818.46186,29349.40087,613617.72359,486158.41429,401709.65519,484038.17849,316122.86179,441179.61029,724849.37859,574221.41549,598455.16799,475037.85479,1031211.82239,22666.34161,128544.467842727,558782.007535455
"1-O-lignoceroyl-Cer(d18:1/16:0)",0.865282392,2.471379524,6.711428378,0.009579696,0.188694804,11,11,"WT","5xFAD","Cer",868.12006,1592.160103,336.700031,591.700024,344.52002,453.380043,48.9600029999997,1075.380081,282.680012,213.240048,287.640019,1762220.250753,1896488.222753,1479269.168753,1849629.169753,979310.053953,1709279.694753,812166.866053,370329.189053,357274.966853,394573.786653,622850.924353,3428.300247,554.043676727273,1112126.572153
"FA(16:0)",0.861607156,12.77767712,6.666617561,0.009823545,0.190985028,11,11,"WT","5xFAD","FA",1603447.668,3345997.708,537498.653,2934219.849,2781778.359,2333319.702,2588132.355,1795179.617,1555542.681,1300941.884,1801191.601,0,0,0,0,0,0,0,0,0,0,0,3408274.17,2052477.27972727,0
"PG(34:5)_2",0.857139362,8.470769896,6.599075212,0.010203175,0.195822473,11,11,"WT","5xFAD","PG",203757.2543,262286.782,155689.3502,175014.1908,65173.9242,245989.3575,39488.1222,133514.5471,220483.0333,54654.2242,173872.0944,17478784.0198,22337288.1098,25017585.3198,22009773.0998,11463915.0598,25912791.1998,10012844.2998,4793948.1478,5355984.8968,4712714.8418,7631503.0058,142017.0102,157265.716381818,14247921.0909818
"PE(14:1)",0.856646597,1.265265006,6.56720895,0.010387473,0.196836031,11,11,"WT","5xFAD","PE",233.000004,304.420021,368.320045,202.580013,479.440021,91.640011,461.980018,166.100021,101.119995,30.8999940000001,354.28001,24275652.169889,30412674.999889,32979330.469889,30207147.859889,15953957.319889,35285647.969889,13530722.549889,6697129.140889,7545061.732889,6578629.209889,10915745.209889,1476.840111,253.980013909091,19489245.3302526
"CE(16:2) | zymosteryl palmitoleate",0.851106034,9.781824031,6.508655005,0.010735068,0.200879951,11,11,"WT","5xFAD","CE",1348161.60854,1041025.44454,1174901.21754,296167.10154,381158.12654,746461.49264,705565.95064,606595.78614,808404.30144,758819.09344,804779.93944,1483894.53254,1208389.27954,920983.79454,1222391.48454,579931.43384,1092675.49354,503121.62334,179243.89934,177159.07154,211636.49464,372589.70674,93003.58646,788367.278403636,722910.619467273
"(5Z,8Z)-tetradecadienoylcarnitine",0.842352811,9.498346243,6.378367418,0.011551965,0.206525296,11,11,"WT","5xFAD","CAR",551671.6523,540814.8788,501153.4755,606572.5228,493916.8331,465468.3539,489774.7526,358182.2094,575354.8815,475974.6374,553716.6601,444662.3372,440151.4835,416578.6315,138735.0116,56902.6858,351896.3292,0,36591.5442,40637.5813,0,0,158361.43,510236.441581818,175105.054936364
"1-O-stearoyl-Cer(d18:1/16:0)",0.846433508,2.651999299,6.430098548,0.011220235,0.206525296,11,11,"WT","5xFAD","Cer",1221.34008,2877.880218,763.420024,1126.520114,1333.700073,641.42004,298.260006,2526.6002,456.82003,1073.560096,931.300079,305606.287146,554425.322446,643858.489246,554755.189746,85679.107506,570529.205546,223734.013846,140441.051346,117395.827246,128312.329546,68466.004436,3474.080254,1204.62008727273,308472.984368727
"cis-5-Tetradecenoylcarnitine",0.844655026,9.312203572,6.412502095,0.011331962,0.206525296,11,11,"WT","5xFAD","CAR",539087.5435,465224.8553,503964.6053,469365.1801,384766.6294,373602.4233,456880.2557,299560.4226,478564.8355,427565.4962,496630.093,1579107.8305,1883944.5665,2294891.1385,2600872.0215,1757357.1125,2547929.4275,3570422.8975,2497582.9655,2853163.8845,3120240.3255,3092936.1345,143186.9895,445019.303627273,2527131.66404545
"PE(16:1)",0.841980136,7.933917761,6.37274903,0.011588594,0.206525296,11,11,"WT","5xFAD","PE",246289.46315,255109.50035,138073.44675,336178.70215,140778.06865,37913.24216,89519.28535,68409.20474,124582.22865,33936.52181,1016041.77475,1020867.02175,1882536.42675,2232981.18375,2238574.49575,1566641.97775,2118839.01275,3147646.88475,2183854.79575,2378295.14475,2539771.70475,2888937.75875,30637.90225,226075.585319091,2199904.21884091
"LPS(13:0) | PS(12:0)_2",0.84058618,1.548677521,6.332026913,0.011857672,0.208834532,11,11,"WT","5xFAD","PS",293.780022,0,23.419987,51.239998,444.480027,0,74.3199889999999,0,0,10.739998,447.620045,573377.784251,453518.427551,345745.261351,438664.357151,323475.019351,384572.547151,603861.858351,510680.644351,562144.007451,402839.778651,913098.723151,1971.360149,122.327278727273,501088.946251
"1-O-myristoyl-Cer(d18:1/16:0)",0.836150042,2.634072192,6.278034648,0.01222436,0.211104128,11,11,"WT","5xFAD","Cer",1345.220062,2117.520142,1096.540043,1134.420094,1374.940087,1316.560059,630.200028,2077.240109,101.080006,747.780033,625.740048,24900636.12974,31514167.65974,33444072.38974,32012717.28974,17437363.72974,35835061.07974,14519287.77974,7140890.29074,7977326.14374,7439214.86774,10730057.32974,3470.20026,1142.47642827273,20268254.06274
"2-Hydroxymyristoylcarnitine | 3-hydroxytetradecanoylcarnitine",0.835119589,9.126863801,6.271636704,0.012268577,0.211104128,11,11,"WT","5xFAD","CAR",473548.3944,421013.9297,419461.3536,442046.1503,400696.7861,326417.0228,403269.0296,300011.8428,420237.5683,417832.392,449499.2541,969758.7943,1815621.6423,2151487.1713,2152398.2513,1464299.1063,2049242.1433,3061491.1963,2076817.7693,2280139.1713,2447961.6213,2814000.5193,114115.0677,406730.338518182,2116656.12602727
"FA(16:1)",0.829078559,9.009852985,6.183150937,0.01289724,0.21216669,11,11,"WT","5xFAD","FA",338316.9052,349980.3864,188050.9537,362120.0267,313794.6377,288682.1014,291978.5422,231660.7377,242988.7575,211699.0779,360612.0274,0,50874.6435,46306.1613,80057.5868,0,67736.9809,153338.4592,77728.986,86491.643,75818.8686,0,161706.4711,289080.377618182,58032.1208454545
"LPE(22:2)",-0.815549481,9.259375912,6.191931817,0.012833402,0.21216669,11,11,"WT","5xFAD","PE",0,0,0,0,0,0,0,0,0,0,0,0,1073016.0769,1381831.4439,1394438.5869,755171.6239,1288154.5439,2139335.2039,1221185.2339,1479028.8359,1587702.4829,2034350.7969,755372.8701,0,1304928.62081818
"PC(34:4)",0.829577947,11.89813663,6.190521514,0.012843633,0.21216669,11,11,"WT","5xFAD","PC",4799130.23048,3368043.17848,5385623.36648,2677286.30248,4109628.13448,4952409.30848,3933608.75848,1137437.05948,2379122.29948,5672092.37248,5050814.64348,39283356.48748,43632839.91748,42651608.88748,25625334.08748,16076700.84748,50313916.37748,14091494.11748,14632320.33748,15874510.32748,5684111.13448,5802046.43648,36301.58252,3951381.42311636,24878930.8143891
"PE(14:0)",0.834010146,1.321309656,6.232875717,0.012539993,0.21216669,11,11,"WT","5xFAD","PE",273.420006,274.140022,0,801.380066,166.920025,0,247.940014,88.0000110000001,227.700012,0,294.960029,1220784.029888,1949687.245888,2237136.002888,2256718.701888,1579684.744888,2139374.704888,3182949.369888,2197235.876888,2427502.219888,2576777.619888,2924769.469888,1592.720112,215.860016818182,2244783.63516073
"LPG(15:0) | PG(O-16:0)",0.824175758,1.363136719,6.090739774,0.013589218,0.21874257,11,11,"WT","5xFAD","PG",561.240029,555.040051,260.920021,273.580013,149.300018,42.619999,156.299999,23.5199970000001,180.160008,148.26001,467.180027,998423.604884,952190.454184,802837.947984,953137.456284,507833.977984,995562.378284,412224.366184,186614.991484,202135.795384,204951.776784,439284.886684,1613.240116,256.192742909091,605017.966920364
"PG(P-16:0)",0.82524374,1.309318183,6.105199026,0.013478477,0.21874257,11,11,"WT","5xFAD","PG",154.339996,683.840034,248.959983,343.379993,92.919979,106.499988,119.399982,0,369.040012,102.199989,69.5399969999999,29872743.089873,37179773.259873,38856455.269873,35299265.279873,20108343.509873,39951231.459873,16940110.259873,8332488.412873,9356063.622873,8260997.622873,12825261.689873,1575.200127,208.192723,23362066.6797821
"1-O-carboceroyl-Cer(d18:1/16:0)",0.810310602,2.662288666,5.902972552,0.015115354,0.233275099,11,11,"WT","5xFAD","Cer",0,438.699986000001,0,0,112.039986,0,0,66.5399399999997,0,0,0,25201756.979633,31735321.559633,33733167.929633,32275326.799633,17522414.499633,36096401.289633,14965365.079633,7241258.045633,8022473.849633,7593618.958633,10800790.039633,4646.720367,56.1163556363636,20471626.8209966
"3-hydroxyarachidonoylcarnitine",0.810693696,10.28217172,5.917603862,0.014990331,0.233275099,11,11,"WT","5xFAD","CAR",1016623.0214,978618.5974,1010232.9434,1054661.5354,872812.3404,790263.4534,856759.8994,601621.1596,945410.3464,874403.7014,1176353.5484,1569795.0464,1771054.5164,2287453.3004,2528161.1564,1728773.5784,2449010.5894,3450468.7414,2371815.5044,2797061.7194,3052304.7954,3002824.8254,247831.9576,925250.958781818,2455338.52485455
"Cer(d18:2/16:0)",0.811074542,3.967707379,5.920355664,0.014966937,0.233275099,11,11,"WT","5xFAD","Cer",9474.700609,10956.100689,13679.301199,7303.820639,13981.961159,6529.660409,10834.660769,7928.100579,6536.220539,15479.681089,12436.540759,1182013.326719,1909980.255719,2259524.194719,2253549.825719,1596545.060719,2183089.468719,3193806.920719,2216645.020719,2400099.821719,2576840.110719,2876251.890719,3684.100281,10467.3407671818,2240758.71790082
"Cer(t18:0/18:0(2OH))",0.813532879,2.768421362,5.950969936,0.014709191,0.233275099,11,11,"WT","5xFAD","Cer",2043.580124,1824.980064,1662.740104,2319.300113,2429.100101,2653.380184,765.060058,1175.880077,1316.280098,1427.920116,2094.800159,1273441.76573,1967211.03473,2314459.29873,2330234.55673,1631860.94673,2205471.22573,3261416.43573,2260457.61273,2476799.46573,2665308.34373,3027587.29873,3497.12027,1792.09283618182,2310386.18045727
"CerP(d18:1/26:1(17Z))",0.806639613,3.399663026,5.852662091,0.015553506,0.237587737,11,11,"WT","5xFAD","Cer",0,0,0,0,0,0,0,0,0,0,0,1642430.23346,1933379.92546,2376039.48046,2671794.00246,1832514.58246,2588894.97446,3468951.60546,2503107.29346,2879154.82346,3065219.17846,3116144.14146,11089.92054,0,2552511.84009636
"CerP(d18:1/26:0)",0.798439625,3.322086093,5.736754787,0.016613461,0.251215661,11,11,"WT","5xFAD","Cer",0,0,0,0,0,0,0,0,0,0,0,131662.130411,192586.850511,168208.251611,201573.616811,58192.884091,181367.471911,292923.735811,211111.196511,222084.534411,205636.353311,105255.566911,9914.120789,0,179145.690209182
"SM(d18:2/20:1)",0.788642902,11.84002017,5.606346652,0.017895536,0.26789617,11,11,"WT","5xFAD","SM",4699148.49967,3355696.58567,5359100.75667,2608313.35167,3932622.41767,4734698.94767,3750849.96867,1065671.22467,2302940.44067,5404202.38267,4739881.22567,700196.75977,576309.41137,417950.12907,569006.82257,387083.27367,507332.49847,833933.40897,671382.10347,609562.08617,558189.96147,1102117.46867,35437.54233,3813920.52739727,630278.538515455
"PC(34:3)",0.78491478,11.83260762,5.554506548,0.018433168,0.273212407,11,11,"WT","5xFAD","PC",4680849.8862,3359805.8222,5264760.9182,2622445.1632,3936925.7762,4731617.7502,3776759.8612,1038407.5492,2243522.3402,5331498.9672,4735049.7852,1196307.6132,1901821.7922,2178989.7022,2224443.8042,1550492.2312,2115818.0892,3169984.1372,2132556.4892,2346814.0492,2534425.1452,2928203.5282,36984.2428,3792876.71083636,2207259.6892
"Cer(d18:0/14:0)",0.778115529,2.569511985,5.452476765,0.019540605,0.286787109,11,11,"WT","5xFAD","Cer",1332.760082,1796.360115,919.260033,772.880051000001,1038.32008,1187.900116,353.500019,236.980011,812.260025,395.740059,706.900047000001,1855687.715752,2054773.233752,2543344.418752,2779341.745752,2007735.206752,2772618.456752,3770306.003752,2646098.252752,3077496.593752,3340862.764752,3273264.412752,3531.000248,868.441876181818,2738320.80047927
"LPS(13:0) | PS(12:0)",0.776945865,1.511076989,5.426584233,0.019832434,0.288244213,11,11,"WT","5xFAD","PS",297.300007,88.3399999999999,0,337.060009,194.359997,6.17998499999999,0,0,0,0,2.45997199999988,241.640003,0,0,136.25999,0,72.57999,0,0,3718.700176,0,0,1954.840153,84.1545427272727,379.016378090909
"(9Z)-3-hydroxyoctadecenoylcarnitine",0.771652036,12.0698757,5.371940854,0.020463196,0.29376197,11,11,"WT","5xFAD","CAR",4484290.9237,4019533.5617,4553289.7977,3515223.7357,4494522.0127,4173915.9197,4324371.4097,2507638.8807,3824563.5827,3315203.7647,4215206.1057,1135450.2087,1447558.0677,1835463.6917,2096084.9577,1319743.4567,2002442.6757,2768012.4777,1886361.6097,2220460.1557,2515100.1507,2490602.5317,341258.0603,3947978.15406364,1974298.18033636
"O-(11-carboxyundecanoyl)carnitine",0.770773252,10.80411033,5.359934547,0.020604547,0.29376197,11,11,"WT","5xFAD","CAR",1401620.1118,1695501.7358,1700019.4878,2141881.7248,1884968.2438,1455450.7538,1327790.8828,1472418.6718,1419684.9878,1945885.4258,1669722.4218,1419635.4118,889591.2128,691093.4463,965510.2158,427191.0546,839958.9486,340217.6081,122704.7276,118575.7932,163259.3295,266735.9564,126964.7892,1646813.13161818,567679.4277
"[TG(52:5)]_FA18:0",-0.754873972,8.899670272,5.308118562,0.021226267,0.296969366,11,11,"WT","5xFAD","TAG",0,0,0,0,0,0,0,0,0,0,0,22751137.1699,36779023.1299,32148075.7499,29582432.2699,17528351.3499,30812188.6799,16438879.3599,6868074.6559,5966787.3109,7024762.8779,9689899.1199,594619.1601,0,19599055.6067182
"LPS(14:1) | PS(14:1)_2",0.76846655,1.699654173,5.314553533,0.021148012,0.296969366,11,11,"WT","5xFAD","PS",1359.840107,976.68008,601.460025,891.740047,537.280037,669.460056,277.88002,471.220054,1110.780086,110.540008,338.900016,1543531.746868,1872194.905868,2235196.358868,2507011.859868,1740751.331868,2439997.816868,3307558.470868,2298006.966868,2644545.442868,2902444.659868,2926823.221868,1812.920132,667.798230545455,2401642.07114073
"1-O-tricosanoyl-Cer(d18:1/18:0)",0.764850442,2.728080463,5.27154409,0.021676777,0.297707659,11,11,"WT","5xFAD","Cer",0,395.020043,0,0,0,0,0,0,0,0,0,1960254.66765,2257821.34365,2828608.21665,3137734.70565,2214466.44865,3078670.23865,4061377.14665,2931229.82465,3319127.52665,3683891.56565,3612019.64465,5073.48035,35.910913,3007745.57537727
"LPE(14:1)",0.766077348,1.314525423,5.276481515,0.021615386,0.297707659,11,11,"WT","5xFAD","PE",259.020019,387.000019,50.0400119999999,181.720016,143.96001,0,0,0,0,0,568.500046,1554327.995885,1902210.647885,2335813.455885,2577182.115885,1791780.779885,2485061.324885,3321432.502885,2354051.861885,2760973.988885,2982834.153885,2967682.002885,1678.020115,144.567283818182,2457577.34824864
"[TG(60:5)]_FA16:1",-0.747218714,6.339127949,5.201071536,0.022572969,0.307197588,11,11,"WT","5xFAD","TAG",224706.1545,118742.2079,156757.8722,138032.3894,80327.10542,35474.06236,24119.06172,16695.8412,33898.4023,42779.68338,55755.62423,636393.5904,510434.0548,375734.4051,543036.2186,336582.2214,485686.3489,766729.4339,585547.4215,569294.9392,495510.8616,927661.792,12036.3008,84298.9458736364,566601.026127273
"LPG(15:0) | PG(O-16:0)_2",0.757138095,1.371896483,5.157451772,0.023146834,0.309544017,11,11,"WT","5xFAD","PG",597.480034,289.620022,432.120006,159.459999,312.260006,39.2000009999999,0,0,312.540031,153.860008,183.779991,498154.139072,451077.353472,349790.683172,422572.089472,277004.677372,398025.064872,637449.888172,542711.065672,460879.020272,416140.795572,689703.854872,1658.920128,225.483645272727,467591.693817455
"Tetradecanoylcarnitine",0.755727108,10.44765542,5.1565439,0.023158938,0.309544017,11,11,"WT","5xFAD","CAR",1198539.9752,1197532.4172,1203941.9052,1640304.2842,1401331.0262,1153495.0552,1000524.9102,981703.5572,1203337.6162,1336284.1172,1209035.3362,1305933.5302,1636881.1452,2027472.5232,2258767.7782,1532799.3012,2168960.2322,2957649.8292,2084517.4552,2399007.2832,2618884.8872,2643946.7672,143135.4498,1229639.10910909,2148620.06656364
