"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0141","AK0145","AK0164","AK0174","AK0175","AK0144","AK0147","AK0154","AK0155","AK0166","AK0168","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0135","AK0140","AK0142","AK0157","AK0169","Blank-1x","mean1","mean2"
"LPI(12:0) | PI(12:0)_3",-0.36894189,10.02846218,1.268697227,0.260011222,0.636007841,11,11,"WT","5xFAD","PI",1974827.79897,2315800.54097,1777715.67597,2517240.84697,841203.39927,460535.04977,677691.91467,491504.97497,1360565.64197,405613.94267,953637.21187,0,0,0,0,0,0,0,0,0,0,0,17273.94103,1252394.27255182,0
"[TG(56:1)]_FA18:1",-0.36779347,9.53865879,1.260798816,0.26149994,0.638605889,11,11,"WT","5xFAD","TAG",1473845.14024,1520158.17124,1138889.23124,1589010.70124,777243.38804,513897.54294,408724.71054,286291.39944,560178.31154,456586.41224,786709.20094,374231.04844,302078.64234,238733.65654,357157.04244,203741.03464,354973.32304,329749.40214,220074.45564,196454.87204,195584.59634,410324.64644,26557.30176,864684.928149091,289372.974549091
"[TG(60:8)]_FA18:1",-0.366976339,6.918122104,1.255132978,0.262574366,0.63883141,11,11,"WT","5xFAD","TAG",262722.77561,150527.86971,183322.91131,200373.91511,115947.11071,57291.92467,47006.78355,33406.26201,65946.90455,64482.78502,89003.26611,1180384.17261,860073.04881,656166.67011,825770.67461,484284.25421,694095.34391,582734.22591,295107.13461,281830.59961,303997.71981,570915.38891,20124.00139,115457.50076,612305.384828182
"LPC(19:1)",-0.366739764,8.575141251,1.253565848,0.262872511,0.63883141,11,11,"WT","5xFAD","PC",790557.68857,643369.05397,759936.18657,623772.18507,352719.56917,309243.19887,221193.35767,2293.82022,279633.44087,274415.40727,336343.18547,320574.18467,357749.00557,265830.45667,332115.64577,193926.53517,298550.78247,207101.59197,79502.30627,93483.08577,79392.88327,266933.89767,32981.36243,417588.826701818,226832.761388182
"PE(36:4)",0.370025023,7.4462783,1.256513824,0.262312009,0.63883141,11,11,"WT","5xFAD","PE",306348.58167,203692.63337,72176.56418,192713.29367,185060.03247,57184.82446,186180.01217,141978.95187,149922.00787,67791.08465,66184.98452,665277.00097,625180.64377,671204.35227,612550.99437,331155.19027,415385.52437,335850.89897,234302.03657,203524.79377,230611.33447,386435.14887,25829.34183,148112.088263636,428316.174424545
"[TG(48:0)]_FA18:1",-0.36636643,8.222433667,1.251004783,0.263360656,0.638980392,11,11,"WT","5xFAD","TAG",584512.10175,655417.36945,503751.38115,503019.45985,295392.96075,189200.09495,137270.58675,188501.63145,153228.37065,206588.75415,234893.37455,194222.69265,735167.12005,737785.85455,813771.12565,438426.53385,774888.84345,413114.34965,241247.07665,292752.78155,304387.44365,300996.54015,17700.56125,331979.644131818,476978.214713636
"[TG(60:8)]_FA18:2",-0.364823017,6.850646328,1.240426646,0.265388845,0.639937749,11,11,"WT","5xFAD","TAG",258898.27752,145588.70972,197827.91772,172764.17222,114411.46832,59084.14461,43612.84346,36225.34324,69016.78453,62412.82435,87109.72612,314663.95932,390698.10612,302454.42462,334116.24762,204970.89372,302475.53882,219492.80052,118728.52972,105898.94672,102947.70682,242583.69932,17157.98128,113359.291982727,239911.895756364
"CerP(d18:1/20:0)",0.367404077,3.115418454,1.237814659,0.265892638,0.639937749,11,11,"WT","5xFAD","Cer",5772.440422,9655.420745,4013.24025,5141.980373,4912.940357,3134.660202,1546.740116,3045.060203,2762.060184,2529.020187,3173.380218,297819.880255,315525.464355,225120.196455,282184.042355,188066.573755,263160.100355,193763.815455,93529.986405,97238.145655,82511.645765,242070.775255,3445.200245,4153.35847790909,207362.784187727
"LPS(20:2) | PS(20:2)",-0.364467437,7.82779271,1.238044734,0.265848214,0.639937749,11,11,"WT","5xFAD","PS",861660.16779,178625.59129,295074.82009,308776.12199,137783.36929,128691.46589,77498.04379,51835.40264,136282.28969,113038.08779,144574.72999,0,0,0,0,0,0,0,0,0,0,0,40446.14301,221258.190021818,0
"PE(42:2)_2",-0.365235021,8.94211213,1.243291715,0.264837602,0.639937749,11,11,"WT","5xFAD","PE",1112719.35974,968409.76874,538317.13944,973351.32474,551660.62284,121299.24884,493703.46164,365378.56884,448699.35174,183355.23584,88430.68674,0,0,0,0,0,0,0,0,0,0,0,33170.44226,531393.160830909,0
"PG(36:2)",0.367803785,9.309516443,1.241607687,0.265161438,0.639937749,11,11,"WT","5xFAD","PG",1144401.81223,455911.95083,939284.37923,444695.74813,837595.59743,514673.27353,394316.46483,290718.03933,392933.72953,723870.56513,697596.59343,276134.53823,221923.01343,212164.85213,281063.35873,98185.18803,223838.59773,108734.86863,45774.54233,50700.62305,55066.88433,209208.81573,49047.80377,621454.377602727,162072.298395455
"PS(42:4)",-0.363977831,8.458186571,1.234730679,0.266489002,0.640343558,11,11,"WT","5xFAD","PS",682991.69988,645269.76568,596909.79698,588805.95838,346841.65778,214277.51218,196284.61278,150721.58768,210568.71658,207410.53448,229658.61328,280130.58008,259946.50128,217098.33488,290984.33678,153368.70838,251650.65428,161030.33018,86988.30628,75082.42578,83150.54688,155753.38958,34620.30252,369976.405061818,183198.555852727
"[TG(54:1)]_FA18:0",-0.363073628,8.863316101,1.228602777,0.267678937,0.641776325,11,11,"WT","5xFAD","TAG",999505.04618,617279.11928,885580.33208,619703.12598,653516.06238,399509.05088,202358.65158,118628.24748,219398.63568,338151.50028,429360.07188,334538.70108,244150.97728,194121.67388,292280.47358,150188.07288,280479.77698,159605.55028,63370.76388,68398.56458,63488.64438,229712.29358,39857.92282,498453.622152727,189121.408398182
"CE(17:1) | 16:1 Campesteryl ester",0.365655878,10.64962575,1.227249116,0.267942687,0.641776325,11,11,"WT","5xFAD","CE",3323341.69589,2875593.83989,2667815.70889,1189566.80289,880069.77689,1507126.79589,1183870.25689,886378.06559,1555305.97189,1332395.55489,1823574.38089,143988.38929,119282.12619,68517.84579,129150.39129,64353.56449,127865.42829,65739.00579,11253.26048,11336.58066,3269.36017,101374.90769,46294.68311,1747730.80459,76920.9872845455
"SM(d18:0/14:0)",-0.361736596,8.087112213,1.219547431,0.269449487,0.644354444,11,11,"WT","5xFAD","SM",477891.19367,500381.03397,444547.65497,481645.37037,267314.73627,196392.34057,151253.16667,11942.38058,185156.41347,180359.03177,232332.29277,207368.17327,197095.99487,154082.77177,200503.77677,111845.86897,199327.21317,114839.30927,46456.42376,56985.28274,42507.00285,153412.75197,30029.44193,284474.146825455,134947.688128182
"LPS(22:6) | PS(22:6)_2",0.363481622,7.359073631,1.212739871,0.270790176,0.645498237,11,11,"WT","5xFAD","PS",164427.4915,123024.0899,126295.7693,158081.5939,89019.4439,60436.1469,48654.0657,38918.28315,68557.0063,85844.6281,104568.168,183491.9949,201023.0124,141043.6286,188402.7738,99028.9871,161725.2122,104550.1695,28196.74271,29448.28296,19953.56226,134235.6506,55254.9035,97075.1533318182,117372.728820909
"PG(34:1)",0.363686481,8.248884504,1.214127037,0.27051631,0.645498237,11,11,"WT","5xFAD","PG",524950.13314,269897.37704,385597.16484,290144.09804,272568.71494,216919.49574,155831.70974,137400.34994,188948.63674,295649.12204,295270.77904,53440.52246,466438.98324,377256.76474,402142.61214,242628.59244,339075.40834,239593.77754,110945.14714,113663.64934,127151.48984,150373.13194,40589.68286,275743.416476364,238428.189014545
"PE(32:3)",-0.360256137,7.542950035,1.209553379,0.271420592,0.645972379,11,11,"WT","5xFAD","PE",300379.12303,401214.68833,44603.62298,377496.48603,185277.63533,14250.66109,125170.41033,135814.11313,129466.82933,0,37767.92298,343655.84993,928215.11473,832639.08243,907400.43493,539746.72653,806422.77053,537032.82833,283313.69493,305364.44313,349115.34323,344239.48163,38328.24257,159221.953869091,561558.706393636
"[TG(54:6)]_FA20:0",-0.358188859,7.306006809,1.195692283,0.274184355,0.649452499,11,11,"WT","5xFAD","TAG",288410.64439,278906.99669,240969.21879,303363.44229,158170.03179,87901.86559,68182.30516,64820.68504,91178.88629,91282.30559,141504.56829,75471.68501,477920.80039,372271.92159,422810.13299,262439.17949,353535.66839,258164.87639,136704.51129,130650.41109,147753.83059,158559.55049,16815.44121,164971.904537273,254207.506155455
"22:3 Campesteryl ester",0.361041219,9.267128072,1.196654336,0.273991396,0.649452499,11,11,"WT","5xFAD","CE",1411169.86519,865174.50099,1190143.17119,372614.98789,326721.54559,527551.19589,463148.51439,318461.56329,563247.83839,546379.34079,686350.66429,299756.73969,288436.02569,199303.73529,270776.89699,197102.35719,228393.39589,441563.16699,175410.93359,150762.84989,127239.89029,232955.31549,25816.88181,660996.653444545,237427.391544545
"PG(O-40:0)",0.361416996,8.746012232,1.199124658,0.273496701,0.649452499,11,11,"WT","5xFAD","PG",774063.46034,328609.42434,636747.42514,354140.92274,487649.78214,341050.10054,299982.49564,197208.41484,277120.88554,400228.28444,466937.77994,422925.93494,377460.68994,263725.10014,381136.26684,266960.90184,326877.74374,369570.34544,260144.59824,225171.15494,199842.59264,452249.23884,38899.14246,414885.361421818,322369.50614
"[TG(56:2)]_FA18:2",-0.357017495,9.50481365,1.187916829,0.27575016,0.649719974,11,11,"WT","5xFAD","TAG",1416427.64316,1532170.52616,1088166.09616,1539660.21916,751090.35596,502947.19996,393498.30996,282363.05596,541265.60686,468692.86596,768828.32336,131595.87066,130591.58956,90825.48716,27610.08161,20655.94113,112227.48786,20029.14155,50147.12326,44318.52301,8856.38065,23976.44202,25449.98184,844100.927514545,60075.8244063636
"LPG(22:0) | PG(22:0)_2",0.359504765,7.490985216,1.186516557,0.276033336,0.649719974,11,11,"WT","5xFAD","PG",220430.69741,113493.58871,127385.64991,148029.73011,81851.76591,68323.72481,56543.68421,47795.64391,73176.10411,58935.98401,84217.50601,88277.24681,66892.24531,41982.82381,0,0,76083.08571,0,1868.22177,1369.42017,0,0,66089.62439,98198.5526463636,25133.9130527273
"LPI(14:0) | PI(14:0)",0.360017401,2.074573468,1.187743627,0.275785166,0.649719974,11,11,"WT","5xFAD","PI",1363.400097,2188.040123,1804.900147,8528.280598,1663.300099,1062.060093,1593.04015,1686.980091,2329.180184,1043.100033,634.500035,1587751.165888,850706.136188,667561.867988,863169.920088,520867.322588,748361.469488,586606.006588,306723.520088,337246.582988,304987.121388,817663.962188,1583.740112,2172.43469545455,690149.552315273
"LPI(22:4) | PI(22:4)",-0.357007847,7.531389821,1.187816642,0.275770408,0.649719974,11,11,"WT","5xFAD","PI",76388.30259,524339.73248,399014.17428,487374.30418,36167.62226,26412.7418,170961.25178,159709.81028,185579.65358,17108.20145,28516.24229,0,0,0,0,0,0,0,0,0,0,0,18227.84112,191961.09427,0
"PG(40:7)",0.35901378,8.782773831,1.183330521,0.276679009,0.650217389,11,11,"WT","5xFAD","PG",797898.35837,337115.82197,668376.70007,368947.14227,504823.52277,362775.81047,304942.30487,205202.67067,298394.47907,417625.25427,469714.65967,551732.69697,559324.94037,387225.70567,533502.88657,345715.66247,490832.85497,499411.44787,364586.04257,319599.90557,249653.27837,698938.60707,36716.14273,430528.793133636,454593.093497273
"PE(42:1)",-0.355847871,7.870646327,1.180110434,0.277333514,0.650733967,11,11,"WT","5xFAD","PE",544910.67812,418418.94052,210123.61232,435620.93072,263667.85652,37776.12354,204967.47392,174059.77362,203135.63382,76412.50602,36410.30309,414632.07092,377867.48062,299689.52342,104628.42892,46549.60321,341848.08512,41730.82318,208548.57112,181700.01072,45562.08328,87610.36612,25574.30188,236863.984746364,195487.91333
"LPI(12:0) | PI(12:0)_2",-0.354270831,10.07412594,1.169690668,0.279464809,0.653912161,11,11,"WT","5xFAD","PI",1941470.63975,2369518.89275,1862178.88775,2648762.95575,848556.14515,523914.32335,670409.78465,505687.77155,1354913.37175,419917.51535,1046200.20975,223936.21385,228498.45765,176837.51225,241642.59465,129589.36855,215205.85445,147836.69065,68330.22474,63497.26459,71239.18574,151885.33245,18575.88125,1290139.13614091,156227.154506364
"LPI(15:0) | PI(O-16:0)",0.356850784,13.22092329,1.169219622,0.279561645,0.653912161,11,11,"WT","5xFAD","PI",9316403.7969,11054345.4819,12798503.1819,25359536.5519,6544140.8599,6021536.1999,11417885.8219,7295496.3569,12070453.2419,5360861.7159,6509354.9859,206480.8152,704813.4468,641178.8603,688564.1359,368136.9837,587310.0731,366063.2858,158050.7774,179993.4574,206634.3358,219367.6335,117070.5481,10340774.3813545,393326.709536364
"[TG(50:1)]_FA18:0",-0.352634386,8.900792128,1.158886575,0.281696575,0.65787796,11,11,"WT","5xFAD","TAG",842205.40017,811475.03957,680249.80667,987823.30607,450357.70987,298470.88137,232729.49687,151709.49297,240681.30977,295647.27797,376053.53347,134973.68477,701111.11757,660798.18357,751236.13987,400295.27137,732123.90587,375108.66427,194522.41317,246005.73667,253942.13897,271588.53707,57626.36493,487945.750433636,429245.981197273
"[TG(60:8)]_FA20:0",-0.352076356,7.949909627,1.155202264,0.282462776,0.658223285,11,11,"WT","5xFAD","TAG",607047.71377,316140.92087,477799.63497,388086.10857,267780.16047,147952.39317,109585.98877,86829.58617,190835.39777,155951.22917,221105.63107,1665609.67557,834845.43797,652509.62797,867779.05277,487875.32187,735813.95187,585172.96427,291089.20097,320755.80647,299888.16697,816419.80567,20065.96143,269919.52407,687069.001124545
"17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester",0.354499122,10.49411758,1.153949861,0.282723829,0.658223285,11,11,"WT","5xFAD","CE",3233815.1331,2252080.3921,2750630.4261,897774.8544,787131.9499,1434156.7881,1081833.7341,812657.053,1306327.7141,1296780.4101,1446655.0491,0,0,0,0,0,0,0,0,0,0,0,40736.1029,1572713.04582727,0
"[TG(56:6)]_FA18:2",0.353952858,9.632100335,1.150413899,0.283462523,0.658918318,11,11,"WT","5xFAD","TAG",1348894.16353,970132.08023,1221574.82153,739049.92453,924887.94263,917171.44633,516163.61523,297932.92183,299967.78433,1101951.35953,1027623.14253,210632.11643,169295.77093,121494.28813,192201.23153,109473.46843,183428.57293,112858.76803,48947.46276,54425.32424,39583.96296,149198.55253,19952.04147,851395.382020909,126503.592627273
"[TG(58:5)]_FA20:4",-0.35088345,8.424752317,1.147387074,0.284096795,0.659368841,11,11,"WT","5xFAD","TAG",866552.3674,417450.3445,710779.2759,524712.2745,417705.6498,230744.7963,164176.7687,120550.5904,283157.3567,234907.9974,319562.9818,289855.2621,308315.6612,247271.4749,282715.0155,151085.4694,273003.7832,185612.3136,93204.6679,82336.3062,86478.2655,211448.296,17934.2412,390027.3094,201029.683227273
"[TG(58:1)]_FA20:0",-0.350112321,8.284530994,1.142340994,0.285158207,0.659786454,11,11,"WT","5xFAD","TAG",796502.83827,368578.70377,641955.21647,484385.48327,376540.62717,196288.29117,147909.75037,112032.25017,261419.48317,210685.59607,301291.54137,0,0,0,0,0,0,0,0,0,0,0,16241.12103,354326.343751818,0
"PI(42:10)",-0.350300561,6.326499916,1.143492241,0.284915607,0.659786454,11,11,"WT","5xFAD","PI",79137.4059,170444.43213,156904.21273,177871.81363,43375.68269,23132.68183,54915.9439,49099.94358,63845.64474,22851.32184,31035.46208,59428.10474,209190.27333,229297.43813,219267.63403,40289.9029,222843.37383,176745.79283,157719.23013,135167.72943,141398.20993,39366.12314,10673.24067,79328.5950045455,148246.71022
"[TG(60:11)]_FA20:4",-0.349729872,8.195482735,1.13984189,0.285685739,0.659986963,11,11,"WT","5xFAD","TAG",697281.53513,391248.50943,576499.28143,484979.25483,329630.28383,180721.25373,129487.19113,104752.08723,239104.77883,196588.93473,279482.51503,472037.42983,456344.27583,305367.98033,419686.22753,302951.42083,381897.66413,407855.24923,300177.64153,274682.38063,205961.85413,548983.59533,18428.16127,328161.420484545,370540.519939091
"LPI(22:4) | PI(22:4)_2",-0.349158702,7.544095928,1.136099205,0.286478097,0.660797705,11,11,"WT","5xFAD","PI",77335.80672,531268.50592,399790.72802,503000.12062,39050.74314,23830.72223,173973.21672,170719.93182,187752.11102,18122.44179,34959.84199,568583.59852,435834.78082,438870.83912,96284.28772,133245.38972,424963.54702,63098.0648,254415.15732,220498.59682,125145.12762,145389.99042,16435.06118,196345.833635455,264211.761809091
"[TG(56:5)]_FA18:1",0.350238654,9.641967509,1.126541732,0.288514198,0.662814952,11,11,"WT","5xFAD","TAG",1354927.31658,962476.00908,1251439.86358,739510.84108,932048.82418,900045.99168,525467.53288,308661.31988,292434.76318,1114206.09358,1030430.55358,254785.01308,585022.46648,597213.54758,617478.40658,341975.98948,553111.09988,333373.48628,197439.01558,227068.27588,238129.03818,245224.09768,21030.58142,855604.46448,380983.676061818
"[TG(60:12)]_FA20:4",-0.347566601,8.00167891,1.125762902,0.288680927,0.662814952,11,11,"WT","5xFAD","TAG",630797.38463,323348.64763,478025.39993,397767.95293,274650.27593,153273.32913,118653.62963,87263.98533,187109.43343,153923.57093,224486.05823,358224.08343,304664.52043,228154.37713,311198.56083,220221.81343,278214.86253,288732.87813,152227.79063,189200.17503,125026.22973,537606.02043,23427.24167,275390.878884545,272133.755611818
"PS(O-20:0)",0.350249011,7.929537472,1.126577833,0.288506472,0.662814952,11,11,"WT","5xFAD","PS",190095.7345,69998.1853,140369.4081,117528.5076,53021.2414,41168.1195,9838.69769999999,0,43237.542,16064.4192,62815.2211,30841.7006,36992.3802,0,39951.441,0,19053.1795,0,0,0,0,492.538499999995,133555.9911,67648.8251272727,11575.5672545455
"[TG(52:6)]_FA18:2",-0.346255551,7.492290095,1.117258639,0.290509506,0.665991931,11,11,"WT","5xFAD","TAG",320475.80339,236380.15989,245985.21679,276346.10029,130587.00929,63449.44469,44611.6638,47923.06459,76194.52349,70043.64399,107453.54669,132556.36969,140314.77109,83962.54499,123502.66759,64038.10429,112738.01089,62631.92479,13489.0207,16185.54222,1993.06005,107401.46799,45029.16341,147222.743354545,78073.9531172727
"[TG(52:5)]_FA20:4",-0.344728329,8.243224165,1.107433552,0.292640518,0.669851462,11,11,"WT","5xFAD","TAG",568666.01248,478319.53758,442936.39318,678621.51318,300373.02038,193102.19438,128076.74978,116268.32768,202918.77358,195308.17038,249955.49948,186317.49538,934898.77058,829084.40818,878896.71458,561003.80528,816104.84898,529257.49708,278991.32228,304105.26608,348951.54578,339147.60948,27916.36182,323140.562916364,546069.025789091
"[TG(60:6)]_FA20:0",-0.343908262,8.190059916,1.102163149,0.293791873,0.670436637,11,11,"WT","5xFAD","TAG",646130.1204,367048.8028,521573.656,435088.6201,326652.7818,162123.2314,114878.6072,87929.9478,201497.5946,168797.1513,256701.376,339061.9015,248297.019,200339.7518,306797.18,156857.0511,286646.8614,169287.9895,72927.2644,71485.6858,68028.9249,241999.555,35015.7627,298947.444490909,196520.834945455
"[TG(60:6)]_FA20:4",-0.344078332,7.858197135,1.103249014,0.293554186,0.670436637,11,11,"WT","5xFAD","TAG",617235.15144,322228.64504,417855.92584,399111.33984,214679.07724,189624.47594,125173.44834,80222.88651,166216.83524,125763.54974,186193.95314,55090.6248,110029.26654,92741.36574,104167.00654,29031.90234,101986.56664,101117.44714,70328.42471,62462.42446,68117.26455,23376.28188,16491.90116,258573.208028182,74404.41594
"[TG(58:9)]_FA18:1",-0.33957093,7.40027814,1.074484101,0.299934786,0.677354117,11,11,"WT","5xFAD","TAG",426012.50773,186595.93303,309236.30403,231772.37813,154070.40843,87213.96803,65439.54474,51774.38373,93493.30693,106223.22873,128759.29003,489320.50853,501676.23803,417106.21673,212497.89953,156647.13043,459166.52243,142033.73103,247696.27633,227140.75853,113374.66923,137151.73103,24678.68167,167326.477594545,282164.698348182
"[TG(60:10)]_FA20:4",-0.33953401,8.244351904,1.074270608,0.299982805,0.677354117,11,11,"WT","5xFAD","TAG",682389.35642,386435.62632,551119.70182,462752.79772,335323.16812,169300.75352,124767.47002,91683.80802,209249.97282,182008.37352,286629.61932,22517.0618,119900.76622,107235.94862,134267.23022,7495.32014,135031.00822,107232.18782,70623.78532,59714.50433,61908.86474,35044.12219,32881.56238,316514.604329091,78270.0726927273
"[TG(60:7)]_FA18:2",-0.340543875,6.66959677,1.080626678,0.298557406,0.677354117,11,11,"WT","5xFAD","TAG",220528.03733,122275.86983,167629.47373,142466.22963,95036.62613,46516.04318,35716.12326,27231.56194,54609.4236,54599.00247,74868.54556,287269.83933,248251.51693,194484.77123,269105.71893,181274.77343,218364.39363,248048.23713,178113.21313,169943.45313,139849.82913,285189.95743,18330.28137,94679.7215145455,219990.518493636
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",-0.340308693,6.073732437,1.079087778,0.298901716,0.677354117,11,11,"WT","5xFAD","Cer",71301.98504,99099.60708,76445.245,90772.18688,105682.26518,31653.6626,13326.8808,26605.76162,20860.64172,31637.20188,50892.78329,1847609.24198,2487683.34998,2175906.69398,3055130.30098,2440100.33598,3687302.82098,2738875.14898,1787223.48098,2493109.42098,1951127.47698,2444796.87298,14161.92102,56207.1110081818,2464442.28588909
"LPE(20:4)",0.341968948,7.596263011,1.074236398,0.299990501,0.677354117,11,11,"WT","5xFAD","PE",159433.029,114712.2458,5463.7403,109908.5485,64416.3639,0,48280.9037,47380.2631,65317.9032,0,0,653207.6059,599873.0241,488826.734,561772.2001,422875.8083,545102.6338,334061.0008,120121.3695,138086.7897,214175.575,441465.744,105054.5875,55901.1815909091,410869.862290909
"PG(O-42:6)",-0.339747645,8.378797301,1.075625837,0.299678151,0.677354117,11,11,"WT","5xFAD","PG",767982.85261,335055.12441,607542.03281,492889.47121,235735.97111,123632.34891,128438.66981,67731.80471,226432.27851,153472.19001,221639.31881,309011.13931,403780.34681,269272.69741,356943.79381,188106.63421,311870.08331,216743.19501,77233.12611,80098.24521,88270.88451,221057.97521,65133.86469,305504.732991818,229308.010991818
"PS(O-38:4)",0.34265027,7.999268398,1.078515272,0.299029937,0.677354117,11,11,"WT","5xFAD","PS",385189.8639,288306.1196,306064.6215,211732.1351,197438.152,119291.2894,114135.5304,197573.5139,140335.3085,176695.1334,194633.7136,1060078.5749,1383581.3449,1073084.4619,667151.797,537421.9826,1503842.3179,439129.8362,692446.5032,609021.3059,316084.5872,462898.2267,45116.3031,211945.034663636,794976.448945455
"[TG(48:3)]_FA18:2",-0.338196374,8.379450686,1.065814461,0.301892777,0.67959923,11,11,"WT","5xFAD","TAG",564409.50535,548213.25545,499749.47285,796547.29295,332432.54345,222179.83895,128627.68835,141997.73055,241752.39845,227603.93855,267823.72015,214984.81495,164498.43185,131267.34875,47849.54265,27683.9819,177232.11155,69330.82516,142767.10955,137715.14665,48021.80305,96965.92785,26126.90195,361030.671368182,114392.458537273
"LPC(10:0)",0.340662817,6.426367078,1.066040348,0.301841553,0.67959923,11,11,"WT","5xFAD","PC",58502.52426,45170.4227,41373.88303,45872.2634,28706.04282,24743.66202,14725.62119,0,25191.20163,16558.7211,28822.30209,230363.73376,228383.71906,163196.65306,223111.89816,138224.70686,199082.51216,214225.19616,140882.62736,131357.64956,128834.37086,217176.29586,44484.48294,29969.6949309091,183167.214805455
"[TG(58:7)]_FA18:1",-0.337801033,8.017852373,1.063314294,0.302460487,0.679854878,11,11,"WT","5xFAD","TAG",578837.81479,323065.12249,471086.94509,335560.34889,323654.62249,154626.55109,104766.48719,77905.60439,136023.62909,181123.04919,240292.35779,1031229.80059,845650.90719,658138.06589,973326.11959,608792.85629,938451.86569,895188.63919,684878.81059,528898.49569,442455.88939,1190279.62259,29581.84241,266085.684771818,799753.733880909
"16:0 Campesteryl ester | CE(17:0)_2",0.339575501,10.78502194,1.059382494,0.303356066,0.680845623,11,11,"WT","5xFAD","CE",3748360.80445,3176486.44545,3052944.11645,1225393.83645,1039680.53245,1681757.14945,1296595.19045,960144.72365,1712934.88045,1511954.50445,1995040.73845,262382.67795,184342.79055,133714.51065,228308.63675,103435.90705,203696.03635,117793.62855,43482.82398,46459.10377,41838.542,174639.51345,37469.84255,1945572.08383182,140008.561004545
"[TG(52:4)]_FA18:2",-0.33637281,8.819888048,1.054342276,0.304509137,0.681390401,11,11,"WT","5xFAD","TAG",705449.31172,861788.57772,529620.05192,893439.88222,421976.85032,271723.85502,181412.18992,138942.78812,217353.21812,263858.19832,350792.84202,1748818.94822,2390350.24922,2101482.81322,2940270.54522,2368456.30922,3624248.40922,2668659.60522,1688929.91422,2389984.08122,1871221.73922,2371690.18222,66437.64478,439668.887765455,2378555.70876545
"[TG(54:6)]_FA18:1",-0.336499843,7.15252348,1.05510423,0.304334459,0.681390401,11,11,"WT","5xFAD","TAG",311015.2825,254285.8176,235402.6372,210733.1343,122880.9488,78912.50629,54766.58344,70081.92624,72624.60538,85634.6477,114528.7481,776173.5383,818097.0554,648792.2089,742985.2766,473914.6639,711972.8947,500658.5547,271045.5756,250672.6204,229580.4183,632448.6835,16503.9812,146442.439777273,550576.499118182
"[TG(58:8)]_FA18:2",-0.334253171,8.002301584,1.041067579,0.307573311,0.682110134,11,11,"WT","5xFAD","TAG",555762.75533,323228.90643,471890.81573,333096.02423,324580.01923,155863.64723,101117.50733,81431.92803,132465.28663,187970.67143,229285.91713,137564.92803,131563.74833,88858.80603,140523.38963,80539.22563,125530.88793,79412.94603,24004.1021,30337.50281,20074.32094,108551.72853,28701.80197,263335.770793636,87905.5987263636
"[TG(60:6)]_FA18:2",-0.333326022,6.488250564,1.035237723,0.308931644,0.682110134,11,11,"WT","5xFAD","TAG",198042.47364,108812.68754,139392.40864,130080.10984,83348.56692,40782.60313,34234.58224,27169.60245,47116.72316,44206.20227,65806.52371,341422.14544,338913.81974,233789.97744,307877.89884,201887.85454,298396.27894,208107.59204,95310.70714,107472.20544,82635.30566,267351.64064,16047.32126,83544.7712309091,225742.311441818
"1-O-carboceroyl-Cer(d18:1/18:0)",0.336555174,2.974903045,1.039522701,0.307932505,0.682110134,11,11,"WT","5xFAD","Cer",2735.780204,5406.920526,975.720096,1051.080173,1513.400116,130.22002,0,0,693.840103,0,0,406.240016,0,0,0,918.620079,0,558.360076,0,0,0,0,5040.740334,1136.99647618182,171.201833727273
"Cer(d18:1/24:0)",0.337684988,3.070035619,1.046704998,0.306267178,0.682110134,11,11,"WT","5xFAD","Cer",6316.860516,9632.000489,3806.880299,3857.380326,3932.200207,3030.200253,1008.540066,1421.400093,2648.060181,2183.640118,3700.280236,2205.24017,1535.660099,1300.340084,1562.600102,3358.340264,1181.500054,3762.760231,260.380005,721.720066,288.84002,2132.940167,3578.920261,3776.13116218182,1664.57466018182
"LPS(12:0) | PS(12:0)",0.336030543,6.13281096,1.037401142,0.308426669,0.682110134,11,11,"WT","5xFAD","PS",83681.56561,105702.68781,54919.22304,61780.2251,18264.521,41080.24298,21764.54252,36340.38311,40669.80319,16569.74171,35800.16315,316187.95731,843087.90011,769634.22791,820728.32231,482327.48551,753222.01771,493188.08761,292074.89841,287155.14451,316450.94331,334672.82241,20402.84119,46961.1908381818,518975.43701
"PC(O-32:1)",0.337427268,10.17544392,1.046095821,0.306407971,0.682110134,11,11,"WT","5xFAD","PC",1970804.49705,1602774.40305,1990599.02405,1389814.70905,902532.75595,1338316.41405,1007918.13105,276024.00175,732199.76195,1434422.51905,1258795.50105,203226.35495,202924.67285,163789.09225,198799.47235,155270.89155,187508.19355,186296.33425,149734.39085,130417.26825,141223.41065,176073.37265,28064.72195,1264018.33800455,172296.67765
"PS(22:7)",0.335929493,7.426522225,1.036843075,0.308556828,0.682110134,11,11,"WT","5xFAD","PS",180305.61228,127697.75088,150393.51058,157764.85108,95277.90788,69827.82548,62913.22498,47707.38368,76010.76688,64319.70488,102495.06698,389786.57308,274401.05618,187313.31298,283601.17638,228878.57848,235950.31348,275223.66148,180743.05518,178506.85368,126956.86788,406118.90598,57104.58362,103155.782325455,251589.123161818
