Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5,Blank-1x
PS(32:4),83025.26508,75056.5058,129974.0471,91656.52689,87140.96625,124330.3487,210259.5148,217886.1365,164564.7719,170572.9314,106539.9879,36274.12268
PS(O-40:3),146729.9324,139383.5868,116699.787,149514.9315,155291.9327,197122.1336,354779.1684,216958.3575,265580.5775,248460.7768,197269.6146,39465.80273
[TG(52:0)]_FA18:2,83813.18619,67873.50366,67243.62531,89755.06662,89276.42682,113236.8685,266413.2206,170024.8921,214794.215,197580.4126,130969.6496,21737.60126
[TG(60:10)]_FA18:2,81629.74617,67795.32477,55324.52357,79197.98608,74607.34637,99937.36761,246816.498,154392.851,182528.3511,175755.1504,118256.2285,18787.26131
PE(16:0),54350.02493,92984.048,76535.14453,105066.0465,46559.02309,93424.44887,224108.2736,199855.3325,138232.9117,204814.9956,137370.3099,28360.62215
[TG(52:0)]_FA20:4,722695.8061,464293.9607,304060.8637,575466.6815,537857.0345,805603.7783,1558128.782,1327346.93,941246.5699,1747705.662,823984.9394,13763.28091
[TG(52:1)]_FA18:2,110830.0281,94366.72577,96186.68695,115518.6667,118732.8285,148646.8097,292699.5237,278645.378,260905.7175,323735.9825,158081.6118,30947.90233
PS(38:8),418373.3298,367434.6478,291282.5997,436695.9041,516553.7371,558277.6047,1080768.011,429801.1501,943372.3804,524194.5191,650154.6641,45748.10321
lanosteryl palmitoleate | 18:2 Campesteryl ester,1801950.077,1398137.056,1040045.292,1760950.806,1733416.324,2270119.747,4615883.839,3285684.25,3915612.795,1329910.518,1324763.406,39470.20304
[TG(58:3)]_FA18:1,200192.0959,136685.6111,97656.34573,149759.1718,138860.2287,209462.3331,550167.5982,316183.5781,342710.4073,379208.6452,203992.5345,21752.22144
PE(36:5),25671.76167,83148.86682,148691.1511,88510.90643,21646.76137,37135.28284,173426.572,186465.3942,41757.04318,138430.5298,96389.92712,21844.9017
PI(O-34:4) | PI(P-34:3),54230.2628,90820.04718,136406.1494,110778.5257,28784.36213,28952.06197,56287.56429,225008.5414,191610.9933,195683.0354,37971.04257,11936.74081
PS(40:4),196424.474,182990.8743,164770.1505,179814.2321,280534.7185,302293.3607,507402.2329,295567.6631,402866.5457,288202.1415,335807.0255,37970.9425
[TG(48:0)]_FA16:0,380847.3865,337066.8044,271410.6829,342498.4617,391464.6902,453416.229,917678.0117,869541.2158,706097.6682,1071141.374,564843.406,112665.7272
[TG(52:4)]_FA16:0,679283.6914,409523.3525,234163.975,268438.9775,830015.6134,642318.9505,1096040.484,871224.1517,1051002.689,660016.6449,621990.6533,22979.70151
18:1 Campesteryl ester,1789755.374,1402191.496,1003764.115,1727128.37,1691380.422,2229231.388,4457279.875,3204196.69,3735554.522,1552476.316,1317252.875,44848.22305
Cer(d18:1/18:1(9Z)),37886.30275,13049.70087,12179.46087,19371.0814,14419.901,26044.20152,27100.68196,24061.48174,19478.68138,44383.58298,45685.64278,3572.060253
LPC(20:2),180982.0329,152408.3705,29297.26231,196059.3314,177775.9721,243812.1964,423677.3961,394723.1385,358232.5463,382511.0475,228813.2555,29503.84222
LPG(20:0),89187.28528,83670.88434,73487.24573,101119.9066,94710.66663,107433.3281,215284.5757,148494.31,161433.23,162807.8729,105333.8668,46651.60358
LPS(20:0) | PS(20:0),117440.3278,115016.5482,94871.48596,138285.089,120453.3507,151618.0701,271744.6,189378.5332,216125.0181,230253.3974,147667.6499,64617.00415
PE(22:0),31356.54224,66914.06531,62884.54437,78893.58554,28090.30211,35589.14261,118831.3292,92084.86633,44729.80378,103401.7878,85648.50616,19979.76128
PE(26:0),47839.34346,94558.04672,82221.28619,123099.1887,42871.48374,59868.94473,252707.076,185531.1329,93571.86768,211026.4568,139727.3091,23551.04169
PE(O-34:0),35914.78273,126029.9077,130599.9301,131764.7904,28991.80189,45702.60323,303738.5034,229419.4769,53378.24371,262832.0801,165907.9891,23027.62172
PI(38:8),74956.16515,128472.4706,136083.7308,187996.0521,40265.92285,80599.0856,192060.1965,294708.4418,421759.8737,302378.4443,94611.96796,18501.20138
PI(P-32:1),30181.1823,88629.40631,92051.92712,110710.3089,25447.4818,36331.28276,70936.16512,207840.052,217003.9143,249108.8769,42517.56282,20496.12135
PS(38:6),275267.9199,234426.2369,193032.8516,310812.5851,338784.1416,391098.3439,738170.0814,352648.4033,580733.7279,412870.8718,386126.2345,48020.20313
PE(32:4),29418.06201,67217.34406,131766.1308,76972.9458,16286.70119,29134.74207,138258.6917,179138.9537,32435.14273,116635.5691,85344.60645,20984.22145
PE(42:10),148493.7936,261885.9413,232001.779,265427.1752,101006.928,122719.3471,587574.4409,553588.6726,231936.3375,514428.4406,349807.7053,23468.82185
LPG(20:4) | PG(20:4)_2,81094.36508,70347.92438,63209.84439,93094.78696,79474.58429,101478.4077,190987.7127,127780.8891,143968.2679,151266.43,91680.52594,34791.30231
PG(O-36:0),214524.6552,191700.5143,159995.6506,233857.9123,248074.0791,321193.1053,511009.7139,332836.8056,404045.9362,382037.5841,305247.1838,37579.24277
PS(O-34:1),150711.991,129754.7078,185069.6965,169077.3338,180986.7515,203350.9947,367477.2453,309442.8021,302656.3414,296533.7621,209961.7767,37481.50232
PE(O-30:0),93459.3082,158719.0702,149746.8909,196008.8347,67045.54243,87099.66765,279784.4581,235335.3732,103133.0274,248700.4987,226093.2573,29022.20212
PG(30:0),157969.3292,147883.5498,168495.6698,185802.1342,164216.532,219530.3572,406821.0477,294928.5414,301258.5822,306692.3623,209436.1772,65191.0249
LPE(17:2),103294.7464,185591.1344,147427.5505,210750.3555,83981.28787,109800.9895,421022.8892,333664.152,253288.8536,371895.5458,254890.8971,52252.42401
Cer(d14:1(4E)/24:0(2OH)),99724.48776,56710.30426,68637.68504,66586.04413,84162.36651,115475.8086,155743.652,177234.4914,148247.4714,182497.2507,212505.5137,23699.42155
[TG(58:4)]_FA18:1,82708.02643,64169.48418,82280.94536,81383.10608,80202.64594,108402.907,238255.298,211395.915,179170.1922,197098.553,127480.3693,18220.36118
PG(36:5),94231.44592,84510.82666,144924.0509,118421.5889,100894.9067,133180.1887,278640.2427,215104.416,209919.2737,173601.152,131451.8102,36031.72266
PS(34:0),181817.5929,173396.3726,170787.2319,206502.7947,247166.0392,310163.9821,426845.6676,355362.3844,345704.4845,412705.8486,289278.3588,58384.76434
PE(32:1),34478.36219,103650.3494,105336.9882,141764.3711,25773.06169,46264.60306,268484.0775,207612.4751,53710.80351,235301.7369,144316.2897,17316.44125
PI(44:3),22743.58131,37277.42236,36853.04286,52626.98384,16914.68132,25901.74193,48923.26334,91771.90561,108569.4287,103196.5678,27467.88189,8708.520626
[TG(60:10)]_FA20:0,103077.4087,79691.92607,65799.16499,112211.4867,98742.86775,127438.2294,286411.3229,198435.9343,226210.1172,224488.6761,159213.7497,16620.70114
LPS(17:1) | PS(P-18:0)_2,215716.5377,196409.173,147457.0705,354985.8276,240765.6191,327074.7209,818628.8738,374122.6661,717105.4828,539419.5761,340895.064,47759.1236
[TG(52:5)]_FA16:1,653691.6342,392724.7179,226120.1545,264659.1331,805392.999,622266.71,1111556.204,818671.0784,1030446.743,639360.954,605570.6266,21889.50146
[TG(54:7)]_FA18:2,70212.84335,60648.70462,87652.80649,77888.98694,79708.92551,101007.527,239772.1181,194051.4543,187993.8138,181283.854,116639.6866,21077.3616
LPE(22:6),35077.42287,82277.34595,65142.70447,87528.06555,33381.66266,49729.24295,138611.0701,117152.9678,59807.00459,120510.3093,87368.70624,26118.66202
LPG(20:4) | PG(20:4),82523.10651,70187.74527,59784.9444,95676.18582,78107.2056,100217.9279,191271.5172,130736.8098,135464.0703,152710.151,94506.94641,35032.64267
LPI(22:0) | PI(22:0),110484.2495,295802.269,228583.0568,339638.7043,74946.66577,128584.8094,314231.1603,525129.6073,569574.5068,766832.8445,174812.9911,53458.08359
PI(42:6),40412.92238,67378.2847,64737.46503,92784.34543,27408.22248,38701.64325,89539.2061,150579.2291,185374.9346,173559.1949,55070.96409,12389.46094
PS(P-40:2),140644.2514,130377.2092,108303.0679,149323.4498,159031.1527,195140.6522,348320.8257,206872.4557,276337.7576,240962.5578,194702.9951,39613.46295
PS(36:5),111021.9681,109479.5276,152023.1917,136527.629,126779.2687,160375.7532,316541.9606,237507.534,259684.4613,212443.5758,156305.1924,40359.06308
[TG(50:2)]_FA18:2,111151.2488,90627.36572,109840.5274,110836.7285,109812.5874,152543.0922,290600.6804,284026.0586,244148.4594,307166.1433,169754.0894,27040.36188
[TG(54:4)]_FA20:4,267420.483,243116.0386,194626.3147,269221.9578,288065.4001,434468.1122,669200.5449,597639.1799,523628.3792,936258.673,418100.3489,96980.80786
Cer(d18:2/18:1),9774.120552,6963.340508,7035.760456,10923.44067,9306.180748,11162.14077,18793.30154,13301.18102,13093.24091,14180.90098,17195.24151,3670.640255
LPC(20:3),172377.5944,145762.0085,27686.20169,185334.6718,173525.9711,235485.0761,401485.7853,365020.5019,345323.0259,365810.0057,216933.836,27583.96194
LPG(17:1) | PG(P-18:0),141708.8525,117145.1089,94360.66711,237167.5394,158098.0118,209413.9935,563654.7373,229579.3385,458173.5801,332439.2818,217316.9375,38608.14288
[TG(50:2)]_FA16:1,290130.2996,278228.5994,196768.1533,243941.9366,307806.3801,381614.8879,664674.6394,624369.5264,568237.02,870429.4193,433694.6248,95947.7085
[TG(52:2)]_FA18:1,416645.134,261054.1233,204101.696,298514.7434,416133.7341,412832.7521,864127.7188,784825.9756,714378.8098,818677.7401,531918.1388,75429.28577
PI(44:10),21395.68166,44396.42307,51451.40405,53802.22356,23720.82182,28541.96233,58765.24394,118573.087,113145.3093,116815.2076,36707.5229,10810.8208
PS(24:0),186873.9149,168166.7719,146230.171,199849.9723,187301.0916,232879.7737,389364.7535,304093.8818,347466.9891,346062.7841,233271.4568,80961.62549
PE(22:1),47267.20351,99432.72656,76012.6059,123072.8279,44169.2037,57927.92433,274688.1191,150407.3114,116931.8697,190250.8288,136121.111,38649.1428
PE(O-40:6),608879.7154,1609570.983,1675045.047,1523748.984,228693.6541,512235.3914,2224111.832,2050167.092,889447.5991,2076326.52,2051405.353,74024.04533
[TG(56:4)]_FA16:0,331525.3779,212375.5359,135323.9688,230481.5368,305661.7203,363477.5467,519022.8804,414143.1448,449235.4943,387801.1617,419993.9148,18593.1413
[TG(54:6)]_FA18:0,143828.2726,111300.1461,116057.3092,124384.529,171721.6906,190719.0508,391197.1702,346602.8881,311813.4004,333432.4043,217853.0782,21343.4214
"Cer(d14:2(4E,6E)/16:0)",40161.52311,24077.54145,27265.28181,27359.98207,37538.1026,76736.0661,68049.64465,78611.48568,73109.96496,78512.24536,100248.8867,12206.18082
LPE(18:2),72489.28513,120017.429,100417.3657,155534.1318,60526.64444,75823.44453,301786.4617,232235.4561,145479.9132,268081.7803,173737.2733,24069.14197
PC(46:2),54077.98445,45341.56332,11178.34068,51189.78353,49182.22406,63275.90479,110996.6881,106172.6465,94798.20676,108117.2068,71774.10452,11063.86072
PC(O-44:4),118748.0471,94160.66611,16737.52113,90016.34512,118781.0483,132336.4696,189036.2943,142728.7498,179171.7125,132903.9507,140317.7103,15460.46112
PE(18:1),123257.1082,257373.6604,149911.7319,211607.5533,106747.4049,176329.7525,379649.7268,199371.3119,246691.8579,258224.5975,367694.8892,31340.66187
PE(42:9),65937.22539,196401.5931,189927.6948,197528.1721,84698.10675,85748.70603,442925.4039,377717.4047,180686.7533,349980.3246,263989.8787,24432.66175
PE(44:1),29846.00204,64603.98428,66600.0249,72017.08542,25283.08214,31073.68233,191650.1934,116989.4884,54735.38348,122001.0484,88873.20551,20953.92161
PE(O-34:2),48353.80314,159914.2729,130045.2508,164369.5308,39302.76285,60004.5049,306709.7254,223371.9346,92289.2878,230832.4753,283577.1211,26248.90181
PE(O-40:0),52909.68379,166915.9303,171079.7909,200168.8389,50387.98297,87689.82561,449243.8948,292048.661,170797.8125,303334.6835,225314.6925,29397.60217
PG(30:4),68154.68445,62601.0246,71223.5853,89201.18588,76403.64597,95193.36694,181999.1945,133990.6085,138567.5884,127413.25,97201.92657,31260.32208
PG(36:3),232312.1155,197672.1915,186833.8707,270955.1365,275298.078,308018.1822,622810.6074,311384.5001,509822.2126,354855.7869,336193.3672,38447.62271
PG(P-36:5),180315.1321,171738.7941,160511.6502,199425.8342,215835.0583,228440.2537,378226.7435,334538.5813,331767.7626,356513.2248,270090.2784,38261.06287
PI(O-36:1) | PI(P-36:0),75775.08597,143122.9115,158769.8519,167775.0093,42693.10358,51376.00365,104974.3277,277536.2432,280972.1417,278189.7189,64302.16499,28070.68195
PS(28:0),1363922.899,1250810.944,853640.3875,1619746.597,1177703.349,1360377.646,3491066.4,2717633.278,3346883.963,2968693.423,1778043.666,516078.1244
[TG(54:3)]_FA16:1,162859.6132,125435.2482,89212.82632,119914.7887,180500.1704,206453.5778,474612.2162,252997.2006,395288.7098,253322.6784,249147.8373,19495.38142
[TG(54:5)]_FA20:4,261010.6775,196543.3355,160060.1537,246906.8809,262773.1401,327547.7482,633780.5858,531657.7158,511517.5168,614790.2092,379603.2496,88578.46674
[TG(58:4)]_FA20:0,105205.5056,85900.36542,70628.20517,102432.0682,113929.7277,151113.513,324542.7583,207624.1949,254132.1203,224014.4952,156589.5516,15893.46112
"Cer(d16:2(4E,6E)/24:0(2OH))",127825.7303,73389.6247,92116.80705,84180.66463,128856.9677,138001.8911,186423.6139,231781.155,201263.4933,229088.6943,283192.8007,50378.1036
LPS(22:4) | PS(22:4)_2,105821.1482,93600.04712,93715.22644,115766.3075,105618.7884,129577.6484,259829.2967,176608.6749,198495.4722,197415.072,121805.407,53931.08398
PC(46:1),55058.36382,42523.84323,9544.320652,52422.18305,46334.26286,62292.20409,111249.2285,107561.1666,85007.60635,105840.488,68666.64545,11251.54084
PG(36:6),115807.589,109373.3685,169071.5913,138656.2684,136955.4902,165156.9123,336758.1646,270191.6388,257481.4998,225671.1356,166910.3705,32429.6424
PG(40:10),128006.2501,110151.1678,110786.1284,133610.3679,133214.8896,162131.413,336645.8245,201694.394,240320.1171,203753.7343,163312.8528,36700.1427
PG(42:4),285128.5826,255885.1411,202028.3163,272671.4558,266246.7801,279552.3791,729588.7583,648852.0056,612723.0947,561685.5898,383430.8699,33507.36273
PG(44:5),68555.08481,62492.10391,61848.46469,88596.66653,75066.54547,106001.9271,253368.7994,155771.0121,176437.3535,178292.0326,106461.628,23179.66144
PI(40:4),124807.1492,258707.8412,203604.2959,309335.1024,128776.0324,114898.4061,176829.991,438807.3705,376849.6899,426177.897,262597.1151,17344.78127
PG(40:8),301407.0983,274482.4379,208695.1725,292113.7356,354722.3592,391965.9,820459.1765,333386.7607,663690.4044,370394.9258,452081.0585,42435.80301
PG(O-32:0),144950.5723,130299.6509,122912.4079,158956.7308,150985.2736,196960.6752,356442.7061,242811.3754,257055.8396,274868.8616,192250.6128,46693.18359
PI(36:8),83038.54547,138841.2886,175002.2937,171025.2504,41384.74252,91508.58554,92703.14584,303315.4418,301207.42,288180.7999,94950.42822,33698.04199
PS(O-34:4),107360.188,96569.14594,128658.9869,129410.7496,110615.4673,185832.7529,279616.5815,226529.5585,234084.1396,225097.3936,150746.3304,42491.90286
PE(22:4),43281.80273,92063.64673,78280.2254,85602.02563,40684.76288,46869.50366,159422.3124,111075.6674,77813.14459,123148.1092,110372.3477,50285.82289
PG(38:9),308802.3837,264880.7377,226939.8316,310563.8822,329506.7297,354063.5043,716748.1276,441391.4742,613177.8788,446938.6193,401938.3717,46187.58325
[TG(54:2)]_FA18:0,575782.0204,371941.2042,237731.9755,383114.3467,570069.6833,586109.9564,1196072.973,1011494.407,1020721.438,972945.5677,741405.332,121732.5697
FA(26:1),1650759.907,1309998.816,1218606.377,1596803.379,1318857.077,2095534.283,3392682.83,4231423.072,2845717.757,4189242.005,2257006.507,154039.3703
LPS(18:3) | PS(18:3)_2,210609.8164,172824.3907,130903.2102,250097.7175,199995.9329,261262.2762,674315.4182,332068.7397,514297.8979,488892.4968,277097.9174,44577.00305
LPS(20:0) | PS(20:0)_2,115711.2278,112162.5271,91063.86609,137021.6309,118598.4895,151118.1309,273338.1177,186056.1132,220316.8567,227562.4931,153715.8701,58424.28424
LPS(20:3) | PS(20:3),136814.5099,115231.8076,91541.42749,173736.435,134003.8286,162090.1107,509101.5002,217188.298,322009.1461,321871.6807,170306.3914,43271.76318
PE(P-30:0),52926.76477,161963.67,234838.8209,252769.7605,41522.0831,87740.68576,436354.4102,406478.775,141411.4894,426663.7075,239383.0138,19049.86126
PE(P-42:4),40539.02292,83866.78656,97483.04706,114676.0905,31294.08247,50447.06435,267136.801,163055.0696,108357.2087,168040.0125,117616.3491,19248.4013
PG(36:4),147095.1099,126386.7892,127065.2294,183509.3334,180997.1322,209916.1143,437321.1564,234370.5396,330179.3188,259532.9202,182887.8531,42649.80353
PG(42:3),219947.6763,206511.3335,208348.7542,237973.1169,224879.2361,230729.3359,561762.457,390109.4885,416108.3103,359981.2478,264699.4761,184585.7139
PG(O-32:1),235562.5952,161044.6522,187724.4141,278734.6766,225757.113,246021.597,472793.0505,371326.5854,387366.9656,470843.0142,264546.8599,70208.78491
PG(O-38:2),301862.3384,268768.1158,210005.9744,305813.162,325744.9789,371233.6877,733703.9521,398190.6233,620006.8384,428566.0687,412431.0508,39674.48285
[TG(54:5)]_FA20:0,78357.12564,70554.44383,121405.4087,94786.70805,89154.72604,129920.1505,269277.1399,272364.9216,210164.2963,215597.1534,142097.9303,29505.54219
LPI(18:4) | PI(18:4),60603.54486,96842.64423,139627.7498,117661.0276,39651.00282,59293.40359,117040.6667,243165.3989,189366.6544,208342.2715,57586.00438,24885.30172
LPS(18:3) | PS(18:3),213878.5772,172576.7755,129656.4288,249169.2808,195176.3541,249995.6992,664423.8019,341623.4248,499219.9154,485539.4858,267604.4389,43609.44327
PI(38:2),65395.60471,117308.389,115235.2883,126410.6284,34100.88214,75660.80564,106335.2467,189606.052,251079.4583,190959.816,82251.16664,14394.90114
PI(38:3),104219.3486,149112.8482,125748.6279,137904.5105,84120.0647,86736.86607,130206.4099,239187.4777,320069.1251,241076.7993,113721.3468,11812.40083
PS(40:8),363336.5446,336471.5624,233375.5927,326598.7792,430806.4449,479964.8834,913980.1605,383762.1072,793638.5576,455086.5304,577237.082,50383.16345
[TG(50:4)]_FA18:2,237951.2179,160058.6508,163764.9506,254422.4362,265465.0563,266735.7195,554921.4114,495412.8357,447085.153,653697.6852,332511.7612,55874.98419
[TG(54:6)]_FA16:0,275604.2825,156759.1711,110462.8078,174876.5724,275868.6741,301147.124,628558.2599,357128.6865,545736.7819,366791.9069,412725.9901,25934.12177
LPC(8:0),47862.60303,46486.64249,10748.98073,50487.60367,48051.96362,60551.88489,82203.40656,75895.72607,74845.6662,79936.30536,58421.24426,25885.04175
LPG(17:1) | PG(P-18:0)_2,138574.8492,123096.0278,95542.68646,242291.8754,153690.7318,202442.8171,546664.476,225329.6382,470489.3353,321056.9218,209531.6515,36520.54272
LPI(22:0) | PI(22:0)_2,100638.2453,293518.0761,235051.9361,338769.6791,96322.76601,115897.3098,274938.3186,536568.6334,579456.2892,753457.9191,172893.9517,51439.36338
LPS(17:1) | PS(P-18:0),217745.6535,200453.5142,151966.9528,379004.8687,249591.5961,331088.7053,838660.9121,370607.5279,716325.0386,536524.7977,358568.8297,46546.18359
LPS(17:2),265403.8222,245698.3787,186395.2143,416416.1049,298531.3781,395350.8169,949945.9417,471170.1874,814512.2383,656902.3975,434757.1571,70314.66547
LPS(22:2) | PS(22:2),148649.8506,121588.2472,116428.3484,168135.2525,149309.4695,174266.8549,414929.6241,293103.613,344763.0443,374830.5272,208751.5897,42538.12268
