Sample,WT_injured_1,WT_injured_2,WT_injured_3,WT_injured_4,WT_injured_5,WT_injured_6,WT_healthy_1,WT_healthy_2,WT_healthy_3,WT_healthy_4,WT_healthy_5,Blank-1x
LPC(15:1),335782.7778,251753.9203,43078.58292,318355.7028,298916.6838,440480.4683,682257.2727,763431.6488,630828.0367,726974.1411,440001.044,24600.32175
17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester_2,1458227.159,1084542.674,842732.1396,1332755.86,1339580.514,1492483.285,3302149.573,2308137.346,2784091.317,1093322.245,903870.212,39267.14287
[TG(56:6)]_FA20:0,115322.7693,90789.42593,86841.18518,128979.148,123359.7881,175947.2701,370224.1684,285791.6612,285250.3549,309613.6255,194542.5526,18527.52121
PE(42:2),181366.4697,562114.0361,408944.4084,481868.5489,218922.7315,232643.7176,1221733.709,1041702.427,505921.649,1052148.814,622874.1077,34777.48251
PG(24:0),130849.1083,125137.7877,116160.8687,146155.4293,128688.0472,169552.3717,273211.3983,211664.0737,226521.8762,223192.6925,163098.233,63182.94421
PI(32:1),145614.3496,291928.6826,325165.6233,412016.7058,101531.948,115535.9684,195053.0732,513738.7129,490446.1782,600169.3464,181834.1906,78118.56561
[TG(56:5)]_FA20:0,81996.06555,65770.1855,79829.70573,94986.76648,85220.22485,121865.5684,287297.6628,223676.6324,226932.819,203313.4352,137123.4915,16373.52109
[TG(54:0)]_FA18:2,96391.42758,76416.34662,69850.42438,85085.9476,97420.42667,122833.6104,298466.1196,205963.3548,244198.7162,224796.8107,139162.4687,23808.24155
LPC(17:0),250881.481,196924.892,28720.34178,272502.3595,247917.5777,341450.8817,600310.6523,539613.9011,557508.0715,548164.8413,330804.72,21906.06137
PE(28:0),50488.88353,109320.1293,92825.42737,142369.8919,42268.22314,73636.04589,308882.7197,219501.8145,122399.8898,250928.0565,162078.4137,22093.26157
CE(22:0) | 20:0 Sitosteryl ester,584278.6501,515870.9138,368524.5286,628082.7442,608116.986,764209.8601,1627607.366,960882.7532,1376826.126,409340.0644,414245.8682,27702.32187
PE(44:6),33763.36243,70515.32477,85763.02576,87914.82462,31527.44218,38816.90286,231526.5563,171778.3112,71071.50423,167485.2712,107281.8663,20436.84137
[TG(58:6)]_FA20:4,160028.8295,123981.7692,101812.3666,172334.3501,162835.5305,220936.3966,507596.018,336183.883,397666.2485,376791.1411,260137.2188,17461.60114
FA(24:1),1384638.887,1025137.418,967144.2252,1495068.356,928261.8481,1628391.576,3232750.317,3803946.81,2504834.616,3817323.358,1643920.982,195754.5337
LPI(20:1),91901.56726,237584.4766,261031.72,298383.7209,74903.62631,132584.8313,169095.8911,453695.0366,414838.7717,463348.4541,86415.60577,60406.06421
LPE(17:0),61752.80481,110654.6884,100918.886,140701.3091,60413.18504,73989.50404,288002.681,245093.5396,185370.7319,255442.6976,165317.6087,31420.66238
PS(P-42:4),187946.2143,177307.8724,137025.5887,197556.3544,250209.9568,292125.3601,471597.3566,222333.6769,394451.9511,258653.3564,293198.9441,34356.72235
[TG(52:3)]_FA20:4,128862.589,110346.5664,126909.1696,140844.7494,134792.5904,198749.194,373883.8646,380899.8887,318361.6033,399451.1817,220206.3177,17281.1412
[TG(56:7)]_FA16:1,289109.8386,178125.8732,128592.548,182804.0155,322387.7197,373652.5853,759592.5653,450683.4102,707318.637,412764.8905,518954.1377,43179.26318
CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester,1382787.722,1145748.853,801336.5429,1443970.953,1572557.309,1904349.868,2841007.611,2329438.054,2413426.921,2055553.947,1411570.941,75213.30527
LPI(16:1) | PI(16:1),373680.755,654099.1031,865553.3885,805918.1196,304013.2806,544495.8316,726255.535,1303662.649,1080595.399,1509616.232,460003.9334,63292.80447
LPI(16:1) | PI(16:1)_2,379044.179,655227.2543,864186.9948,810512.4098,322903.7468,531078.6984,736450.7299,1315761.878,1055173.846,1557492.564,446567.2338,63295.50325
PC(O-32:3),1339480.557,1054054.772,336617.9747,761942.4969,1441807.467,1275177.39,2067115.421,1679474.496,2095835.465,1512865.347,957019.8866,49340.46408
[TG(56:2)]_FA20:0,241832.7742,165263.7505,126829.69,254930.7552,226053.9768,300440.6375,667114.6461,445611.3294,581418.6505,512268.9735,376993.3622,39496.72272
FA(24:0),2198256.7,1911103.755,1537461.469,2384129.168,1733377.856,3312126.488,3438258.084,4239375.668,2867491.645,4522434.924,2319367.688,479437.5157
LPC(17:2),363245.7831,258319.2792,38091.14229,325730.0248,320654.4052,407238.4644,791758.1644,678346.7711,758792.335,679043.726,397105.4059,26037.3418
LPC(20:5),157253.9295,140149.6892,23096.56149,190625.3937,160431.8724,240440.0024,411456.0318,397180.1298,351587.3662,374439.2989,214279.1539,25774.40179
LPS(15:0) | PS(O-16:0)_2,395941.988,340846.4492,310437.8613,419984.3535,412616.0322,500203.0776,764459.5229,609165.9424,649638.6362,680686.3442,492912.792,201574.9551
PE(44:8),41575.56339,95467.96667,95063.30634,104858.8282,34485.30253,37310.34258,256112.3019,193943.9735,104845.9261,188219.4152,128604.4099,22518.0416
PI(P-28:0),113995.8087,286042.9854,336524.2203,608564.152,74519.72525,87529.36697,357512.2635,827992.1061,876177.2996,1089937.792,116976.2274,11081.92093
22:0 Campesteryl ester,1154048.661,978836.5494,687555.991,1282984.633,1373684.273,1663311.605,2410896.611,2021629.803,2019985.768,1843595.008,1259787.603,26874.30204
PI(30:3),36003.08247,93106.62698,87716.50565,105094.5072,26083.18168,41790.42342,75686.8858,248930.1779,187967.3127,284880.2811,40807.64301,12583.82089
PI(P-36:5),129390.689,215492.9753,221860.8994,245154.3962,78033.04504,97187.54681,112569.5878,382294.2041,369361.5439,414922.9353,130626.4698,75719.76501
18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated | 17:0 sitosteryl ester_simulated_2,1473545.85,1198794.437,877921.0753,1525876.193,1425471.522,2001495.955,3700601.956,2667169.888,3095907.175,1103105.428,1118057.414,43657.76313
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",60170.60415,32392.82257,62647.46469,41729.30324,53739.9043,71998.22496,100598.7673,139539.0499,104375.4677,137520.5091,140958.9307,16032.78114
LPG(22:4) | PG(22:4),97982.38654,82519.10559,85730.10669,109851.3282,90553.98572,105341.3481,228940.3595,141411.152,155451.1508,151042.6098,112522.3269,50887.42371
PG(36:1),1166755.313,815704.5818,562094.9194,608284.7634,1934837.068,1747694.246,2433022.858,816692.9321,2210939.148,633463.0455,2468219.695,67118.16467
PS(32:5),90309.48657,90207.26544,98882.68646,116196.7478,102595.7474,189583.3147,242119.298,165588.4514,205961.4535,190061.7949,127094.3697,37987.5827
PC(O-32:0),1411425.746,1037503.434,162243.0709,788579.2292,1461839.825,1287393.378,2064697.619,1665824.786,2052894.171,1457328.525,943601.3336,27423.64206
PG(32:1),197976.454,162370.0718,153635.0911,200387.5714,205847.9161,227214.8124,414071.2516,288229.1008,334706.6208,315686.4429,217670.3513,39124.00281
18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated | 17:0 sitosteryl ester_simulated,1527299.094,1182434.372,895001.3775,1497192.546,1419893.738,1991106.897,3721898.808,2706980.106,3085711.059,1076433.271,1131244.32,39621.24271
PE(O-32:1),53061.60387,153386.2302,179633.3744,226776.4982,39587.30281,52707.80399,420757.1141,350479.3458,92246.54688,403014.2493,231702.6771,32520.68221
[TG(56:8)]_FA20:4,132155.5283,108909.6475,86749.00562,155199.3916,142159.4712,177971.4734,432218.855,282029.1426,341149.4992,331815.7227,207067.5529,28462.34201
Lyso_Sphinganine-1-phosphocholine,174300.5121,140381.751,27686.4017,179381.8525,159493.09,225475.4133,386840.9288,370613.0648,340533.0896,398684.8393,230537.7942,41027.84265
PE(O-42:0),32228.20232,88932.74689,102764.0067,114870.968,32506.40203,37481.24249,274489.358,191293.955,95674.46591,186267.5113,126063.3486,29789.42193
[TG(50:2)]_FA18:1,446214.9336,390707.8416,281548.9026,358657.8049,442641.9138,544832.7781,1057836.103,1032425.927,857573.3982,1289206.043,640084.2471,95509.14734
FA(24:6),2520414.766,2255330.174,2177599.878,2352584.884,2211581.195,2857801.974,3745662.925,4874763.39,3372138.513,4701795.486,2875879.409,410689.5666
[TG(48:2)]_FA16:1,240361.176,140646.4503,144537.1304,224273.655,255675.7358,236285.8606,534342.4563,496671.1189,461945.5941,652076.0435,315589.0633,41236.74298
[TG(60:4)]_FA18:2,66704.22452,48735.88358,42656.80278,58453.5842,56244.64449,77026.5854,198653.9743,114291.3675,149493.4707,139517.7487,94979.58704,16555.28116
PI(44:5),23088.78165,36252.5026,33279.92233,51053.40357,17563.2813,24228.56165,50230.88372,88722.94669,105466.7666,106738.7875,32171.80246,10304.46075
[TG(56:4)]_FA18:2,107564.7464,87747.88562,78938.26498,110522.6284,113796.8881,154891.6891,360777.3625,228710.5755,280976.7609,240725.416,180495.1732,25125.62189
LPC(14:0),169998.1143,135749.091,25094.08151,168929.0738,158920.89,214492.7933,359070.6844,378970.6643,327008.5829,362720.1503,225495.5393,36491.72264
PE(O-38:4),62683.86474,139599.0092,235069.9741,126986.569,40522.48287,62876.42371,251357.0382,302500.3193,98003.64746,171122.4129,168624.7524,23192.76175
LPI(18:0) | PI(18:0),177416.8325,312555.3416,228586.9135,535366.6425,159601.9301,257805.1148,555155.5854,616464.4475,1112028.279,841865.8788,272457.0629,55850.34344
[TG(48:1)]_FA16:0,243273.2808,151466.991,146039.3708,232427.674,258359.1563,239157.2748,559232.1185,502541.04,473758.8563,646081.3489,319965.0265,40776.94269
[TG(54:1)]_FA20:0,178393.3332,127149.4274,108514.1071,178716.0945,172607.6704,237613.9944,467001.4703,364204.0059,393075.4911,445661.1341,278563.2399,65630.86462
[TG(54:3)]_FA18:2,282289.6594,183297.4728,142122.3115,217110.5145,265069.4773,341179.744,713494.1309,443155.1937,599800.9028,509089.1764,480848.4937,50801.34381
[TG(54:7)]_FA16:1,240464.9968,146648.1904,95571.54675,153137.9099,245471.5977,271516.2002,610291.7269,355779.0841,535162.5405,352633.8828,363071.1505,25119.16159
[TG(56:1)]_FA20:0,286219.9562,207086.2112,158020.5104,285198.6653,270658.7828,399954.2278,834427.1623,483189.9951,683861.2746,578397.0957,507774.0524,26474.42172
[TG(56:1)]_FA20:4,103400.8665,81738.5442,114793.3091,117960.6279,102213.9875,141802.9917,349605.2305,271797.6193,287890.1612,258139.4788,165745.3917,18814.80125
[TG(56:5)]_FA20:4,362703.4856,238147.6779,186411.8524,338468.7833,325478.967,452832.6919,935367.1866,585313.8326,812284.5936,700967.0891,610227.1272,42218.48315
[TG(56:6)]_FA16:1,185071.2534,118955.8282,90239.54575,123654.048,195649.053,212666.4357,511976.1335,313867.485,426827.3503,305402.4597,249304.7551,25932.54199
[TG(58:6)]_FA18:1,159769.0123,111578.2274,90931.62628,137604.6513,159893.6124,195211.9315,434346.4751,301433.3997,376583.4706,319708.1224,233663.9364,24252.18172
[TG(58:6)]_FA20:0,212834.2932,157216.6519,126491.9892,253902.9423,212943.3931,311089.2978,661619.907,402713.4308,550173.9444,484469.8938,362472.5289,24343.9617
[TG(58:7)]_FA20:4,118945.4297,93718.16519,81723.84668,130388.4086,121618.3472,173490.9542,369088.4627,268604.1792,280836.5013,300049.1007,192072.5519,16009.26114
[TG(60:9)]_FA18:1,81466.70609,65656.005,54768.06425,79580.58603,74889.58609,101975.2871,250675.1377,159680.4123,186627.1349,184141.7119,124522.3279,19074.62152
22:1 Stigmasteryl ester | 22:2 Sitosteryl ester,1344112.746,1126148.276,796306.5762,1460860.898,1518842.664,1885257.894,2909091.046,2369999.673,2432624.316,2027459.152,1369158.237,59661.04486
Cer(t18:0/26:0(2OH)),17902.3615,7793.180531,29897.78189,19827.60152,17015.52114,15974.58127,5493.900372,7124.720486,20583.52147,5092.140343,84920.7846,3491.180248
Cholesteryl 11-hydroperoxy-eicosatetraenoate | CE(22:2) | 20:1 Stigmasteryl ester | 20:2 Sitosteryl ester,553655.8814,498807.3168,354369.704,617962.2474,584433.8,715746.4278,1587193.425,956232.8487,1377201.654,403474.0128,380127.8677,34096.34209
LPC(6:0),95430.90649,87528.06525,16692.90115,109701.0078,90767.76697,113860.4897,143812.2687,125232.2505,145083.5307,139513.7682,113242.8491,43911.28305
LPE(17:1),73460.30463,130805.5296,100960.907,196200.6166,67410.42435,103484.4676,393134.4904,245945.8741,200327.6913,313138.963,199658.5939,32878.66232
PC(46:0),51726.9841,39480.58276,9230.540665,48017.40316,46889.76302,61561.70518,112883.6474,111847.707,89755.38583,108316.4862,63965.58455,9926.480587
PE(42:6),47947.70372,97152.76794,125642.8891,127677.8088,39132.60312,63079.26473,324131.905,238414.1963,113792.2692,231658.5367,145121.9297,31262.90249
PE(44:0),27379.24185,65325.68419,70506.8045,71495.74447,25909.36183,34316.96236,188046.6338,138608.5693,70127.42525,130059.829,92605.44696,19448.68137
PE(44:12),34767.68279,73579.36505,83158.2464,86253.66644,29969.02223,45819.64349,227577.7775,158535.9713,84540.66541,152366.1299,112630.0876,21002.54123
PE(44:3),30738.88243,67864.82495,74428.84546,79142.10547,23912.12179,42494.12314,203363.0951,143841.7688,66344.70432,146578.429,103126.4863,19799.42124
PG(22:2),117294.5073,105038.4478,102595.6668,142186.7301,131847.4301,139088.3909,357615.3232,282462.5456,314495.201,334405.347,187505.1497,125446.6895
PG(38:4),414685.3673,290867.0829,238670.5791,230903.1174,659293.8711,517568.5389,1132884.042,605871.2051,664508.2466,427254.4312,429525.1691,41624.20251
PG(44:4),77136.52586,72104.80539,67295.98541,91398.48712,84731.00513,113132.0081,283032.8575,188090.0313,203316.6365,207862.3761,124451.5898,26920.64191
PI(24:0),56121.284,150434.4711,144875.2119,158480.8298,37780.7627,54389.64371,89007.46535,255425.9821,231651.6746,268510.1572,51478.36349,29667.26199
PI(32:0),243979.6956,697342.3125,610587.3662,723884.1504,183791.834,206615.6146,306638.1626,1179574.924,932615.3018,1239769.111,265426.2408,166127.3523
PI(44:12),28621.26215,45768.24332,45968.6427,68301.84445,19898.16146,27901.04221,65546.30497,116293.1286,142073.2903,130551.0103,36212.40282,12317.2008
PS(32:1),216481.1161,172314.3507,171648.6312,214226.2335,215879.3353,240132.2383,434856.6272,298276.8635,368786.4833,357637.7806,241730.9779,46530.3833
PS(36:2),508393.9144,445667.6779,317839.5824,450301.9131,731175.6123,733479.7554,1151969.586,512805.9108,1022672.13,595020.6749,924142.4238,61074.12457
LPI(18:1) | PI(18:1),140276.0895,270814.5797,208595.8344,323788.9244,156327.0098,245035.0581,482512.4114,445951.8553,1126372.249,488968.0158,200422.3718,33700.62206
[TG(54:0)]_FA20:0,184937.692,173029.4113,135900.1084,203294.2152,199427.5135,314948.1444,530277.4387,450081.4729,406018.4702,662274.2451,302766.1016,61390.08478
[TG(54:8)]_FA18:2,111117.8677,95710.2868,102259.8269,125156.0678,123850.0686,163336.8516,349434.305,290692.5028,272342.854,325068.9655,183675.5732,28328.58176
[TG(56:3)]_FA20:4,190217.2559,147328.609,129801.7686,195544.574,199443.073,285404.1023,554430.873,401634.5692,467215.1164,480426.3287,316115.4992,22723.94162
[TG(58:9)]_FA20:4,146559.9303,110980.8301,97754.3857,156306.9519,156347.9698,226133.935,474220.208,312620.9428,371436.7472,331219.8262,241567.7386,16527.34109
[TG(60:3)]_FA18:1,62359.44479,49367.22362,40795.72287,61187.74402,61549.00385,79894.52582,200702.5541,121288.0077,146636.1491,138580.7515,91417.26666,15305.20102
22:3 Stigmasteryl ester,1229888.019,1037721.933,729469.6963,1409203.458,1452883.93,1754455.111,2650584.307,2219341.104,2234915.579,1959236.873,1335641.699,29448.98209
CE(22:1) | 20:0 Stigmasteryl ester | 20:1 Sitosteryl ester,572486.2169,484636.1116,367638.9302,612491.9247,601720.5036,737246.2949,1607911.973,948963.9514,1373943.531,436006.1957,419666.2893,28412.24191
LPC(15:0),322351.2044,240669.1749,40615.10352,300352.3215,303163.0421,416581.8938,630294.129,707546.9608,587017.9761,683319.027,415540.7693,20977.2014
LPE(20:2),62118.20367,109034.1486,85778.58484,141665.931,59577.3054,77270.5238,296587.1808,215761.8765,126195.6878,271911.6171,164359.3539,30745.60207
PE(52:4),21030.14151,39034.90271,41441.04282,47137.62308,14876.50106,20855.88123,129176.8865,68657.92535,46252.36374,76791.52469,61742.18408,12142.08089
PE(O-42:6),58438.32388,123517.6868,121316.6882,166634.5515,51690.66348,71892.9451,388584.1089,253307.6979,119697.8493,272255.3003,186136.0126,43226.52293
PS(44:4),81329.66696,87057.22543,69200.82489,99745.86691,94891.0069,130508.4079,293189.4442,204288.874,217863.7352,249325.8798,142226.7292,29208.88233
PS(O-40:2),207778.4514,193849.5953,158551.5898,192516.8533,262358.4199,282445.4796,460833.8514,252664.5777,413990.3237,280219.899,345370.2484,38487.68256
[TG(58:5)]_FA20:0,134040.0102,102883.4088,92879.54703,148197.9304,143839.6515,216695.7803,439910.05,281515.6028,351165.1863,305015.1172,236808.4602,16353.98121
[TG(60:10)]_FA18:1,61149.54459,55586.36433,49961.38336,69113.82513,60964.82478,85099.12637,206233.235,134218.2697,163102.3117,146529.7692,101212.4677,15195.62105
16:3 Stigmasteryl ester,2258827.654,1707096.069,1267587.579,2167118.485,2056865.367,2524116.097,5264164.096,4274017.392,4371415.27,1737976.482,1331746.844,39270.86263
LPC(16:1),415458.3798,318402.1798,45254.64384,383553.8463,387232.7907,481662.0142,888795.9038,804163.4844,839204.7283,799459.902,487444.2916,27527.26187
PG(O-34:0),201819.072,171133.7136,188951.994,198923.9913,256917.6969,286710.0234,383537.2283,387021.2262,317565.7042,422630.8839,281726.6954,104824.8668
[TG(50:1)]_FA18:2,72180.68507,62165.34462,60020.30428,81363.48621,77503.74585,106763.0289,227498.5348,173972.6515,187660.413,196597.4943,115205.2876,19282.9814
PG(38:8),345642.0045,299029.7842,260229.4412,382396.1704,409864.35,463772.0732,928860.7446,380318.0475,758436.2117,413593.4108,497628.8297,47806.68359
LPC(16:1)_2,412895.5555,305346.1873,43668.72287,377850.7693,379411.4753,498682.8618,869628.9462,799448.6211,833239.8679,784752.5386,485394.2087,27520.46188
PG(34:0),172251.1931,158783.3709,144005.2902,192443.6325,223743.7979,272365.5206,388571.2325,310354.2605,290893.3014,337254.5851,259926.1553,42991.88336
[TG(58:4)]_FA18:2,185278.6757,133132.3502,91272.52747,157072.2499,143097.7738,202097.196,573577.1995,320928.0244,329729.7258,381564.9234,194490.9332,21162.82182
CE(18:2) | zymosteryl oleate | 16:1 Stigmasteryl ester | 16:2 Sitosteryl ester,2177446.017,1623692.82,1240609.336,2102315.339,1979133.477,2459071.49,5087158.26,4095343.483,4150944.66,1652844.025,1433446.122,40885.68293
LPC(9:0),59567.80377,53561.9035,14193.06108,62326.16431,54315.78394,67762.78467,95428.58667,87168.72583,79285.66559,88387.38568,65660.66467,35246.28262
LPG(22:2),121887.9098,107395.7078,97211.78793,145771.071,133910.0691,149286.3303,344269.347,300148.1783,314637.8661,339908.7063,183469.8775,120221.6912
LPI(18:4) | PI(18:4)_2,61314.88376,99722.00806,146953.2912,115511.9274,42119.26303,58557.74348,112164.9071,232730.2341,175578.6125,215680.5152,56092.82375,22948.3615
LPS(22:0 | PS(22:0)_2,151111.5513,137713.3307,134718.5687,159794.2314,149265.3915,181216.5315,345686.9653,224746.8766,243337.5957,291034.921,181741.6138,83625.06531
PG(O-36:5),117279.4479,114166.967,121006.2092,138414.0112,124466.549,161307.6317,292607.7039,207060.2523,232314.818,211879.976,150748.1315,51510.4234
[TG(56:5)]_FA16:0,189534.2135,119724.6884,94961.82626,125709.2679,212334.597,223686.9355,521672.8922,327489.1232,441802.795,313664.341,259808.5337,26493.42207
[TG(58:7)]_FA18:2,151537.0716,116876.4249,95988.58682,138137.87,158683.5305,196420.9923,445300.1059,287529.4226,376054.7484,319863.4429,231493.8153,24387.84163
LPC(14:1),182122.0535,150173.4109,28108.66222,189615.4135,167053.4495,242961.0562,401324.679,397489.1732,345893.2988,398927.2339,242052.4731,35490.28253
Lyso_Sphingosine-1-phosphocholine,190354.6535,153902.7921,28270.14172,187813.5329,169537.9732,234384.9544,392780.1729,402099.7839,353933.943,400177.6332,245500.1766,38499.72269
PS(O-32:1),287051.3367,208019.0764,244070.96,323981.7803,278034.999,312978.241,542300.561,445203.2297,451256.3484,547100.6194,327769.4873,111223.5684
LPI(18:1) | PI(18:1)_2,138034.9912,266264.6766,212492.1949,315558.5228,155628.613,229620.1542,440166.723,432843.068,1118852.11,484233.2135,193820.2155,34405.18238
PI(P-20:0),129060.6715,249146.9766,271532.6392,294945.4808,106837.0467,153510.0093,226492.5731,488515.5596,419640.803,496591.1826,146433.5103,57422.48465
PE(P-30:1),53810.18382,113947.9479,111775.3875,136778.528,42668.54203,66263.4653,310984.8253,243191.5353,102599.1051,257766.4631,158371.3499,20209.70135
[TG(58:7)]_FA20:0,633503.8635,383496.1296,205401.7769,664380.4998,537262.8484,595594.7952,1045842.345,541889.6094,834988.2175,690864.7579,868793.3782,21032.8815
PE(36:1),96700.40782,301920.9192,222976.2137,282290.5588,94162.04642,100141.1467,577622.1394,330214.6401,160488.5718,340326.5017,682272.1154,30926.88239
[TG(54:1)]_FA18:2,126276.6892,98942.48767,98418.98653,128192.9072,137450.5691,187583.254,387568.3098,278961.0584,303029.4235,339600.2009,197712.0941,28808.06183
Cer(d18:1/22:0),7924.320503,6086.500397,6283.740444,7732.440521,6808.820484,7709.660614,11902.18076,17589.6813,10100.7208,8899.700611,10014.58082,4342.320339
[TG(54:2)]_FA20:4,105991.3269,86777.06564,75537.24631,113672.3282,109269.3066,155704.4127,334150.807,225627.2955,266718.1187,257938.5756,166217.9918,17421.10124
LPC(16:0),330017.3643,254046.9221,35885.44223,313718.0032,322708.7361,388422.3726,739028.8677,634670.4691,697161.4777,623078.6674,380202.3669,25482.34192
[TG(60:12)]_FA18:2,67792.9248,59416.72388,49518.42343,68078.80377,68560.12549,98642.30527,212026.957,152612.9508,155427.2901,165610.1113,109775.1675,17606.06122
"Cer(d14:2(4E,6E)/18:0(2OH))",49148.96384,29305.62257,44656.10293,33245.88245,44167.80313,59452.70506,86854.34675,100747.7665,79675.125,97914.747,116825.2484,14287.90107
PE(44:7),45183.78265,88787.2262,90973.14667,104240.847,36991.88269,45606.58326,251625.5777,179825.8726,98846.20709,197011.472,119154.6276,21991.84183
[TG(60:3)]_FA18:2,58775.42336,46912.98328,47055.62343,62494.36395,60768.92445,82635.02557,199925.0743,124529.1081,139554.2487,137605.6886,95453.84622,15361.4411
[TG(58:5)]_FA18:2,86547.68701,70679.84543,84340.9061,84382.20644,85024.70685,116433.1498,257864.6586,226040.9779,204976.1739,207961.8724,135988.7484,19706.74158
PI(36:4),163456.2516,289121.5819,216907.5338,226266.4742,175737.7949,134540.0098,198289.3549,468238.6158,543500.928,406214.6749,152675.7706,17909.02109
18:3 Campesteryl ester,1830285.654,1426572.03,1019647.443,1771869.314,1720888.418,2251579.036,4498562.191,3280187.047,3888413.565,1391218.457,1236603.767,43290.78319
PS(O-40:6)_2,462245.9521,398532.5442,305523.3394,386140.2234,738147.7485,733904.9758,1247528.311,565623.7017,985343.6631,591552.1053,751216.3716,46443.16309
[TG(58:10)]_FA20:4,235688.4562,176649.9139,141074.2519,272977.3431,245105.8132,342546.3281,717536.9445,471488.5103,597787.785,515759.5287,383801.9412,20603.78143
CE(18:3) | 16:2 Stigmasteryl ester | 16:3 Sitosteryl ester,2260762.906,1706679.654,1254822.898,2176675.907,2060603.065,2551167.542,5232714.365,4273291.343,4389020.91,1863376.606,1437982.395,40236.00278
PE(42:11),32848.04243,89061.76611,98220.88666,101307.7858,33596.5824,35757.8223,250668.3792,179862.1733,92856.10632,165965.2719,120689.2285,26183.70171
[TG(60:11)]_FA18:2,62395.82391,54052.28416,48307.08371,64958.6041,65262.52477,86320.68591,207453.0966,129645.0316,156185.0513,140458.7302,103199.4067,14582.46103
PS(O-42:6),239387.877,245942.9786,166879.7307,361155.3897,277824.9365,360125.7853,920469.3721,425798.0931,811840.223,638919.3276,395231.3671,60834.76459
1-O-cerotoyl-Cer(d18:1/18:0),7670.940491,4956.400349,5092.980331,6426.820477,5952.080425,5984.720379,7811.040546,14279.84097,7214.720581,10750.7608,9342.600666,3463.600235
PE(38:5),69068.08485,182317.5092,152159.8088,150238.4519,81023.88666,101960.7278,317021.0206,213174.394,100403.0476,182300.4539,240762.7977,25944.52213
PG(O-40:2),180796.3525,164879.2893,147712.1705,177463.0347,215726.5563,228225.8179,437989.5939,226488.1754,369798.7659,243726.2953,278378.178,37260.16223
[TG(48:0)]_FA18:2,91208.64597,76205.645,70012.66525,94523.44632,99403.96741,132846.6314,254496.3391,221755.8152,215526.0548,232782.2792,150754.4317,22883.76167
[TG(52:5)]_FA20:0,76706.96585,69408.42488,70220.98503,92417.22711,83174.92593,127919.7094,253557.7163,188369.2733,203939.0138,209416.8551,139654.5106,14889.42102
PG(36:7),225222.7385,190334.252,175012.3533,233842.2374,255607.7569,311224.679,514322.7153,340037.0637,407488.0688,372243.3651,308659.1015,40332.00262
PG(O-34:4),95516.30835,85835.94696,112514.3091,111458.9867,93234.00568,155915.531,250656.3588,193456.0742,190931.6552,178168.4315,123398.7074,31624.2822
LPC(20:4),162535.9919,130370.1302,24823.36148,182343.8944,156999.3736,225766.7545,391103.7471,362018.2102,323332.9434,342995.1686,206124.2572,24218.16156
LPG(12:0),61644.48434,58386.6839,62168.10458,60930.18405,56739.60358,70834.40591,112789.1877,126284.4507,103249.0685,114726.5894,72963.80435,25639.72174
22:2 Stigmasteryl ester | 22:3 Sitosteryl ester,1305782.075,1098289.619,755153.5107,1448682.239,1504585.3,1774010.12,2890166.131,2387638.348,2431595.019,2056433.288,1316201.614,31807.14226
PG(32:0),193532.1366,207170.2145,245837.7767,210185.6532,200784.6559,260736.5797,480649.4561,417795.3508,398130.6292,378069.7271,242949.3817,126148.2089
LPI(19:1),134738.6296,244486.6754,267349.5615,279800.4996,103240.9294,160515.9536,237364.5759,486569.2346,423646.1284,485749.7795,147457.7725,57349.96442
PE(P-28:0),80792.38387,146890.8496,162059.6747,248680.1013,72572.08516,101375.3087,444527.6045,338487.9176,178488.3536,408227.6531,245132.1802,18193.58131
PS(O-34:0),219186.2963,190048.9937,198310.9929,224745.6178,269940.9568,307948.459,420045.3521,411701.1056,353797.6327,478031.2782,310270.6831,63505.34485
PE(34:2),34922.08244,139315.0896,141096.5897,152768.3123,29142.22207,43732.94278,313368.5802,271011.638,77639.34506,252830.6747,188493.3716,22574.92166
LPG(19:1),96046.6272,90204.38629,95235.32629,123191.8691,100366.1066,130553.2073,248456.1547,167100.132,192793.3953,178606.0131,124801.5482,40770.30292
PE(42:0),32693.0025,78359.08551,88952.44638,95194.14764,27925.32197,49112.32347,245833.8364,165743.2079,79851.60512,159405.9332,107795.3475,23143.04149
[TG(50:0)]_FA16:0,288991.2997,263676.0416,192424.0154,240361.3391,299219.8855,368759.3232,669916.5068,623833.8857,568647.3223,854707.3529,425349.6111,91281.6264
[TG(52:1)]_FA18:0,356607.8817,235333.4751,169220.4312,243482.6177,368122.282,388999.6499,773529.1641,708687.4033,651261.0205,725875.2256,457143.1328,57357.94403
LPE(18:4),70203.38455,120064.968,108655.349,126336.3899,54091.46364,79064.46634,304511.2632,246764.9988,132235.9088,267918.0548,159248.5891,36153.88257
PE(20:2),50681.50275,88484.96643,72585.48553,116954.4885,46364.70337,57584.68456,259431.4214,159202.6512,104746.5858,200564.4981,129588.1493,24129.80139
PE(44:5),31280.50239,69662.20471,70255.76495,77296.76575,21222.94159,40377.12242,205728.3759,129022.0087,63904.04453,132970.0096,95723.60712,20900.88154
