Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6,Blank-1x
PE(26:1),363995.0669,261300.6763,228964.1155,242042.9158,105126.4466,212871.7111,482246.0425,415639.2722,491098.8611,97320.56812,453069.1116,59052.20453
PS(32:4),142529.5493,101326.2072,95312.4267,97802.48749,141764.3305,179930.7102,181359.9131,139371.4083,177888.2522,114138.9684,179513.0949,36274.12268
PE(44:0),104462.8685,75357.26502,71639.76464,74594.62532,58831.74426,79776.9251,125124.5499,114250.1472,154097.9501,45944.603,157993.6923,19448.68137
CE(22:6),1135377.286,1809310.421,1612392.189,1519638.379,1152189.145,2533065.233,2484343.223,2308341.803,2411009.22,1083897.463,2254405.259,116655.2083
PG(36:6),210353.2965,148541.2512,130314.8291,127436.7466,217318.6177,273452.8185,247341.1974,188110.6949,258036.0997,175924.1133,240488.5565,32429.6424
PG(44:2),132167.9886,83609.18648,87192.3675,84039.98577,142629.1908,186582.8299,174339.8931,129010.1088,188441.1119,125459.1494,165437.5716,26774.0218
PI(40:9),57263.6241,95035.46606,90770.62695,40778.62314,83404.80589,184044.6128,160064.4519,119100.769,46936.64278,52708.36363,150218.6691,12122.22092
PS(O-32:1),456876.571,331010.9829,264944.2017,261533.6392,400539.7278,574775.8616,414454.0916,384393.3062,564135.0237,351017.0664,568667.3845,111223.5684
Palmitoylcarnitine | (5Z)-13-carboxytridec-5-enoylcarnitine,1214249.879,929259.9717,940318.0033,953035.5536,1101899.639,1628231.854,1230395.654,1080862.611,1533981.941,1174274.709,3045299.388,152993.031
PS(28:2),356601.3018,244661.8776,217573.5377,205527.6948,345446.6828,450553.6708,486094.0916,379354.4275,465752.6536,286190.8813,449402.6765,33871.4223
PC(42:6),839170.6055,707568.3936,639007.0232,655035.2998,740413.0947,776693.9937,1119863.622,1436522.696,1243191.248,859158.3096,1209834.487,547427.3989
PS(40:3),259493.9796,166750.4731,154801.1891,155351.6099,274461.2604,343587.6028,279157.7776,219498.8921,328047.8027,192509.2526,323437.903,43933.44324
CE(16:3),512074.3354,836573.0352,788950.3098,834721.3201,542026.9218,1165534.202,1174910.913,1096579.264,1182799.197,540857.6965,1277360.267,103143.0874
LPS(20:2) | PS(20:2)_2,305151.1237,194140.495,165599.2112,142582.5903,277679.2965,355416.8614,334269.0627,283539.5812,316977.942,200135.1568,302371.443,45021.72308
PG(36:8),587563.5835,392183.9656,377113.589,404392.5068,611333.8406,824400.3439,915998.9451,634614.7227,745655.3588,609660.25,588117.3103,55007.52411
PS(36:8),556005.4957,367731.5221,349831.8239,370372.4063,550352.2404,700856.6542,750319.6031,533622.0231,656001.8112,459285.0908,571123.2202,53058.48352
CE(22:5),1109609.766,1753841.078,1587880.772,1482461.745,1095350.896,2495489.174,2462065.862,2248224.847,2353680.637,1025343.252,2207542.103,114990.6285
"Docosa-4,7,10,13,16-pentaenoyl carnitine | Clupanodonyl carnitine",1027983.794,781642.6542,757926.4902,847701.5971,764300.4582,1299551.575,1079431.389,1000578.434,1288342.026,950225.4152,2294064.294,137809.77
LPG(18:2) | PG(18:2)_2,242444.0365,176428.4332,139334.6501,133340.3912,220427.1164,276666.923,290898.5587,227018.0972,278466.3754,191839.8734,251360.6589,42479.10342
LPS(16:0) | PS(16:0)_2,470985.9111,380369.8698,365001.3218,337292.8683,684852.4312,712418.292,682196.8753,691691.7148,677023.9358,453649.3964,498879.1733,50718.86389
PE(P-30:0),350447.4633,241997.976,172675.4923,188652.569,75328.06554,172189.0296,341135.7468,330576.9868,442294.2993,79732.60577,469374.8711,19049.86126
[TG(54:4)]_FA18:0,719987.0064,354963.8207,431379.8023,388979.7462,794664.9877,1297782.889,585991.6268,546551.4358,710314.6182,513427.6322,785976.8383,26973.1216
PE(42:10),353453.7844,266087.5189,259330.7414,286210.8776,207351.4161,214447.0763,471352.9783,563443.7794,527395.3602,167003.7909,482090.8201,23468.82185
PE(42:2)_2,688452.6942,549151.2197,488429.3812,558415.7962,380576.1681,507621.0278,904857.1614,1171858.992,992579.7102,365643.331,739018.2107,33170.44226
PE(44:3),119061.1691,80760.50577,80454.28528,84133.7861,60520.68472,85466.08496,140992.9292,129077.3907,166609.6109,56024.16425,172215.2315,19799.42124
LPS(22:1) | PS(22:1)_2,233502.5383,158644.0942,131145.648,123788.4305,212872.6972,262150.038,264972.0375,203672.2711,263841.1194,176223.034,260731.1761,33973.48242
PS(42:0),212730.4355,141283.97,127771.5681,120445.2479,240984.9166,277035.0377,239010.2199,198414.4731,261242.8192,163243.2501,262684.9382,34953.94226
PS(42:9),194592.5541,132163.1501,130071.2094,120632.7668,215409.2354,262900.6971,235613.4547,183736.2927,251043.4576,158659.5325,235954.5789,43368.76306
Cholesteryl nitrolinoleate,1091636.559,1788691.066,1604588.032,1524418.962,1187320.334,2569482.79,2535476.644,2310163.736,2432870.246,1018377.165,2288220.044,106358.9676
LPE(17:2),307708.6846,198490.0916,185056.6145,197229.5349,143483.4315,233028.5788,418769.3658,370678.6616,398608.188,173601.0722,357491.6897,52252.42401
LPS(17:0) | PS(O-18:0),1957469.825,1525983.968,1439428.81,3071043.218,2296383.037,3471886.297,3963390.252,3034162.876,2898980.169,2444630.511,2155058.626,457092.9756
PE(42:2),713767.7946,577833.0562,502541.677,569901.1633,337187.7581,399772.0488,962524.8132,1210144.4,1045042.211,373020.4491,779253.4137,34777.48251
PE(O-32:5),209234.7153,148924.0483,124306.9487,137017.9113,53169.06326,107984.2482,235090.7927,227348.176,309011.9839,48569.72333,291807.7186,25195.66156
"(5Z,8Z)-tetradecadienoylcarnitine",764319.4937,655389.2666,582569.9983,706966.9734,646658.5452,1094941.124,718203.7386,721524.2934,936592.4824,645266.2047,1766401.764,158361.43
"Cer(d14:2(4E,6E)/24:0(2OH))",145520.5913,37965.74247,38738.1827,40647.40297,117234.0677,99573.78667,124038.7886,100892.8676,89464.18599,126429.469,77535.66689,20942.22152
LPG(18:2) | PG(18:2),241750.2542,171886.5133,142615.9106,134575.2493,218842.6553,269191.7007,302418.7797,228386.1199,276577.0037,187666.6954,258696.4404,42633.0235
PS(34:5)_2,287170.8015,208036.7136,173638.5117,174821.8729,250794.6605,318890.4253,437710.4133,283273.3976,299049.8425,221053.8931,286733.7419,83305.90613
[TG(56:6)]_FA16:1,318348.7637,166552.3527,190117.4101,160390.1909,420511.8683,398272.5875,365371.1869,306334.3808,372019.2872,261434.8768,341170.1654,25932.54199
lanosteryl oleate | 20:2 Campesteryl ester,1182101.022,1770427.563,1599603.594,1488652.028,1161956,2558050.766,2491237.667,2307192.764,2395939.191,1084287.839,2269019.257,105412.0477
PG(30:1),357191.9249,249763.3805,198577.7335,187749.8112,338459.4829,452103.9924,355926.8447,296677.2202,437067.3474,264767.0168,419116.9706,32538.48233
LPS(15:0) | PS(O-16:0),587989.1235,442690.9575,406388.2305,444688.2363,543349.6748,746453.0864,852014.9805,704137.5186,805262.6763,597151.2236,749788.8691,249046.499
[TG(56:7)]_FA18:1,340874.0443,181032.2515,198384.2123,203074.2147,528881.1432,425047.0676,408714.6545,328751.3834,441096.5532,341164.4287,403825.7281,27713.28201
"Cer(d14:2(4E,6E)/20:1(11Z))",209008.8124,46899.64323,42096.18261,41912.40344,201100.4325,125015.1893,137896.8106,144566.2098,119709.7867,162236.9303,98023.76709,14277.06103
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",184744.1328,50829.14402,55059.60381,49685.32377,150786.8496,140439.5302,144074.4099,123120.0092,114293.2685,156888.2523,124176.4082,21690.64157
CerP(d18:1/14:0),11618.20083,3992.860283,5006.020344,4916.460297,7138.220528,9966.080677,9004.720612,7684.18055,8039.740547,12691.98098,7531.100636,3557.380253
CerP(d18:1/20:0),10754.16074,5235.540405,5879.280411,5040.100372,8909.520699,14133.221,6797.900425,7319.500511,7806.920509,12372.80092,8038.500523,3445.200245
LPG(17:0) | PG(16:0) | PG(O-18:0)_2,1347250.795,1027839.774,963803.9531,2589039.737,1507320.59,2609481.832,2987071.941,2264503.698,2087696.087,1760994.144,1528264.503,295538.8423
PG(34:6),240843.8777,179211.2341,176700.2531,163823.3534,241833.3367,326688.3805,293202.5187,245224.5966,318732.145,214792.3135,449828.814,107167.8872
PI(O-40:1) | PI(P-40:0),66117.92482,149653.3698,158215.731,66134.70416,120434.8078,265457.038,206877.5761,170768.5323,74008.34464,81692.40555,211829.2352,16029.32113
PC(O-42:0),868324.2593,713163.5874,677632.1265,688226.0474,781885.4438,906667.4131,1123165.651,1441545.92,1246362.271,881976.728,1258139.769,528668.5945
[TG(56:2)]_FA18:1,259826.2567,158819.0107,151831.9896,141278.5292,410354.3312,385782.1064,337668.2838,263783.0583,351713.8439,201237.0139,306923.7232,21827.40155
Cer(d18:0/18:0),58899.56306,13969.34101,16784.72132,14775.50104,46227.96329,28620.66228,33102.50247,19010.32109,32703.26182,64741.80531,39938.98296,3607.24025
LPG(17:0) | PG(16:0) | PG(O-18:0),1432743.71,1108041.243,1058704.9,2698057.299,1606797.458,2773573.955,3165259.512,2441865.867,2209078.264,1870529.587,1641623.837,320640.9844
LPI(18:0) | PI(18:0),354725.5422,583802.4507,574958.1952,234718.399,457033.995,976119.149,958249.6595,731079.9025,391925.6473,320745.9251,855996.2153,55850.34344
[TG(52:2)]_FA16:1,531411.5729,273669.5785,298613.3236,249985.7967,754893.115,1021211.797,561519.3735,509120.8711,635226.1477,400642.8857,577594.5342,29578.46201
[TG(54:5)]_FA18:1,729807.8675,350262.5827,435644.2308,383762.5497,772887.4319,1374228.326,593370.0531,545041.7358,700475.9625,506836.8947,744602.9821,28765.30182
[TG(58:10)]_FA20:0,393577.8116,240209.0925,209353.5956,211565.9326,470727.1495,550569.3591,462548.5319,366416.7274,515827.4167,303619.5235,522635.5588,17125.62131
[TG(58:3)]_FA20:4,3128168.699,2304720.449,1464829.619,1113327.342,2755058.43,3563687.934,3326866.683,3316439.277,2745673.641,2258472.331,2402707.265,22625.68164
20:0 Campesteryl ester,1144727.575,1786047.967,1579443.709,1524051.013,1136902.417,2559207.622,2569923.357,2290627.87,2371062.552,1090242.491,2294392.154,117365.7884
FA(22:0),6921673.674,4582128.8,4795007.576,5142710.807,5979070.087,8521965.431,7872872.572,6344006.309,10981694.14,6084197.79,10909498.89,1157658.54
LPS(14:0),2571.400166,2475.280178,1717.26012,2446.420181,2602.220184,2731.460163,4651.680347,2589.220173,4403.260326,2571.820179,3621.98027,1648.120121
LPS(16:0) | PS(16:0),473663.1899,379116.0881,361173.6244,334929.3387,678637.5548,716102.7594,672044.9486,693353.2583,682023.223,457844.8127,511780.4454,57923.06415
LPS(22:4) | PS(22:4)_2,164644.4313,118939.2305,104977.5872,108326.1074,134805.4482,199440.7107,211196.5154,187779.754,208773.1147,147134.89,197159.5906,53931.08398
PE(28:0),203863.3955,151840.4733,131070.6293,134240.691,48348.50334,119515.7504,276017.34,234394.3782,277953.5569,55892.18396,258425.2219,22093.26157
PE(44:7),146628.7931,107147.3487,93520.28625,104200.5675,83542.10568,121010.7888,181369.0546,172737.074,203687.9355,61310.66309,214019.3185,21991.84183
PS(40:2),380419.3448,271281.3369,227553.7769,225845.4744,440020.755,515097.5988,462837.8751,420985.7512,466511.1697,285014.1842,450429.3538,44190.78339
PS(42:6),309265.143,205797.6335,198059.4127,180201.1534,374655.5061,429435.8496,388287.4042,283978.119,397057.9098,251583.1167,378651.7698,45000.9032
PC(O-42:4),973863.6289,762928.332,747743.9937,764094.2188,879014.3633,793092.8462,1143750.676,1501787.052,1323971.603,924333.1313,1361916.549,565938.3765
[TG(56:8)]_FA18:2,335503.7013,180809.2124,194150.5178,194194.1745,529687.4623,434044.6497,420256.6483,332568.3614,427963.35,322913.2667,398830.3661,28317.72208
LPE(18:2),224193.0762,141004.5294,128413.9087,128386.1902,90838.90782,136172.5284,285018.0027,255247.7386,274819.7609,115647.9488,265155.619,24069.14197
PG(42:0),196884.7933,126970.8675,126291.9881,108420.5661,218660.7942,272096.8002,224298.2948,170286.352,241735.8967,164147.5527,229800.5176,33003.38254
LPS(22:1) | PS(22:1),226761.7938,150248.052,131134.0306,129876.451,205776.9133,269892.482,259571.3521,208517.5535,265791.9781,168389.035,257190.2179,37010.66266
FA(14:0),1317589.091,917222.4418,1272058.184,1413208.006,962383.4089,2134576.408,1649321.162,2203333.132,1756517.399,1445323.816,1833101.916,369149.4466
[TG(58:1)]_FA20:0,492964.9186,296188.5596,258870.9769,242897.741,608024.8823,613487.1769,617856.3758,451064.3892,557004.4791,400982.6889,486739.7138,16241.12103
Cer(d18:2/20:0),11560.34078,4815.320366,5962.760448,5139.26038,6983.200474,7836.300537,11238.88081,8664.820614,9185.100708,13204.94107,8108.960529,3652.140247
PG(O-30:1),546576.8605,391391.8873,283071.7779,271270.1969,473201.4722,723571.67,502406.4716,451383.8553,725813.0302,422032.4695,701164.2264,25890.90164
LPS(22:4) | PS(22:4),167085.1912,116425.1883,108471.8279,105502.3057,135150.6289,202770.2947,215962.5353,180810.3323,210464.0149,146965.4514,189218.4568,55004.08374
PS(44:7),256080.0211,142762.1505,136770.6291,121351.7899,247236.1167,365131.4265,230218.3356,178735.8737,298917.8832,196295.5344,335466.8259,31940.16223
LPG(18:3) | PG(18:3),297249.4011,203364.1558,169859.4917,153318.0892,274899.8173,353373.2176,344942.102,276304.6216,338470.3855,215071.5798,329259.6019,79696.88586
CE(12:0),197343.8727,298812.0204,268495.2184,242585.5782,209393.3149,471268.2763,465737.717,389253.7263,441917.8124,194175.0741,407434.0056,39510.12279
PC(42:10),963677.4404,770646.29,744808.6782,752997.25,877685.4771,779542.1958,1140428.606,1507208.833,1325045.804,946356.6479,1337321.118,577984.1023
[TG(56:8)]_FA16:1,376022.311,218466.6572,219766.4763,188220.3339,541437.3069,565595.1183,416030.3117,347731.8066,475961.4331,295822.3658,455905.8345,28278.46216
20:3 Campesteryl ester,1150791.185,1799453.694,1627509.477,1530814.948,1197734.925,2648200.317,2575401.761,2416128.058,2507091.575,1070385.476,2289059.654,103799.047
LPS(16:1) | PS(16:1),551280.3181,382029.6799,292830.5203,302122.0226,459613.9349,640442.2294,712378.73,539393.0594,655008.9647,436786.0775,578325.795,56592.32416
PC(42:7),879034.6582,713774.188,672511.3564,694995.8433,791795.0352,875279.3857,1115305.779,1438241.601,1249567.842,884260.2998,1263433.386,539166.314
PE(28:1),334812.4429,257721.0185,213160.9932,189294.7338,98400.52635,218474.9962,411463.1264,392623.915,453649.4125,74186.9256,446236.0697,61415.44427
[TG(56:6)]_FA18:0,498578.5751,241085.9979,296544.5167,265217.095,757986.2451,617434.4608,600305.0256,460067.0496,592187.4258,492855.2535,585436.0234,23560.52173
PG(O-36:2),343491.1467,229116.9759,216334.8997,207973.5515,338099.1846,416546.1051,420618.8917,325658.7616,435158.2511,300419.6423,359719.5453,37147.74243
PC(P-42:4),961436.6792,770152.4507,758650.9536,752766.1724,865711.3105,794157,1184881.819,1506405.576,1319337.032,921276.5103,1347133.104,542017.6797
PI(40:7),98580.80664,185967.3964,168244.6116,71650.2247,132422.6907,330747.2438,254658.2565,211738.1755,82584.96573,94211.56572,281686.6178,19037.72123
[TG(56:1)]_FA18:0,364321.6871,208361.3748,220156.6342,172968.1331,615438.9001,557639.6531,468483.1087,357301.7007,465033.4513,332948.7634,401447.6299,18079.84123
[TG(56:3)]_FA18:0,425965.7715,206803.4554,253713.7788,215117.8917,469312.7503,546270.564,431665.9523,367089.1275,463977.83,315477.6799,502065.8104,16605.58113
Cer(d18:2/18:1),23423.34203,9690.520561,8167.540573,7489.980625,20233.56133,17137.78114,15650.60113,12971.90088,13706.6011,26574.54211,19004.88126,3670.640255
LPS(15:0) | PS(O-16:0)_2,543818.96,423342.9443,383482.9082,404341.1743,517298.8804,692118.2505,785882.9785,653496.1167,747715.6494,552752.8008,677510.1118,201574.9551
LPS(20:2) | PS(20:2),302291.9021,189633.3976,160201.1509,138582.1503,267784.5384,346964.5247,334275.2045,284185.52,317757.3442,199067.6942,302011.6573,40446.14301
PC(42:2),724020.8184,603570.52,554204.1575,557439.7969,651775.7075,717966.5725,928658.2217,1194546.049,1009261.316,727258.0542,1025764.208,519216.0569
PE(30:1),263585.7999,182006.933,142165.4705,162560.9318,62698.08417,140576.1325,327086.7638,311103.6404,368533.4504,58868.88434,362435.3793,21725.74167
PG(40:6),655951.5461,417557.8696,465407.3159,375962.8047,879278.9209,1211979.51,667205.4446,469582.473,858567.5186,618956.0234,868988.9521,40265.44312
PE(32:5),117501.0679,92004.62659,82329.08606,83683.50616,47143.2034,67977.9039,138591.0291,122512.0291,138023.011,39868.40274,271022.9403,27067.94205
PE(44:4),119267.5076,76227.98547,77034.90558,80484.98535,64390.14478,85257.08511,145162.4099,130113.2296,168490.0126,55563.74348,161767.133,21153.60163
PG(O-34:4),165754.0321,116874.069,109070.4468,107758.3896,152112.5116,222414.2969,198009.8729,158818.8292,205102.5149,141674.9877,191988.9921,31624.2822
[TG(56:7)]_FA16:0,375158.3829,196600.5731,209005.1945,180863.2909,528264.5978,573740.3778,419765.0693,340960.1265,470613.9152,316495.4242,459346.0515,26866.78165
LPG(13:0) | PG(12:0),89299.76678,70133.88489,64019.06427,71952.20557,69799.82581,107043.9479,113608.4885,109661.1473,116035.4881,84606.02679,103994.7464,41527.92291
PC(42:11),966276.7734,769949.2808,734907.7544,762818.5923,869778.6035,811400.9634,1150832.378,1488859.197,1320305.554,943704.4326,1355262.946,575649.374
PS(O-34:4),206721.2171,137910.1902,116889.2509,127677.131,177093.7735,237668.3373,244206.7168,189280.4151,236605.6564,164309.8727,238087.394,42491.90286
PE(32:0),384743.5864,310430.7219,295772.7849,290000.4824,88252.74617,222734.2773,516356.0757,573076.1632,539952.6377,105349.6859,595593.6959,68313.10512
PI(34:0),160812.631,497633.9092,462999.8115,307403.4011,247297.8986,839067.6621,617420.6201,609070.2881,215917.7953,243879.7583,643513.1279,143389.2286
CE(16:2) | zymosteryl palmitoleate,539949.7183,891150.3662,832757.7119,889896.3604,560162.5383,1263222.118,1241483.531,1206008.562,1263038.631,604268.1017,1390025.294,93003.58646
PC(42:5),792167.0864,665170.0823,606565.6821,618759.6646,709752.1694,742914.2161,1043634.348,1309041.077,1120072.787,792129.1089,1124751.469,575235.2268
[TG(56:8)]_FA18:0,486095.6357,265887.4808,267082.7567,235469.4786,801795.0363,710838.5499,650711.2661,515516.6129,625430.7079,445147.5729,564336.4789,23188.56172
20:1 Campesteryl ester,1097204.691,1778618.56,1619703.5,1515908.355,1086778.356,2585693.243,2556160.831,2325912.202,2429942.869,1107220.668,2284697.731,107014.4071
LPC(4:0),205610.4561,166035.6689,157454.0513,190191.2517,152522.0708,89572.50598,349543.2065,300660.083,312636.6853,207182.7754,274238.3188,94658.54596
LPE(20:2),214706.4945,140756.7283,123844.7497,121559.509,94402.40729,159876.41,237732.1934,206556.1758,258069.2802,95067.48827,285324.9243,30745.60207
LPE(24:1),176090.829,91771.68585,85418.98602,84561.80542,34447.62256,85684.94557,169495.5312,181812.3732,175290.1533,54655.28415,175639.9126,22666.34161
LPS(16:1) | PS(16:1)_2,556970.4844,381692.4845,286172.7213,302643.7018,460219.3759,618594.8472,726742.2174,539518.77,632395.7415,440900.8102,567598.459,55243.7641
LPS(18:2) | PS(18:2),383580.2336,268434.601,207652.1163,208859.4976,349691.2206,438895.1532,481084.0522,359854.7406,446639.3658,288482.1952,408433.4679,44405.80292
O-(13-carboxytridecanoyl)carnitine,1420752.526,1037204.314,1103590.747,1056569.147,1198927.591,1673617.695,1308543.545,1237676.927,1662664.673,1354481.628,3354728.341,148203.6897
