Sample,cKO_injured_1,cKO_injured_2,cKO_injured_3,cKO_injured_4,cKO_injured_5,cKO_healthy_1,cKO_healthy_2,cKO_healthy_3,cKO_healthy_4,cKO_healthy_5,cKO_healthy_6,Blank-1x
[TG(60:5)]_FA20:4,395748.0047,249983.0394,213379.6967,194124.5528,403383.9723,567521.8964,578489.2616,555569.7542,556172.9791,357602.0623,488063.0154,15893.4211
LPC(20:4),276104.4583,156094.8547,154568.5705,161671.6119,179100.6159,113984.9885,437948.3777,339478.1721,422153.4059,247939.8389,462202.0824,24218.16156
PC(40:3),1766959.164,1281832.29,1332435.375,1345578.364,1610065.476,1347057.428,1806231.029,2181333.769,1916462.333,1309727.984,1890402.613,538040.6541
PE(P-42:0),142662.2115,111683.4676,99262.82776,105255.688,78383.68578,81756.52634,164583.5512,149885.6309,169749.2515,60039.92436,173706.5338,23440.26163
PI(40:3),63052.00479,96968.14783,93773.86642,40490.50282,82124.26598,201910.4349,178970.4119,144729.3707,67923.00469,72985.40587,189378.0119,13472.56097
[TG(60:6)]_FA16:0,119110.3285,65280.50455,64732.08472,53737.70424,157460.0513,191713.0526,175989.8334,132585.6303,177372.4104,114835.1482,174513.4525,13776.6209
PG(34:5)_2,415989.0264,194735.0361,180542.6729,160853.811,244957.4382,297812.4236,301760.3805,260421.0999,283080.755,226131.2538,271270.0807,142017.0102
PI(36:8),78546.14547,165993.672,155439.7703,86038.18634,110511.4485,375411.7485,289192.9207,255298.5798,84622.14584,105056.4681,285186.2581,33698.04199
PI(44:2),31178.94232,45610.72351,47416.34282,21554.12134,33571.0624,97688.80651,95517.74713,68000.42427,30739.72252,32782.04267,88158.92734,8770.920696
[TG(60:2)]_FA16:0,99826.28668,49465.82385,55002.50412,49473.60323,123142.2883,150431.6707,145617.7916,110057.7475,148509.3506,96897.82727,142809.8704,11103.90083
[TG(50:0)]_FA16:1,232856.6381,141301.6277,125688.9679,129486.1884,253558.4988,378971.1288,333380.424,292271.7218,340711.8584,217341.6379,321212.0184,29583.42227
[TG(52:5)]_FA20:0,170672.8909,92628.2468,84606.46651,83499.1665,164409.8928,229406.4569,264955.8153,187008.2734,234010.1146,144461.7099,208026.9547,14889.42102
[TG(52:2)]_FA18:2,497998.8311,334034.582,345208.7446,483910.3604,552075.5195,1091743.611,767996.0112,685154.3652,847378.0835,663493.2813,783753.8965,174072.2913
[TG(54:5)]_FA20:0,172723.6715,96507.74608,85901.74625,82737.74591,166227.8309,239785.017,270339.1594,194889.0729,236670.5743,137351.6109,208612.0551,29505.54219
LPG(17:1) | PG(P-18:0),350984.3846,265655.0639,220416.8345,179942.6513,365427.6383,375376.6917,370892.7481,271106.9222,350423.5687,258443.5367,310409.8798,38608.14288
PG(P-28:0),815623.6967,620810.3622,487342.8227,382049.8903,965319.5535,936214.5248,735541.8091,580403.2755,869881.9504,586152.1479,843838.1743,26255.30191
PG(P-38:6),582268.1838,388217.7916,374311.8267,336125.9625,731120.3853,733904.9333,560735.9431,442904.1746,602674.6549,477258.5588,531162.3988,77976.96582
PI(40:5),87978.14712,149689.1301,146254.6908,68136.30482,120978.3278,301269.8588,282824.3372,243270.6385,111231.5061,98694.90749,275016.6401,37833.0429
PI(42:8),54646.56366,87746.50662,86199.3056,40429.80261,62314.92441,191498.8926,166300.6323,136221.7496,56945.58459,58278.10368,151991.8494,11058.12083
PI(44:0),32081.5825,53073.76361,47223.28326,26581.14209,47740.06354,118859.8282,92362.56702,72385.42535,42455.7031,33978.58224,112928.8669,8728.460625
LPG(22:0) | PG(22:0)_2,193135.6166,139194.9087,152372.6504,143020.0302,255790.7175,239701.9348,205008.6554,167407.6509,223272.3978,158929.1913,264224.3539,66089.62439
LPS(17:2),676916.1198,489419.3548,431193.0701,356322.4666,765931.8461,689441.5092,780882.5385,572480.9342,682391.0377,479773.4198,610642.6171,70314.66547
[TG(60:1)]_FA16:0,97576.68773,53406.9035,53118.54373,44703.06313,138606.1285,163896.0726,151571.1517,110642.1281,150954.0711,92215.2066,139520.43,11866.84082
[TG(60:5)]_FA18:1,114852.0876,63118.24371,62628.22519,62918.16388,131455.1282,160972.1525,181618.0114,139980.4506,179307.6537,100595.5466,162522.031,15004.24113
PG(34:1),412716.8259,263830.8752,280731.3173,257390.9989,415041.5072,503048.7954,387304.4475,298742.2249,425268.652,313425.6598,380248.8661,40589.68286
[TG(60:4)]_FA18:2,107619.4483,63602.16499,58462.72386,62378.50369,127056.2892,166589.7319,171025.1111,128199.4095,172589.7118,93711.04654,163775.0122,16555.28116
[TG(50:2)]_FA16:0,515227.4989,297415.9568,294649.9415,315465.025,525887.6741,1418989.04,516995.439,539888.7543,757353.1365,374886.1427,631115.4248,99566.4071
PG(32:3),218500.3732,139889.1697,133219.3693,118180.6077,197675.654,395543.3275,259791.3785,173804.3713,334539.967,208479.3131,370231.1461,42340.86276
LPS(20:1) | PS(20:1),305192.72,249981.7969,225154.3147,228155.1978,297853.1223,342996.6455,352967.1829,282293.8438,330129.7861,251522.5762,319639.1423,120697.0684
PG(32:2),481576.9073,327239.5453,326152.6035,365971.9432,507485.3145,855293.6554,980400.53,655638.2599,704428.8656,590695.104,537488.9125,55113.164
[TG(60:10)]_FA16:1,101320.5078,54406.06387,58705.44357,50817.44312,129834.809,160219.7909,156977.0097,112943.2068,154243.83,100151.5853,143733.3307,13787.16104
CerP(d18:1/16:0),15802.6012,6055.660408,5953.600414,4964.380322,8396.160614,9585.040691,8889.440536,8248.420582,6964.8405,12876.82096,6663.720493,3982.920288
PI(36:5),41294.16343,96134.82654,89106.76724,43783.14297,61814.34351,196831.093,171035.6129,138924.8306,55710.68417,50175.14423,162680.3336,14904.64106
[TG(58:0)]_FA16:1,193531.7324,115156.7078,110161.1481,98626.50739,242881.7982,307107.7839,295936.5835,248521.9591,281722.7762,195107.4525,263982.6798,17900.56123
CerP(d18:1/24:1(15Z)),6626.800449,4014.06028,4453.880306,3970.120289,5641.260429,5647.220406,5208.660343,5517.880413,5522.160374,7005.96043,4906.820389,3529.420261
PG(P-42:4),257527.3204,180939.711,173445.391,139761.25,317739.2842,305963.92,277757.2221,202261.2768,274778.7018,193955.5916,249542.6559,28527.80197
[TG(60:0)]_FA16:1,104743.4876,59711.30475,56377.78331,53154.54437,134086.2706,165597.8119,160750.2906,113569.2276,161251.1298,101873.4064,151731.9103,10414.22076
LPS(20:1) | PS(20:1)_2,297623.5986,232605.0771,214565.3743,214908.9719,291830.7844,322022.002,331288.5259,272964.8171,322359.2656,235085.7183,318584.9644,116644.689
PG(O-36:4),307997.3196,236203.4954,184540.5341,168538.5517,310107.8212,362765.5679,299925.1989,229211.8554,312568.7644,230440.4377,272195.1987,36721.50235
PE(30:2),332032.8209,192829.6717,178352.0303,186522.8347,65966.50491,153025.8909,500791.056,432409.032,512251.1688,67903.48567,535589.9158,20103.78152
PI(42:1),32220.54179,65364.68408,64517.92419,28363.58201,54959.40429,144168.29,118791.3484,96317.62704,45413.603,39374.94256,117827.1285,9612.860683
PS(O-40:3),237450.4791,168018.5733,159677.3888,163520.0537,319065.8802,285672.1405,268743.8412,208488.8759,273128.9401,185342.3094,266474.7377,39465.80273
[TG(54:4)]_FA20:0,289477.999,143189.6896,130856.0889,128807.1892,251532.6586,381488.0238,383775.1837,289034.6006,364290.965,235462.9973,318209.0578,16721.68124
[TG(60:6)]_FA18:1,129689.4496,74003.96542,74140.146,68994.00461,160830.1094,201424.1148,211491.7355,158329.1122,201122.9527,113095.2282,186501.711,17771.96114
[TG(60:7)]_FA16:1,124556.487,61476.8038,62334.88412,52172.10445,157391.59,186086.3317,173293.1909,126912.8076,176178.993,112038.0481,170408.5512,10640.26071
[TG(60:8)]_FA18:1,158661.6513,87315.5462,88560.08618,92159.52594,183694.1145,260304.8198,229296.2769,188913.6932,252463.9786,133638.0085,233737.9155,20124.00139
LPE(15:1),440340.3593,232436.1163,219429.22,252640.7328,189708.5554,338354.2309,648584.7823,586841.5498,589132.1626,239576.6125,533156.3378,21762.46159
PE(34:4),165026.9323,129005.571,111391.9877,113357.2084,47295.90361,68033.96487,206753.8731,182114.1137,188360.8913,43132.80304,184431.813,18012.84109
PI(36:2),132938.23,271711.1608,259919.5405,123166.7486,208397.7164,861552.5958,385134.6497,335214.6443,149710.1496,157773.4315,404277.7319,33909.98235
PI(36:7),94168.06682,164787.0319,146959.6702,77226.80527,109239.7474,336147.4467,295407,258990.0576,76987.26587,90317.98557,299995.6426,29079.44165
Cer(d18:0/h24:0),10651.36066,4615.180305,6091.120419,4376.280308,7056.040539,9806.360626,5864.660419,6334.300484,6146.460518,8396.480572,8194.960629,3490.580276
LPI(20:1),137736.3501,269771.1567,244812.533,132180.9886,106441.2277,449649.8916,482204.436,396791.2478,170050.5301,94684.20767,519645.5002,60406.06421
PE(30:0),203354.6359,161646.812,144590.4514,153276.3507,73854.28503,115460.5881,243500.5552,214218.3956,258005.7394,64001.46426,242442.9202,36323.60236
PI(42:4),36602.66267,65351.60428,63910.12436,29900.2023,55366.98436,128782.0269,129501.5098,99871.56775,38731.48257,40981.76303,133155.3098,12828.10088
[TG(60:2)]_FA18:1,100495.7863,62379.02429,61780.96404,63633.04471,132818.9089,170437.3534,163788.6302,136865.5287,171115.0115,97783.4863,151397.0111,16215.10118
[TG(60:9)]_FA18:2,154188.4297,89082.28638,84225.9064,92382.90686,185476.1944,246471.216,228828.4551,187043.4915,258765.2973,129139.9666,235812.7142,19515.9014
LPC(20:3),285205.5403,159696.6154,164531.0114,169519.5731,193720.0569,110209.9077,441076.0514,358117.3063,446293.1932,255894.896,473830.7964,27583.96194
LPI(13:0),2359.680176,2023.24015,2199.780151,1681.380108,2441.200188,3154.940182,4389.640327,5067.480434,3119.540237,1559.700089,6502.620594,1893.120132
PI(44:7),40407.36255,80920.76678,65964.82407,30667.38178,48534.14327,147758.6499,124684.8085,90847.2258,51740.80423,46152.42352,149410.8095,12598.94096
PS(36:0),594087.5796,394780.2087,352507.1436,363988.4224,733827.8132,687576.2024,612319.5442,473694.8312,640511.0327,423604.2329,624432.262,62593.28467
LPE(22:4),100648.2473,71909.58466,70896.34503,73712.92523,39134.22308,69575.62598,113083.3287,103350.0075,113802.8291,39916.50304,104100.8272,53795.5638
PI(42:5),43210.4827,79134.04544,77637.70544,35975.84259,63081.28453,160829.7503,148909.9106,118436.3082,59858.82407,48631.78379,143900.6102,12735.60089
[TG(60:9)]_FA16:0,105261.0278,52994.38406,59962.00418,47642.58304,136432.1092,156840.3303,153345.1513,119448.2082,153694.0907,102654.8481,142057.1305,14348.50113
LPG(14:0),1707.560116,1595.180107,1678.860107,1783.120144,2049.700134,2163.060143,1984.980125,3049.180225,1969.500149,1736.240128,1941.660133,1538.660114
PG(36:0),569247.2407,366310.4263,379452.5087,330485.48,709396.5759,720560.4719,561220.0428,432541.311,593278.7308,473357.4565,534656.6382,72060.52527
PS(O-34:2),325949.6228,178745.6951,171244.9326,184110.7918,290725.2451,463635.0352,428928.2559,322410.1207,477532.4951,279736.8615,469841.4128,41831.92297
[TG(54:1)]_FA20:4,387416.6636,235995.42,196661.771,185757.0716,417537.8065,558620.8281,543267.073,501009.6967,531534.1132,345728.4509,478711.8592,17521.38136
LPI(21:0),63727.78397,170091.5719,205166.2754,106164.5684,64398.00465,367333.7472,348141.3428,276674.0417,101697.4659,73478.80579,302147.1062,41685.24307
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,1773598.326,1780104.452,1550610.185,1607952.223,1668788.759,1908898.226,1574604.477,1667023.761,1676924.243,1899879.399,3586422.092,327414.4421
[TG(60:7)]_FA18:2,126198.9695,74359.58479,72748.46512,72972.52615,162676.5131,194703.0961,206126.0927,159784.5726,205310.9346,116437.6275,184464.1318,18330.28137
PS(26:0),552303.9723,394702.5233,345802.7086,360217.3046,641479.6324,622378.863,652650.5861,457259.3506,604865.719,414181.2628,545798.8164,74948.48523
[TG(56:5)]_FA20:0,169766.1337,92233.8468,91579.04626,87906.14621,176668.4522,249038.0608,260316.6194,195038.6143,238418.7567,141806.8531,210772.437,16373.52109
[TG(60:11)]_FA18:2,116222.6863,68284.30498,69016.96536,61665.26414,128695.0294,164621.7735,180521.2316,139667.7483,178831.9117,103351.8073,164385.6922,14582.46103
LPC(16:0),464270.0757,268989.752,277612.865,313196.7611,322578.6217,207960.6139,751209.0629,687954.7913,742609.9812,459523.2281,653266.9507,25482.34192
LPE(18:1),220903.9721,148269.8319,129209.6093,140427.9714,82256.30573,133288.6734,228586.4982,199565.9954,223247.9963,92619.48605,211999.7927,26164.48164
PE(42:5),150330.8106,110446.4671,105016.6681,101022.4471,82692.32652,91298.84683,175965.3726,146468.3905,177972.3129,65465.68494,176245.6107,22798.12152
[TG(60:3)]_FA18:2,108332.9476,63481.06403,59503.8042,59509.50465,136654.7908,171487.1109,170314.913,134057.5703,168140.7705,95279.1866,151840.2899,15361.4411
[TG(60:6)]_FA16:1,109259.3683,59537.68474,62313.64438,52209.84373,151491.371,175926.593,166886.4539,123055.5684,168254.2112,105382.6072,153756.391,12522.36096
Cer(t18:0/18:0(2OH)),10695.60065,4463.580273,4968.520317,4164.380299,6341.840416,6127.060444,5566.220409,6449.300476,5493.120373,10643.92088,6062.740456,3497.12027
LPS(14:1) | PS(14:1),2548.520184,2015.440159,1984.300133,2523.420158,2161.760162,3056.360207,3058.600224,2653.120209,2396.380199,2211.20015,3371.720242,1661.800129
PE(O-42:4),134133.5685,103294.647,96063.86603,103244.8478,78952.30561,85957.72548,160828.6304,155788.1703,164648.9512,58161.56429,161605.7107,26252.08164
[TG(56:3)]_FA16:1,195304.2944,104059.5669,125582.7688,104110.5663,307602.0173,315044.9404,313649.6045,242539.3813,311219.2191,187478.8333,358884.8874,16621.94113
[TG(60:2)]_FA20:4,288717.763,148802.2501,148721.9115,136599.5097,323739.323,388338.7254,445853.0814,319163.139,396655.0486,254103.4984,352414.2875,15346.02125
[TG(50:2)]_FA16:1,409050.885,263390.738,264607.619,355036.0276,476163.9729,850508.4229,623032.1003,565247.1794,652769.2329,454426.1277,626692.6453,95947.7085
LPE(24:0),116141.7678,86753.82581,75939.32513,82654.48444,37722.56253,64809.56477,125309.9081,117642.7687,139462.4908,38153.24261,134153.8293,27012.82214
[TG(60:10)]_FA18:1,114021.7283,67505.76447,66977.60556,63679.20479,132527.0314,174399.2498,181361.1512,141003.5092,181027.2937,96634.10593,158971.4316,15195.62105
PE(32:1),196239.8914,143173.8292,119675.2877,127967.5291,57290.40376,75029.02597,200357.4968,193769.9738,250487.6373,43189.66331,243728.7573,17316.44125
[TG(56:1)]_FA20:0,531300.8143,282964.6378,261266.9791,281126.9426,526847.0176,827018.0028,761720.0062,562480.1048,703201.5909,460987.5502,589593.6991,26474.42172
[TG(58:6)]_FA16:0,188515.8326,98127.36641,102565.1667,82494.40573,258369.7373,299972.4828,266671.3781,200468.5732,277511.1607,180898.5734,260157.7162,13126.30089
Cer(d18:0/24:0),8249.520569,5086.500324,5041.000397,4342.02029,5743.580441,7758.340557,5579.68037,5288.38039,6024.440388,8357.280689,6652.860394,3560.520267
Cer(t18:0/20:0(2OH)),13448.2808,4697.080353,5225.560394,4436.980297,6906.960484,7116.700504,5693.400425,6556.300514,6061.700386,12915.06081,6542.200546,3679.140259
LPC(22:1),605752.1035,372795.5869,411594.0078,443719.6333,433334.9727,340081.9453,954584.2344,786173.1426,999481.9927,618310.3989,1171271.549,180291.574
LPG(17:1) | PG(P-18:0)_2,351303.1052,254783.3021,218871.3128,182135.3542,358457.9473,382271.6891,368220.9219,275733.238,349745.0423,266985.816,311214.6211,36520.54272
PE(16:1),205148.3539,138841.3706,116196.5093,141024.0501,98413.7471,161625.6516,306120.2374,274111.9633,315592.0033,174546.366,281257.7609,30637.90225
PE(32:4),106478.0883,71835.18445,68205.02478,74449.04517,38463.22267,43754.24385,122534.8889,109562.3675,124433.0095,30070.90219,128274.1092,20984.22145
PI(32:1),135429.5501,389068.4456,321891.8596,168211.3906,159928.2522,891038.9023,450935.5522,522741.6094,180350.3326,137933.0903,566012.5144,78118.56561
PI(36:1),95316.5067,247962.3773,231787.9377,101731.3052,195842.1942,669885.2551,366664.9255,319145.0228,139614.2499,118648.4459,377150.9659,23389.82181
[TG(52:5)]_FA16:0,170213.3914,92891.32562,94264.04596,80993.90558,205042.3339,279717.4196,245883.1965,183704.8122,230902.5972,158139.6686,222793.8957,19347.08128
PS(P-40:2),232909.1187,165008.2515,157058.6929,156847.2508,306184.8793,285928.5594,260754.8763,207313.0345,281533.5229,181903.7121,254761.2402,39613.46295
PE(O-34:4),118512.1487,92436.0874,77147.72522,84206.14655,43411.16364,60685.16505,139004.0916,128404.0882,139276.3298,35076.60266,146092.9498,19748.64154
PG(26:0),441138.7932,327400.666,294079.802,286017.6012,537349.6135,519202.9747,526431.6218,384206.1838,494506.0625,363876.9872,432202.2568,55122.60382
PS(O-36:4),350710.2615,255723.8998,202829.1943,194655.9337,351271.7085,418457.4902,342956.1428,269096.6364,350928.8678,252858.3786,319981.0803,40284.18286
[TG(58:7)]_FA16:1,179775.5527,97458.04758,99271.12759,83458.88602,266987.4588,298466.1998,263755.5408,199170.8334,277234.8192,176636.1934,260363.4197,14512.14101
22:2 Stigmasteryl ester | 22:3 Sitosteryl ester,1411064.492,1234223.143,1755265.529,1145405.705,1776501.382,3810795.369,2620927.471,2133095.015,3454421.276,1198484.371,3035190.985,31807.14226
PS(P-38:6),631765.0533,414040.7651,367907.7502,370947.7631,756380.3081,716181.8282,656900.0313,506027.7344,674129.9587,451330.0508,648412.3877,67316.5448
[TG(60:5)]_FA16:0,112157.8678,56708.48412,63117.54343,52177.48355,151508.4122,176091.7119,167830.6324,122962.3691,166740.7321,104783.4678,149052.5511,11480.28087
LPI(22:6) | PI(22:6)_2,53779.18314,152772.7292,233972.9796,81881.52655,62782.96405,321533.6259,329236.3004,285680.9789,110612.2464,55489.26367,298375.1249,26207.44183
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",379141.7103,155309.1732,180163.0532,157777.6111,362981.645,299923.6018,255387.9159,236360.5173,233031.594,380034.9265,243380.7337,65333.78468
[TG(52:0)]_FA16:1,243820.0178,128497.19,130935.2687,120412.5882,292966.6216,374363.9863,337511.3237,262316.9013,344345.2053,229205.8558,324735.304,26867.20206
PS(32:3),295441.7226,164521.6925,145890.1097,136054.8915,269918.4583,486723.7829,290083.1213,212258.9952,409387.0309,228806.3549,478687.0276,40933.703
CE(20:4) | 18:3 Stigmasteryl ester,1413656.829,1763978.191,1695153.73,1684684.029,1197864.366,3228495.276,3761119.874,3028089.337,3430672.854,1174486.855,3133886.035,80782.82581
PC(44:1),85972.80605,55594.94365,54015.22397,53153.18364,72574.00562,42390.88302,86414.306,81140.14569,91747.24628,69293.40553,93111.68755,12209.90086
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",2312001.083,1738335.974,2065626.077,1727886.14,2302781.202,2612464.254,1584487.484,1759009.056,2210718.679,2266709.955,4539267.546,114023.5872
[TG(54:6)]_FA16:0,422402.5867,213705.1337,249320.9552,213494.535,675760.2568,503288.5515,410402.7668,323188.6615,432231.0098,374715.9496,424398.1118,25934.12177
[TG(58:5)]_FA16:1,137632.0909,71376.5249,75052.8656,61425.06436,188306.513,212707.4124,212352.2567,143917.33,197042.5538,130304.5883,182726.5925,14173.82101
[TG(58:5)]_FA20:0,271665.2187,146611.2308,134612.0294,147342.7292,277704.2967,346337.4653,408205.2102,307024.0984,373566.8231,240867.2555,333194.2412,16353.98121
[TG(58:6)]_FA20:4,305005.5255,163323.0536,163234.2691,156756.3534,339242.0087,453768.1634,442052.7683,337584.5264,421870.8075,270464.0571,384632.3224,17461.60114
[TG(60:10)]_FA18:2,128015.8491,80455.3255,74708.84506,79608.5061,168108.3931,207993.637,209174.0355,165957.9507,208778.7161,125647.8691,179065.0112,18787.26131
FA(32:0),1627699.733,674255.7109,711338.7263,737285.1325,1068306.852,1734331.617,1505740.002,1382379.149,1968913.114,1286352.232,1962626.78,91830.766
LPS(17:1) | PS(P-18:0)_2,583509.739,425498.192,335033.5818,299295.5579,558962.3843,624522.5373,625166.5038,452999.9271,575313.923,409074.5247,507103.0968,47759.1236
PC(46:0),84539.86465,43482.04327,41389.58322,44082.16337,67858.46429,41170.92285,121038.0099,105558.4077,119622.0884,79237.38583,108082.7866,9926.480587
PE(O-42:2),223887.0395,177484.2908,162407.5112,170944.2506,122808.7693,121805.3284,272271.7398,302062.0823,297219.1787,74635.88605,266865.4999,25928.02188
PG(42:4),372354.8265,282876.1396,261858.0398,290601.0811,433790.5147,680220.4355,625087.2478,693537.5443,627152.4959,398336.1918,422826.5302,33507.36273
PS(28:0),2016389.821,1597085.248,1567272.333,1316606.605,2094070.574,3118515.346,2983871.77,3440384.549,3168465.817,2022465.905,3404248.456,516078.1244
PS(O-36:5),248967.2791,181131.0139,164412.0739,167772.691,244205.7153,281482.9779,264099.8988,220267.2964,268521.0204,192665.9729,250294.6367,58682.70447
[TG(58:8)]_FA20:4,227842.9338,126300.527,124923.5886,129915.1299,244449.8979,321381.4642,335968.3254,257628.6954,329809.165,203837.1732,313710.7414,17688.58124
3-hydroxylinoleoylcarnitine,5014741.151,4128478.869,3560631.717,4078099.068,5235979.012,4741744.405,4745799.526,4365227.453,4478813.756,5424324.594,8339720.118,259128.2783
PG(O-34:3),263077.835,152294.4719,156227.5928,152353.6305,227918.4194,381498.5707,342336.4637,251691.5962,393138.8112,237954.0342,383872.0053,34456.94208
[TG(50:0)]_FA16:0,406036.6499,259569.0164,266378.1409,356296.5671,469545.3945,811099.1255,615016.905,554270.1602,659632.1738,449431.4087,616745.9863,91281.6264
[TG(60:8)]_FA16:0,104405.8874,58752.84456,63112.52455,54460.46445,149927.0105,174367.6119,161512.6309,114455.2469,161162.313,111222.6881,149989.8719,12353.06087
"(11Z,14Z)-eicosadienoylcarnitine",1386486.881,1270323.089,1016258.368,1231351.063,1079225.223,1380411.956,1179871.067,1218773.585,1302167.092,1176849.589,2821156.537,283604.8808
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",4891001.678,4231218.884,3663724.659,4032598.902,5079197.524,5300942.361,4788771.525,3860608.943,4220326.905,5549661.711,8361298.293,263180.4401
[TG(58:10)]_FA16:1,135570.7881,70806.10451,75724.08466,64912.06439,184379.3349,211344.9744,205443.6934,152104.0299,193756.1343,127795.8286,182789.1144,14793.38121
LPC(6:0),145689.9502,100939.1659,85820.28674,93949.34692,109966.868,46456.12283,172230.1925,133548.0111,147730.9913,128806.429,148219.9321,43911.28305
LPE(22:6),109737.6483,81619.20538,77134.685,91343.82623,44685.00357,94034.66597,120651.8477,108251.4677,132974.2899,47797.6236,132317.8097,26118.66202
PE(42:4),121770.8498,90229.92676,86688.32587,82938.62573,60941.84413,59468.08463,143195.8898,125236.5081,157405.4703,53084.22397,146442.0897,26555.98206
PS(32:2),477915.6169,323738.6965,307046.0798,358944.405,480490.4739,814686.8622,911706.0679,599146.4106,678789.21,532803.7614,543608.0596,55436.16394
PS(32:1),339009.4083,235778.3599,201920.3319,214334.0734,328354.2817,401219.2468,317765.179,279615.3376,367736.5476,231496.1774,346481.0443,46530.3833
PS(34:1),425656.6527,271747.559,253868.3022,281297.0968,431921.3506,494402.2721,424005.8329,331467.6042,459547.8971,294671.0588,447669.1511,47011.12354
[TG(60:11)]_FA16:0,122919.3275,61683.92468,68274.82428,53944.20349,154259.9325,180420.3924,183894.4926,123350.1883,165463.5515,113907.5071,161755.312,13443.641
Cer(d14:1(4E)/20:0(2OH)),352775.8265,73086.10521,68521.08495,67024.16457,268380.7786,259728.3363,298516.8415,262638.4811,218441.3768,284883.2791,187449.4748,22665.30173
Cer(d18:1/26:1(17Z)),8994.660641,5561.480427,5500.640408,5028.260349,7561.900589,9603.160625,6734.68047,6623.92046,6226.300442,9878.820591,6638.820435,3691.480278
LPC(20:1),302301.2333,178745.5327,182315.5705,181185.7124,208767.8131,109580.3879,480360.1643,384867.2468,464783.4388,273989.5801,490068.9771,28432.30215
[TG(60:1)]_FA20:0,388436.0244,243462.1966,202209.9325,173375.4294,407217.8236,553422.8953,529401.9781,509324.5355,503115.0495,328381.8673,449365.0532,20744.52139
[TG(52:6)]_FA16:1,191362.4933,97914.22659,101398.4256,89749.50604,223454.7964,299292.3802,261134.1602,199058.1958,250919.9957,168457.4109,245537.7988,17700.60117
O-(17-carboxyheptadecanoyl)carnitine,1489063.337,1380802.62,1183708.62,1317370.137,1316068.204,1797572.379,1228290.782,1194125.824,1580914.308,1297134.158,3083917.255,309643.5224
PG(38:4),635988.4884,391575.3079,456699.9749,361818.4463,769415.0579,1019829.139,483526.1545,370469.8468,711793.9543,529654.5342,686857.4315,41624.20251
[TG(56:3)]_FA16:0,180359.0321,86024.40555,94564.64752,76075.80511,229306.7151,255844.3984,240909.8973,182004.0527,242161.8369,169104.1923,237572.1585,15684.84114
[TG(58:2)]_FA16:0,121471.1696,57930.4039,66203.8439,54622.62387,159204.9511,179351.255,176557.6129,124588.9698,167264.8716,112304.0875,161070.8914,13210.5809
[TG(58:3)]_FA20:0,192295.6931,105387.7284,102519.7668,99861.74725,206308.7744,266617.0587,289291.8015,210161.7787,268499.2972,164018.09,245381.0772,13927.94099
[TG(58:9)]_FA18:0,211626.2979,110091.3876,120918.0488,109893.1276,278935.2597,325721.6224,313712.023,244227.5736,297893.7194,205847.6528,291511.9213,18304.90126
[TG(60:9)]_FA16:1,106009.5893,63082.46414,63444.2847,48344.74326,149427.3307,169606.1327,159681.8719,123468.7878,157348.6705,104359.2076,151130.1517,12058.18085
LPC(3:0),134642.3682,79593.32477,76936.58569,93069.68634,83549.42564,38719.36261,225942.7351,181075.9697,204420.5534,139781.4883,183743.9956,17625.92133
LPS(20:4) | PS(20:4)_2,161863.972,111727.5294,90026.56628,102975.7479,133568.3287,223652.7562,238005.8326,189830.775,231250.5358,138207.5507,237927.8209,38723.02283
PE(44:1),103317.8879,76522.60475,70081.66463,77706.84503,74561.265,65582.04462,123888.1681,116143.1886,132059.829,47467.16309,134326.331,20953.92161
PG(O-40:9),215099.9969,153528.4916,146539.5119,129575.4294,268332.4387,271025.9423,235845.7563,178623.973,238757.6758,180534.3149,224540.0338,34467.90253
PI(42:7),61609.32426,97555.48602,89814.96613,46045.6431,85320.18665,203762.4959,173337.4528,146258.0298,67430.90431,59999.36453,182907.6528,18616.02132
PI(O-36:1) | PI(P-36:0),60271.32434,172158.2325,156144.552,92458.02728,115512.6277,363234.3862,278188.4585,248570.0787,91286.88586,88849.22652,282849.4365,28070.68195
LPC(20:2),307355.2612,168803.454,176945.3135,178218.7914,201671.2959,112653.4482,462860.8973,378608.9852,452650.3849,257579.9984,487848.0976,29503.84222
PG(O-30:0),340866.9605,248463.337,233014.0574,191669.2724,434938.7428,405633.5312,388420.9245,276901.9388,395157.934,274800.5587,371550.4461,53294.78415
LPG(12:0),80043.80652,61364.26495,56188.2847,62075.80396,67511.50403,116370.3481,132418.3702,127813.1708,123550.7078,82389.72656,107108.148,25639.72174
PG(14:0),2077.500153,1588.180107,1790.860119,1532.860104,1877.980125,1926.580132,2224.500137,2997.180199,2262.040146,1730.440105,2064.700142,1605.320118
PG(O-36:5),206982.5948,155195.4916,136261.9304,132998.4709,204903.1542,227676.3346,228343.3149,180323.973,229280.0337,163913.8527,207541.8546,51510.4234
[TG(48:2)]_FA16:0,194777.8943,131843.5703,131545.6084,118095.9882,232986.2933,374391.5907,281463.6397,248921.9189,311704.4211,185206.1137,268354.458,38084.26279
[TG(58:6)]_FA18:1,274391.1966,147883.2484,148127.7681,145339.6114,302649.5402,366216.748,404991.2493,330449.7274,377280.0301,241132.6801,346303.208,24252.18172
